,hop_energy
0,1.0957371799226543
1,1.3959043330631289
2,1.3412135464863315
3,2.23097816818347
4,2.831511137107726
5,1.4541769903740853
6,2.6502639109505273
7,2.1172334202267074
8,2.1095885253030886
9,2.2428423759120557
10,0.6967747664271071
11,2.2204270699150355
12,1.2534166882691586
13,3.054637001457305
14,1.5146026832556085
15,1.4501869201569724
16,1.630774274162384
17,1.6619380291745163
18,2.674634824897857
19,1.2054978706861839
20,1.780726112798047
21,1.0884051006878321
22,2.2314357320657274
23,3.53424201572955
24,1.6237019441607812
25,2.2288542362443113
26,1.7451145759830986
27,1.5300417678660585
28,1.00006761545594
29,0.978698046418299
30,1.437680516306731
31,0.7234378349877337
32,3.216035020228982
33,1.6661628412819134
34,0.895383298665017
35,2.7709960553134465
36,1.7065880455674112
37,2.9962878496221315
38,0.8459730260756118
39,1.927958212183678
40,1.0798635172291142
41,2.9120415884070106
42,1.5476327346180332
43,1.0015971225776301
44,3.4014945128109577
45,1.1764693243116096
46,0.5825964246064688
47,1.471648241252863
48,1.9240616555948797
49,1.0871372558059456
50,1.7585324192621163
51,1.1179434478011645
52,0.8681693850736165
53,2.5336063877995496
54,1.985295973898074
55,1.399242622279302
56,0.8397565157390989
57,2.101985631655725
