,hop_energy
0,1.5483797117103526
1,0.8403904622575578
2,1.6342737255122088
3,0.8608582333211237
4,0.4792357549901727
5,1.3229087235740122
6,0.7517877216480855
7,1.644039158758063
8,1.3293193065097304
9,1.330825859001414
10,1.354130928580755
11,2.105021734901727
12,0.591275946103039
13,1.4420721489458277
14,1.0184079114950384
15,1.910394049764336
16,0.37954302423397746
17,1.2249450861049036
18,0.6548996385657437
19,1.3416935912879469
20,1.6231481241967698
21,1.4182312648565256
22,1.7591131773754993
23,0.3649441952237584
24,1.9466366308912981
25,1.5536600608615014
26,2.477654040966131
27,2.0500985364375586
28,2.1986442348322948
29,1.6189665258849137
30,1.9153371232179168
31,0.9494678087286719
32,1.6947033618232465
33,0.40724124748358737
34,1.9118276313382205
35,1.6710642598732237
36,2.3121054986897587
37,0.3600935089818833
38,1.314982931914109
39,0.8555541503977739
40,2.254654517024683
41,2.343433325475532
42,1.232518618652482
43,0.5728781574415889
44,1.2991226782669756
45,1.103741317823105
46,0.6641646433692321
47,2.124178139847378
48,1.4576105524858631
49,2.246604557983316
50,1.459261595777292
51,1.2014345484391225
52,1.7485445845213317
53,2.0196881469660317
54,1.0524940724959988
55,1.390320644150326
56,1.4324703978435016
57,1.6936762395254341
58,1.459024202509986
59,2.7176244327005596
