Time,Displacement,Force,Rotation,Torque
(s),(mm),(mN),(deg),(N-mm)
"0.0000","0.0007","-14820.57953","148.9653","-165.0362"
"0.0050","0.0007","-14819.14902","148.9653","-165.0220"
"0.0100","0.0008","-14756.01006","148.9653","-165.0365"
"0.0150","0.0015","-14376.64127","148.9653","-165.0460"
"0.0200","0.0040","-13658.51021","148.9653","-164.7468"
"0.0250","0.0099","-12643.78262","148.9653","-163.8834"
"0.0300","0.0211","-11579.77772","148.9653","-162.5222"
"0.0350","0.0389","-10935.19211","148.9653","-160.8335"
"0.0400","0.0643","-10984.99393","148.9653","-159.0343"
"0.0450","0.0972","-11058.51841","148.9653","-157.1026"
"0.0500","0.1368","-10621.82331","148.9653","-154.9743"
"0.0550","0.1819","-9919.57474","148.9653","-152.9001"
"0.0600","0.2310","-9406.32915","148.9653","-151.1084"
"0.0650","0.2829","-9419.20757","148.9653","-149.6807"
"0.0700","0.3361","-9941.20502","148.9653","-148.5257"
"0.0750","0.3899","-10180.25970","148.9653","-147.4310"
"0.0800","0.4435","-9905.85899","148.9653","-146.3704"
"0.0850","0.4966","-9341.31241","148.9653","-145.4349"
"0.0900","0.5489","-8849.10679","148.9653","-144.8114"
"0.0950","0.6004","-8798.00797","148.9653","-144.5099"
"0.1000","0.6512","-9304.55399","148.9653","-144.3703"
"0.1050","0.7014","-9720.10136","148.9653","-144.1292"
"0.1100","0.7511","-9635.27393","148.9653","-143.6645"
"0.1150","0.8006","-9185.19783","148.9653","-143.1183"
"0.1200","0.8497","-8662.56046","148.9653","-142.6858"
"0.1250","0.8987","-8487.95986","148.9653","-142.4289"
"0.1300","0.9476","-8901.33572","148.9653","-142.3698"
"0.1350","0.9965","-9326.27487","148.9653","-142.2673"
"0.1360","1.0063","-9343.92166","148.9653","-142.2158"
"0.1370","1.0160","-9340.15560","148.9653","-142.1486"
"1.9230","5.1183","-16358.01697","148.9653","-120.8519"
"1.9280","5.1183","-16348.52219","148.9653","-120.8317"
"1.9330","5.1184","-16307.77740","148.9653","-120.8106"
"1.9380","5.1189","-16064.83841","148.9653","-120.8206"
"1.9430","5.1206","-15265.68317","148.9653","-120.9094"
"1.9480","5.1245","-13800.29774","148.9653","-121.0357"
"1.9530","5.1324","-11986.45592","148.9653","-121.1517"
"1.9580","5.1458","-10408.60462","148.9653","-121.2591"
"1.9630","5.1661","-9496.99497","148.9653","-121.3640"
"1.9680","5.1938","-8902.40669","148.9653","-121.3283"
"1.9730","5.2287","-8154.43325","148.9653","-120.9946"
"1.9780","5.2699","-7284.07526","148.9653","-120.4657"
"1.9830","5.3162","-6502.87199","148.9653","-119.9925"
"1.9880","5.3662","-6220.05177","148.9653","-119.6872"
"1.9930","5.4185","-6495.22781","148.9653","-119.4616"
"1.9980","5.4720","-6655.64346","148.9653","-119.1398"
"2.0030","5.5258","-6560.55117","148.9653","-118.6206"
"2.0080","5.5794","-6260.51950","148.9653","-118.0299"
"2.0130","5.6324","-5881.98042","148.9653","-117.6077"
"2.0180","5.6846","-5795.66431","148.9653","-117.4345"
"2.0230","5.7360","-6208.00352","148.9653","-117.4082"
"2.0280","5.7868","-6542.85049","148.9653","-117.3322"
"2.0330","5.8369","-6534.62315","148.9653","-117.0630"
"2.0380","5.8866","-6285.80046","148.9653","-116.6545"
"2.0430","5.9360","-5867.13505","148.9653","-116.3531"
"2.0480","5.9852","-5679.99363","148.9653","-116.2323"
"2.0530","6.0342","-5994.69376","148.9653","-116.2266"
"2.0580","6.0832","-6347.28909","148.9653","-116.1930"
"2.0620","6.1224","-6394.65714","148.9653","-116.0466"
"2.0630","6.1322","-6390.05041","148.9653","-115.9894"
"3.8430","10.2343","-11864.49146","148.9653","-102.9865"
"3.8480","10.2343","-11857.18632","148.9653","-103.0035"
"3.8530","10.2344","-11818.11237","148.9653","-103.0340"
"3.8580","10.2349","-11585.02293","148.9653","-103.0743"
"3.8630","10.2366","-10814.86511","148.9653","-103.1816"
"3.8680","10.2407","-9457.17812","148.9653","-103.3645"
"3.8730","10.2487","-8004.15802","148.9653","-103.6034"
"3.8780","10.2623","-6955.00660","148.9653","-103.8835"
"3.8830","10.2827","-6465.84654","148.9653","-104.1125"
"3.8880","10.3104","-5960.59561","148.9653","-104.1133"
"3.8930","10.3454","-5330.79147","148.9653","-103.8683"
"3.8980","10.3866","-4603.30343","148.9653","-103.5823"
"3.9030","10.4329","-4147.08233","148.9653","-103.3880"
"3.9080","10.4829","-4224.03288","148.9653","-103.2991"
"3.9130","10.5352","-4427.44207","148.9653","-103.1404"
"3.9180","10.5887","-4399.29152","148.9653","-102.8030"
"3.9230","10.6425","-4213.33742","148.9653","-102.3168"
"3.9280","10.6961","-3838.68480","148.9653","-101.8792"
"3.9330","10.7490","-3592.19670","148.9653","-101.6603"
"3.9380","10.8011","-3799.32714","148.9653","-101.6022"
"3.9430","10.8525","-4264.89353","148.9653","-101.5680"
"3.9480","10.9032","-4424.43705","148.9653","-101.4075"
"3.9530","10.9533","-4322.82352","148.9653","-101.0610"
"3.9580","11.0030","-3990.84306","148.9653","-100.7042"
"3.9630","11.0523","-3706.04634","148.9653","-100.5092"
"3.9680","11.1014","-3825.16742","148.9653","-100.4859"
"3.9730","11.1503","-4254.93431","148.9653","-100.5164"
"3.9780","11.1991","-4420.46690","148.9653","-100.4086"
"3.9820","11.2382","-4355.96943","148.9653","-100.1958"
"3.9830","11.2480","-4311.93161","148.9653","-100.1282"
"5.7610","15.3505","-9276.10874","148.9653","-89.7924"
"5.7660","15.3505","-9270.37811","148.9653","-89.8073"
"5.7710","15.3506","-9236.05633","148.9653","-89.8347"
"5.7760","15.3511","-9039.61086","148.9653","-89.8663"
"5.7810","15.3528","-8393.63766","148.9653","-89.9281"
"5.7860","15.3568","-7307.13749","148.9653","-90.0412"
"5.7910","15.3648","-6276.82018","148.9653","-90.2244"
"5.7960","15.3783","-5681.83041","148.9653","-90.4509"
"5.8010","15.3987","-5272.37558","148.9653","-90.6154"
"5.8060","15.4264","-4667.17815","148.9653","-90.5790"
"5.8110","15.4612","-3873.18492","148.9653","-90.3992"
"5.8160","15.5024","-3170.81070","148.9653","-90.2528"
"5.8210","15.5486","-2911.20148","148.9653","-90.1975"
"5.8260","15.5986","-3083.17447","148.9653","-90.1620"
"5.8310","15.6509","-3101.37296","148.9653","-89.9833"
"5.8360","15.7044","-2899.76859","148.9653","-89.6236"
"5.8410","15.7583","-2483.21462","148.9653","-89.2089"
"5.8460","15.8119","-2103.63126","148.9653","-88.8990"
"5.8510","15.8649","-2067.85822","148.9653","-88.7571"
"5.8560","15.9172","-2440.08613","148.9653","-88.7458"
"5.8610","15.9687","-2665.56478","148.9653","-88.6872"
"5.8660","16.0195","-2629.06647","148.9653","-88.4509"
"5.8710","16.0697","-2360.91757","148.9653","-88.1178"
"5.8760","16.1194","-2055.70650","148.9653","-87.8417"
"5.8810","16.1687","-2038.26547","148.9653","-87.7096"
"5.8860","16.2179","-2421.13423","148.9653","-87.7023"
"5.8910","16.2669","-2666.04614","148.9653","-87.6354"
"5.8960","16.3159","-2627.46763","148.9653","-87.3916"
"5.9000","16.3551","-2409.42097","148.9653","-87.1115"
"5.9010","16.3649","-2335.89768","148.9653","-87.0447"
"7.6800","20.4696","-9575.56915","148.9653","-76.2376"
"7.6850","20.4696","-9566.56551","148.9653","-76.2568"
"7.6900","20.4697","-9533.30326","148.9653","-76.2878"
"7.6950","20.4702","-9350.74997","148.9653","-76.3240"
"7.7000","20.4719","-8743.38245","148.9653","-76.3897"
"7.7050","20.4759","-7683.59566","148.9653","-76.4982"
"7.7100","20.4838","-6631.50501","148.9653","-76.6456"
"7.7150","20.4973","-5787.62197","148.9653","-76.8097"
"7.7200","20.5176","-4823.85015","148.9653","-76.8252"
"7.7250","20.5453","-3722.26262","148.9653","-76.6390"
"7.7300","20.5802","-2523.95916","148.9653","-76.4127"
"7.7350","20.6213","-1636.27696","148.9653","-76.3098"
"7.7400","20.6676","-1282.04775","148.9653","-76.2942"
"7.7450","20.7175","-1060.97698","148.9653","-76.2019"
"7.7500","20.7698","-732.58042","148.9653","-75.8994"
"7.7550","20.8232","-297.50523","148.9653","-75.4497"
"7.7600","20.8770","198.06272","148.9653","-75.0381"
"7.7650","20.9305","450.02323","148.9653","-74.7654"
"7.7700","20.9834","263.44103","148.9653","-74.6782"
"7.7750","21.0356","-13.12486","148.9653","-74.6342"
"7.7800","21.0870","-77.89491","148.9653","-74.4413"
"7.7850","21.1378","29.24968","148.9653","-74.0837"
"7.7900","21.1879","376.11797","148.9653","-73.7245"
"7.7950","21.2376","632.72423","148.9653","-73.4818"
"7.8000","21.2870","496.80093","148.9653","-73.4266"
"7.8050","21.3361","196.35430","148.9653","-73.4497"
"7.8100","21.3852","96.09495","148.9653","-73.3269"
"7.8150","21.4342","148.28300","148.9653","-73.0549"
"7.8190","21.4734","383.32936","148.9653","-72.8257"
"7.8200","21.4832","451.75391","148.9653","-72.7751"
"9.6010","25.5904","-10101.33839","148.9653","-61.0488"
"9.6060","25.5904","-10091.44402","148.9653","-61.0536"
"9.6110","25.5905","-10060.60123","148.9653","-61.0560"
"9.6160","25.5910","-9898.83518","148.9653","-61.0655"
"9.6210","25.5926","-9356.73046","148.9653","-61.0910"
"9.6260","25.5965","-8329.39243","148.9653","-61.1535"
"9.6310","25.6044","-7165.95888","148.9653","-61.2450"
"9.6360","25.6178","-5786.26966","148.9653","-61.2856"
"9.6410","25.6380","-4172.07289","148.9653","-61.1568"
"9.6460","25.6656","-2409.86967","148.9653","-60.9672"
"9.6510","25.7005","-841.61407","148.9653","-60.8406"
"9.6560","25.7417","186.27612","148.9653","-60.8130"
"9.6610","25.7880","876.57380","148.9653","-60.7806"
"9.6660","25.8379","1541.43381","148.9653","-60.5907"
"9.6710","25.8903","2178.81083","148.9653","-60.2683"
"9.6760","25.9438","2830.41477","148.9653","-59.9121"
"9.6810","25.9976","3236.69028","148.9653","-59.6002"
"9.6860","26.0512","3200.73652","148.9653","-59.3670"
"9.6910","26.1042","2883.37445","148.9653","-59.2106"
"9.6960","26.1564","2759.71484","148.9653","-58.9985"
"9.7010","26.2078","2815.95445","148.9653","-58.6691"
"9.7060","26.2586","3086.24792","148.9653","-58.3208"
"9.7110","26.3088","3313.78603","148.9653","-58.0236"
"9.7160","26.3585","3217.02194","148.9653","-57.8158"
"9.7210","26.4079","2867.53774","148.9653","-57.6741"
"9.7260","26.4570","2751.54638","148.9653","-57.4593"
"9.7310","26.5061","2877.62547","148.9653","-57.1578"
"9.7360","26.5551","3222.62478","148.9653","-56.8634"
"9.7400","26.5942","3479.68507","148.9653","-56.6684"
"9.7410","26.6040","3519.69886","148.9653","-56.6263"
"11.5250","30.7067","-9998.13461","148.9653","-45.8484"
"11.5300","30.7067","-9990.42225","148.9653","-45.8825"
"11.5350","30.7068","-9962.06284","148.9653","-45.9170"
"11.5400","30.7073","-9804.69894","148.9653","-45.9544"
"11.5450","30.7090","-9275.22850","148.9653","-45.9952"
"11.5500","30.7130","-8203.09925","148.9653","-46.0200"
"11.5550","30.7210","-6637.67529","148.9653","-45.9845"
"11.5600","30.7345","-4480.86977","148.9653","-45.8273"
"11.5650","30.7549","-2001.54424","148.9653","-45.6308"
"11.5700","30.7826","330.07014","148.9653","-45.4489"
"11.5750","30.8174","2092.19360","148.9653","-45.3338"
"11.5800","30.8586","3175.91834","148.9653","-45.2350"
"11.5850","30.9048","4129.49753","148.9653","-45.0314"
"11.5900","30.9547","5190.89365","148.9653","-44.7582"
"11.5950","31.0070","6179.57878","148.9653","-44.4776"
"11.6000","31.0605","6811.92493","148.9653","-44.2088"
"11.6050","31.1143","6921.70095","148.9653","-43.9817"
"11.6100","31.1678","6558.10928","148.9653","-43.7852"
"11.6150","31.2208","6287.03403","148.9653","-43.5169"
"11.6200","31.2729","6414.92367","148.9653","-43.1998"
"11.6250","31.3244","6757.48777","148.9653","-42.8837"
"11.6300","31.3751","6995.67795","148.9653","-42.6034"
"11.6350","31.4253","6896.64698","148.9653","-42.3533"
"11.6400","31.4751","6407.74632","148.9653","-42.1220"
"11.6450","31.5245","6020.31517","148.9653","-41.8342"
"11.6500","31.5736","6149.84083","148.9653","-41.5046"
"11.6550","31.6227","6592.57746","148.9653","-41.2081"
"11.6600","31.6716","6957.15523","148.9653","-40.9792"
"11.6640","31.7107","7008.70514","148.9653","-40.8494"
"11.6650","31.7205","6976.77422","148.9653","-40.8204"
"13.4620","35.8267","-6515.86819","148.9653","-31.1072"
"13.4670","35.8267","-6515.32125","148.9653","-31.1289"
"13.4720","35.8268","-6492.93518","148.9653","-31.1591"
"13.4770","35.8273","-6348.66810","148.9653","-31.1971"
"13.4820","35.8290","-5849.89834","148.9653","-31.2378"
"13.4870","35.8329","-4730.38340","148.9653","-31.2321"
"13.4920","35.8408","-2822.06702","148.9653","-31.0860"
"13.4970","35.8542","-178.77562","148.9653","-30.8489"
"13.5020","35.8744","2509.71508","148.9653","-30.6208"
"13.5070","35.9018","4663.71965","148.9653","-30.4445"
"13.5120","35.9365","6013.69476","148.9653","-30.3180"
"13.5170","35.9774","6946.98811","148.9653","-30.1168"
"13.5220","36.0235","8167.52434","148.9653","-29.8177"
"13.5270","36.0732","9462.96787","148.9653","-29.5420"
"13.5320","36.1254","10376.49727","148.9653","-29.2979"
"13.5370","36.1788","10696.13647","148.9653","-29.0756"
"13.5420","36.2325","10380.70297","148.9653","-28.8528"
"13.5470","36.2861","9832.50999","148.9653","-28.5997"
"13.5520","36.3390","9801.78642","148.9653","-28.3229"
"13.5570","36.3913","10218.82534","148.9653","-28.0520"
"13.5620","36.4428","10574.83673","148.9653","-27.8108"
"13.5670","36.4937","10592.29851","148.9653","-27.6249"
"13.5720","36.5439","10147.33410","148.9653","-27.4462"
"13.5770","36.5937","9545.36533","148.9653","-27.2025"
"13.5820","36.6432","9477.71072","148.9653","-26.8736"
"13.5870","36.6924","9971.30203","148.9653","-26.5249"
"13.5920","36.7414","10492.00916","148.9653","-26.2367"
"13.5970","36.7904","10716.55369","148.9653","-26.0415"
"13.6010","36.8295","10557.11555","148.9653","-25.9061"
"13.6020","36.8393","10468.37997","148.9653","-25.8679"
"15.3930","40.9447","1732.57303","148.9653","-17.4087"
"15.3980","40.9447","1733.10375","148.9653","-17.4375"
"15.4030","40.9448","1754.62437","148.9653","-17.4684"
"15.4080","40.9453","1890.08355","148.9653","-17.5098"
"15.4130","40.9469","2353.51038","148.9653","-17.5641"
"15.4180","40.9508","3404.64735","148.9653","-17.5771"
"15.4230","40.9586","5167.77658","148.9653","-17.4986"
"15.4280","40.9718","7330.26361","148.9653","-17.3551"
"15.4330","40.9919","9255.19943","148.9653","-17.2053"
"15.4380","41.0193","10556.95248","148.9653","-17.0625"
"15.4430","41.0540","11200.55389","148.9653","-16.9098"
"15.4480","41.0952","11881.55746","148.9653","-16.6840"
"15.4530","41.1416","12903.24306","148.9653","-16.4284"
"15.4580","41.1917","13810.91595","148.9653","-16.1887"
"15.4630","41.2442","14272.78233","148.9653","-15.9740"
"15.4680","41.2979","14166.33606","148.9653","-15.7684"
"15.4730","41.3520","13657.82356","148.9653","-15.5193"
"15.4780","41.4057","13396.90876","148.9653","-15.1988"
"15.4830","41.4588","13690.94467","148.9653","-14.8646"
"15.4880","41.5111","14139.35947","148.9653","-14.5563"
"15.4930","41.5625","14363.93929","148.9653","-14.3148"
"15.4980","41.6132","14182.33776","148.9653","-14.1392"
"15.5030","41.6633","13612.00619","148.9653","-13.9626"
"15.5080","41.7129","13264.51683","148.9653","-13.7134"
"15.5130","41.7622","13564.11743","148.9653","-13.3981"
"15.5180","41.8113","14105.56984","148.9653","-13.1121"
"15.5230","41.8602","14459.58233","148.9653","-12.9102"
"15.5280","41.9091","14421.99898","148.9653","-12.7727"
"15.5320","41.9482","14088.64498","148.9653","-12.6628"
"15.5330","41.9580","13991.75644","148.9653","-12.6307"
"17.3130","46.0648","10354.25186","148.9653","-5.5963"
"17.3180","46.0648","10355.10349","148.9653","-5.6056"
"17.3230","46.0648","10375.01144","148.9653","-5.6136"
"17.3280","46.0653","10496.60301","148.9653","-5.6128"
"17.3330","46.0669","10921.12446","148.9653","-5.6244"
"17.3380","46.0708","11881.21223","148.9653","-5.6201"
"17.3430","46.0786","13292.62447","148.9653","-5.5637"
"17.3480","46.0920","14660.83145","148.9653","-5.4669"
"17.3530","46.1122","15594.09809","148.9653","-5.3405"
"17.3580","46.1398","15945.07885","148.9653","-5.1940"
"17.3630","46.1746","16089.38026","148.9653","-4.9952"
"17.3680","46.2159","16599.14398","148.9653","-4.7309"
"17.3730","46.2622","17291.21208","148.9653","-4.4833"
"17.3780","46.3123","17757.85637","148.9653","-4.2487"
"17.3830","46.3647","17791.96167","148.9653","-4.0397"
"17.3880","46.4183","17387.61139","148.9653","-3.8207"
"17.3930","46.4722","16995.38803","148.9653","-3.5294"
"17.3980","46.5259","17129.31252","148.9653","-3.2198"
"17.4030","46.5789","17603.02734","148.9653","-2.9684"
"17.4080","46.6311","17977.16904","148.9653","-2.7803"
"17.4130","46.6825","18020.84351","148.9653","-2.6569"
"17.4180","46.7331","17662.56332","148.9653","-2.5261"
"17.4230","46.7832","17264.74953","148.9653","-2.3380"
"17.4280","46.8329","17326.47324","148.9653","-2.0700"
"17.4330","46.8822","17774.94049","148.9653","-1.7790"
"17.4380","46.9313","18176.83792","148.9653","-1.5483"
"17.4430","46.9804","18282.48596","148.9653","-1.3977"
"17.4480","47.0294","17973.59848","148.9653","-1.2727"
"17.4520","47.0686","17623.53897","148.9653","-1.1602"
"17.4530","47.0784","17566.23650","148.9653","-1.1235"
"19.2320","51.1834","18075.63210","148.9653","5.4677"
"19.2370","51.1834","18077.22855","148.9653","5.4533"
"19.2420","51.1835","18093.88924","148.9653","5.4407"
"19.2470","51.1840","18215.01350","148.9653","5.4263"
"19.2520","51.1857","18646.87347","148.9653","5.4066"
"19.2570","51.1897","19548.10143","148.9653","5.3806"
"19.2620","51.1976","20577.64244","148.9653","5.3661"
"19.2670","51.2110","21331.50101","148.9653","5.3532"
"19.2720","51.2313","21580.96886","148.9653","5.3734"
"19.2770","51.2589","21388.42964","148.9653","5.4412"
"19.2820","51.2937","21335.95657","148.9653","5.5872"
"19.2870","51.3349","21687.50381","148.9653","5.7718"
"19.2920","51.3812","22061.85150","148.9653","5.9354"
"19.2970","51.4312","22154.12331","148.9653","6.0996"
"19.3020","51.4835","21848.97232","148.9653","6.2753"
"19.3070","51.5370","21322.23892","148.9653","6.4782"
"19.3120","51.5909","21141.80756","148.9653","6.7689"
"19.3170","51.6444","21454.74815","148.9653","7.0815"
"19.3220","51.6973","21886.85608","148.9653","7.3470"
"19.3270","51.7495","22123.14415","148.9653","7.5289"
"19.3320","51.8008","22004.04930","148.9653","7.6560"
"19.3370","51.8515","21627.52151","148.9653","7.8083"
"19.3420","51.9015","21491.95099","148.9653","7.9848"
"19.3470","51.9511","21822.71957","148.9653","8.1766"
"19.3520","52.0004","22264.73236","148.9653","8.3601"
"19.3570","52.0495","22519.01627","148.9653","8.4950"
"19.3620","52.0985","22425.80414","148.9653","8.6079"
"19.3670","52.1475","22027.63939","148.9653","8.7465"
"19.3710","52.1866","21842.90504","148.9653","8.9062"
"19.3720","52.1964","21847.35298","148.9653","8.9518"
"32.8550","0.0008","-9122.70832","138.9672","-130.5190"
"32.8600","0.0008","-9120.74280","138.9672","-130.4870"
"32.8650","0.0010","-9054.70467","138.9672","-130.4697"
"32.8700","0.0017","-8757.74097","138.9672","-130.4426"
"32.8750","0.0044","-8365.27252","138.9672","-130.2756"
"32.8800","0.0105","-7869.06004","138.9672","-130.0167"
"32.8850","0.0220","-7448.82107","138.9672","-129.8079"
"32.8900","0.0403","-7506.15358","138.9672","-129.6781"
"32.8950","0.0662","-8203.33481","138.9672","-129.6086"
"32.9000","0.0996","-8909.08909","138.9672","-129.4223"
"32.9050","0.1396","-9061.65791","138.9672","-129.0070"
"32.9100","0.1852","-8798.36845","138.9672","-128.5216"
"32.9150","0.2347","-8637.03156","138.9672","-128.0710"
"32.9200","0.2867","-8905.87711","138.9672","-127.6838"
"32.9250","0.3401","-9560.83107","138.9672","-127.3394"
"32.9300","0.3939","-9948.86971","138.9672","-126.8938"
"32.9350","0.4475","-9792.14382","138.9672","-126.3078"
"32.9400","0.5005","-9223.36197","138.9672","-125.7359"
"32.9450","0.5527","-8703.90606","138.9672","-125.2916"
"32.9500","0.6041","-8598.33050","138.9672","-124.9986"
"32.9550","0.6547","-8992.93232","138.9672","-124.7873"
"32.9600","0.7049","-9399.29485","138.9672","-124.5227"
"32.9650","0.7545","-9361.36913","138.9672","-124.0480"
"32.9700","0.8038","-8852.39792","138.9672","-123.5415"
"32.9750","0.8529","-8255.31387","138.9672","-123.1272"
"32.9800","0.9019","-8011.13605","138.9672","-122.8646"
"32.9850","0.9507","-8303.66516","138.9672","-122.7413"
"32.9900","0.9996","-8692.62600","138.9672","-122.6215"
"32.9910","1.0094","-8728.71399","138.9672","-122.5770"
"32.9920","1.0191","-8747.75219","138.9672","-122.5223"
"34.7760","5.1209","-15652.15969","138.9681","-103.2324"
"34.7810","5.1209","-15642.69733","138.9681","-103.2439"
"34.7860","5.1210","-15597.34535","138.9681","-103.2771"
"34.7910","5.1215","-15338.25874","138.9681","-103.3296"
"34.7960","5.1231","-14513.67569","138.9681","-103.4450"
"34.8010","5.1271","-12989.56203","138.9681","-103.6405"
"34.8060","5.1351","-11155.46894","138.9681","-103.8962"
"34.8110","5.1486","-9600.02232","138.9681","-104.1114"
"34.8160","5.1689","-8692.05189","138.9681","-104.2782"
"34.8210","5.1967","-8146.24023","138.9681","-104.3312"
"34.8260","5.2317","-7585.19411","138.9681","-104.1231"
"34.8310","5.2730","-6818.51721","138.9681","-103.8384"
"34.8360","5.3194","-6120.33319","138.9681","-103.5835"
"34.8410","5.3694","-5876.28412","138.9681","-103.3828"
"34.8460","5.4218","-6126.26982","138.9681","-103.2453"
"34.8510","5.4753","-6361.99522","138.9681","-103.0287"
"34.8560","5.5290","-6443.32790","138.9681","-102.6422"
"34.8610","5.5826","-6215.43884","138.9681","-102.2498"
"34.8660","5.6355","-5854.08258","138.9681","-101.9574"
"34.8710","5.6877","-5746.10949","138.9681","-101.7946"
"34.8760","5.7391","-6068.63689","138.9681","-101.7559"
"34.8810","5.7899","-6388.32188","138.9681","-101.6898"
"34.8860","5.8401","-6516.96539","138.9681","-101.4446"
"34.8910","5.8898","-6323.61650","138.9681","-101.1623"
"34.8960","5.9392","-5930.10569","138.9681","-100.9403"
"34.9010","5.9883","-5751.85680","138.9681","-100.8252"
"34.9060","6.0373","-6019.65570","138.9681","-100.7917"
"34.9110","6.0862","-6308.63380","138.9681","-100.7048"
"34.9150","6.1253","-6406.95477","138.9681","-100.5078"
"34.9160","6.1351","-6416.94784","138.9681","-100.4435"
"36.7070","10.2407","-10084.97715","138.9681","-87.7871"
"36.7120","10.2407","-10077.86942","138.9681","-87.7850"
"36.7170","10.2408","-10040.51304","138.9681","-87.7994"
"36.7220","10.2413","-9804.62265","138.9681","-87.8512"
"36.7270","10.2430","-9047.80293","138.9681","-87.9976"
"36.7320","10.2471","-7815.45305","138.9681","-88.2275"
"36.7370","10.2551","-6585.13880","138.9681","-88.4826"
"36.7420","10.2687","-5768.48316","138.9681","-88.7452"
"36.7470","10.2891","-5456.10666","138.9681","-88.9712"
"36.7520","10.3168","-5203.71389","138.9681","-89.0120"
"36.7570","10.3517","-4827.94714","138.9681","-88.8545"
"36.7620","10.3929","-4278.45430","138.9681","-88.6979"
"36.7670","10.4393","-3941.12158","138.9681","-88.6288"
"36.7720","10.4893","-4053.66707","138.9681","-88.6141"
"36.7770","10.5416","-4250.91743","138.9681","-88.5331"
"36.7820","10.5952","-4345.52622","138.9681","-88.2471"
"36.7870","10.6490","-4192.93928","138.9681","-87.8311"
"36.7920","10.7025","-3803.37477","138.9681","-87.4735"
"36.7970","10.7554","-3543.93101","138.9681","-87.2705"
"36.8020","10.8076","-3702.54993","138.9681","-87.2062"
"36.8070","10.8589","-4073.70996","138.9681","-87.1726"
"36.8120","10.9096","-4304.48627","138.9681","-87.0167"
"36.8170","10.9597","-4296.95559","138.9681","-86.7008"
"36.8220","11.0093","-3982.18822","138.9681","-86.3623"
"36.8270","11.0586","-3707.48258","138.9681","-86.1626"
"36.8320","11.1077","-3811.94949","138.9681","-86.1154"
"36.8370","11.1567","-4160.41756","138.9681","-86.1260"
"36.8420","11.2057","-4331.59542","138.9681","-86.0187"
"36.8460","11.2448","-4313.65919","138.9681","-85.8211"
"36.8470","11.2546","-4274.18709","138.9681","-85.7646"
"38.6270","15.3568","-8640.47718","138.9681","-75.9387"
"38.6320","15.3568","-8635.85472","138.9681","-75.9458"
"38.6370","15.3569","-8603.28960","138.9681","-75.9565"
"38.6420","15.3574","-8400.92850","138.9681","-76.0092"
"38.6470","15.3591","-7742.71297","138.9681","-76.1200"
"38.6520","15.3632","-6713.44948","138.9681","-76.2730"
"38.6570","15.3713","-5771.17252","138.9681","-76.4508"
"38.6620","15.3850","-5223.41919","138.9681","-76.6402"
"38.6670","15.4054","-4844.30361","138.9681","-76.7701"
"38.6720","15.4333","-4387.79926","138.9681","-76.6945"
"38.6770","15.4683","-3717.02003","138.9681","-76.5420"
"38.6820","15.5096","-3110.20207","138.9681","-76.4205"
"38.6870","15.5560","-2883.74758","138.9681","-76.3574"
"38.6920","15.6060","-2986.25684","138.9681","-76.3048"
"38.6970","15.6584","-3046.94533","138.9681","-76.1141"
"38.7020","15.7119","-2908.07343","138.9681","-75.7603"
"38.7070","15.7657","-2527.95935","138.9681","-75.3985"
"38.7120","15.8193","-2201.05219","138.9681","-75.1271"
"38.7170","15.8723","-2199.88465","138.9681","-74.9804"
"38.7220","15.9246","-2511.20877","138.9681","-74.9172"
"38.7270","15.9760","-2748.13032","138.9681","-74.7980"
"38.7320","16.0268","-2794.21568","138.9681","-74.5308"
"38.7370","16.0769","-2523.89717","138.9681","-74.2094"
"38.7420","16.1266","-2200.43659","138.9681","-73.9336"
"38.7470","16.1760","-2136.37090","138.9681","-73.7743"
"38.7520","16.2252","-2397.89987","138.9681","-73.7309"
"38.7570","16.2742","-2590.09218","138.9681","-73.6497"
"38.7620","16.3232","-2594.52796","138.9681","-73.4380"
"38.7660","16.3623","-2380.28860","138.9681","-73.2259"
"38.7670","16.3721","-2309.59535","138.9681","-73.1748"
"40.5460","20.4788","-8697.25227","138.9681","-62.7876"
"40.5510","20.4788","-8693.83144","138.9681","-62.7976"
"40.5560","20.4789","-8667.02366","138.9681","-62.8064"
"40.5610","20.4794","-8499.38488","138.9681","-62.8209"
"40.5660","20.4810","-7941.92791","138.9681","-62.8471"
"40.5710","20.4849","-6982.83148","138.9681","-62.9005"
"40.5760","20.4927","-6030.31445","138.9681","-63.0136"
"40.5810","20.5060","-5212.80146","138.9681","-63.1520"
"40.5860","20.5262","-4359.89285","138.9681","-63.1552"
"40.5910","20.5537","-3375.57864","138.9681","-63.0034"
"40.5960","20.5884","-2275.84529","138.9681","-62.8354"
"40.6010","20.6294","-1455.88231","138.9681","-62.7556"
"40.6060","20.6755","-1094.32709","138.9681","-62.7412"
"40.6110","20.7254","-882.77966","138.9681","-62.6747"
"40.6160","20.7776","-678.67774","138.9681","-62.4206"
"40.6210","20.8310","-278.52830","138.9681","-62.0824"
"40.6260","20.8848","206.76944","138.9681","-61.7694"
"40.6310","20.9383","458.73272","138.9681","-61.5386"
"40.6360","20.9913","329.90348","138.9681","-61.4222"
"40.6410","21.0434","119.66071","138.9681","-61.3164"
"40.6460","21.0948","-51.51463","138.9681","-61.0709"
"40.6510","21.1455","22.49868","138.9681","-60.7330"
