Time,Displacement,Force,Rotation,Torque
(s),(mm),(mN),(deg),(N-mm)
"171.9710","20.6347","1869.29262","99.0063","-28.0236"
"171.9760","20.6808","2027.64606","99.0063","-27.9136"
"171.9810","20.7306","1885.94663","99.0063","-27.7128"
"171.9860","20.7828","1883.16190","99.0063","-27.5116"
"171.9910","20.8362","2234.20858","99.0063","-27.3250"
"171.9960","20.8899","2672.03236","99.0063","-27.1808"
"172.0010","20.9433","2950.42706","99.0063","-27.0338"
"172.0060","20.9961","2936.97858","99.0063","-26.8662"
"172.0110","21.0482","2610.95929","99.0063","-26.6682"
"172.0160","21.0996","2330.06454","99.0063","-26.5004"
"172.0210","21.1504","2454.84495","99.0063","-26.4078"
"172.0260","21.2005","2830.08194","99.0063","-26.3571"
"172.0310","21.2503","3129.99558","99.0063","-26.2630"
"172.0360","21.2997","3167.71722","99.0063","-26.0707"
"172.0410","21.3489","2886.86657","99.0063","-25.8152"
"172.0460","21.3980","2619.23575","99.0063","-25.5914"
"172.0510","21.4471","2755.00941","99.0063","-25.4897"
"172.0550","21.4864","3062.29901","99.0063","-25.4495"
"172.0560","21.4962","3141.13426","99.0063","-25.4397"
"173.8370","25.6033","-875.48041","99.0063","-18.7433"
"173.8420","25.6033","-869.91590","99.0063","-18.7396"
"173.8470","25.6034","-843.89657","99.0063","-18.7480"
"173.8520","25.6039","-685.40990","99.0063","-18.7650"
"173.8570","25.6056","-202.85231","99.0063","-18.7533"
"173.8620","25.6097","458.26688","99.0063","-18.7238"
"173.8670","25.6178","1025.94757","99.0063","-18.6474"
"173.8720","25.6314","1438.20393","99.0063","-18.4966"
"173.8770","25.6519","2048.60020","99.0063","-18.3675"
"173.8820","25.6799","2938.15565","99.0063","-18.3099"
"173.8870","25.7150","3741.06359","99.0063","-18.2610"
"173.8920","25.7564","4225.34180","99.0063","-18.1402"
"173.8970","25.8028","4345.79420","99.0063","-17.9297"
"173.9020","25.8529","4437.86049","99.0063","-17.7167"
"173.9070","25.9053","4785.22968","99.0063","-17.5899"
"173.9120","25.9589","5249.67241","99.0063","-17.4784"
"173.9170","26.0127","5577.57092","99.0063","-17.3385"
"173.9220","26.0663","5623.83986","99.0063","-17.1524"
"173.9270","26.1192","5352.87857","99.0063","-16.9375"
"173.9320","26.1713","5056.67067","99.0063","-16.7220"
"173.9370","26.2227","5108.32691","99.0063","-16.6047"
"173.9420","26.2734","5423.81811","99.0063","-16.5509"
"173.9470","26.3236","5701.36738","99.0063","-16.4928"
"173.9520","26.3733","5750.31996","99.0063","-16.3519"
"173.9570","26.4227","5515.50293","99.0063","-16.1127"
"173.9620","26.4719","5236.10783","99.0063","-15.8490"
"173.9670","26.5209","5311.78045","99.0063","-15.6592"
"173.9720","26.5699","5659.38902","99.0063","-15.5467"
"173.9760","26.6090","5916.17489","99.0063","-15.4796"
"173.9770","26.6188","5962.34226","99.0063","-15.4607"
"175.7580","30.7224","-228.16782","99.0063","-9.8119"
"175.7630","30.7224","-224.62744","99.0063","-9.8348"
"175.7680","30.7225","-201.03589","99.0063","-9.8556"
"175.7730","30.7230","-64.84824","99.0063","-9.8835"
"175.7780","30.7247","359.86689","99.0063","-9.8811"
"175.7830","30.7286","992.49440","99.0063","-9.8237"
"175.7880","30.7365","1693.27807","99.0063","-9.6878"
"175.7930","30.7498","2693.04967","99.0063","-9.4968"
"175.7980","30.7700","3960.61969","99.0063","-9.3672"
"175.8030","30.7976","5168.29109","99.0063","-9.2745"
"175.8080","30.8324","6025.13409","99.0063","-9.1800"
"175.8130","30.8735","6462.74900","99.0063","-9.0129"
"175.8180","30.9197","6848.22989","99.0063","-8.7833"
"175.8230","30.9696","7434.22461","99.0063","-8.6242"
"175.8280","31.0219","8050.78697","99.0063","-8.5062"
"175.8330","31.0754","8453.88889","99.0063","-8.3914"
"175.8380","31.1291","8515.35606","99.0063","-8.2386"
"175.8430","31.1827","8244.44580","99.0063","-8.0105"
"175.8480","31.2356","8025.29812","99.0063","-7.7301"
"175.8530","31.2878","8143.04352","99.0063","-7.5177"
"175.8580","31.3393","8442.38472","99.0063","-7.4128"
"175.8630","31.3901","8654.57439","99.0063","-7.3497"
"175.8680","31.4403","8621.64974","99.0063","-7.2597"
"175.8730","31.4900","8294.79218","99.0063","-7.1250"
"175.8780","31.5394","7996.03939","99.0063","-6.9186"
"175.8830","31.5885","8088.96637","99.0063","-6.6948"
"175.8880","31.6375","8424.22104","99.0063","-6.5504"
"175.8930","31.6864","8695.73689","99.0063","-6.4880"
"175.8970","31.7255","8744.26460","99.0063","-6.4420"
"175.8980","31.7353","8725.80338","99.0063","-6.4277"
"177.6760","35.8413","115.03904","99.0063","-0.7701"
"177.6810","35.8413","114.69458","99.0063","-0.7749"
"177.6860","35.8414","133.94849","99.0063","-0.8017"
"177.6910","35.8419","260.16006","99.0063","-0.8444"
"177.6960","35.8435","666.70525","99.0063","-0.8687"
"177.7010","35.8474","1470.03818","99.0063","-0.8794"
"177.7060","35.8551","2859.82513","99.0063","-0.8484"
"177.7110","35.8684","4697.01481","99.0063","-0.7526"
"177.7160","35.8883","6485.78787","99.0063","-0.6944"
"177.7210","35.9157","7861.08541","99.0063","-0.6494"
"177.7260","35.9503","8663.60188","99.0063","-0.6273"
"177.7310","35.9914","9252.91634","99.0063","-0.5450"
"177.7360","36.0376","10093.15109","99.0063","-0.3680"
"177.7410","36.0877","10936.49483","99.0063","-0.1969"
"177.7460","36.1401","11501.32656","99.0063","-0.0313"
"177.7510","36.1938","11655.20287","99.0063","0.1308"
"177.7560","36.2478","11374.63284","99.0063","0.3161"
"177.7610","36.3015","11046.01383","99.0063","0.5295"
"177.7660","36.3547","11168.29205","99.0063","0.7699"
"177.7710","36.4070","11535.23540","99.0063","0.9774"
"177.7760","36.4585","11812.91962","99.0063","1.1010"
"177.7810","36.5094","11823.63892","99.0063","1.1743"
"177.7860","36.5595","11486.43398","99.0063","1.2632"
"177.7910","36.6092","11085.50072","99.0063","1.3671"
"177.7960","36.6586","11148.88096","99.0063","1.5110"
"177.8010","36.7077","11520.29991","99.0063","1.6498"
"177.8060","36.7567","11850.04330","99.0063","1.7504"
"177.8110","36.8055","11945.55950","99.0063","1.7996"
"177.8150","36.8446","11776.14880","99.0063","1.8580"
"177.8160","36.8544","11696.64764","99.0063","1.8726"
"179.5960","40.9572","6429.43382","99.0063","5.5581"
"179.6010","40.9572","6430.30739","99.0063","5.5287"
"179.6060","40.9572","6447.95942","99.0063","5.4918"
"179.6110","40.9577","6561.59878","99.0063","5.4491"
"179.6160","40.9594","6943.16769","99.0063","5.4328"
"179.6210","40.9633","7798.43521","99.0063","5.4883"
"179.6260","40.9711","9135.58578","99.0063","5.6735"
"179.6310","40.9844","10601.80092","99.0063","5.8974"
"179.6360","41.0046","11819.42272","99.0063","6.0864"
"179.6410","41.0322","12563.59673","99.0063","6.2543"
"179.6460","41.0670","12897.05849","99.0063","6.4089"
"179.6510","41.1082","13384.67312","99.0063","6.6145"
"179.6560","41.1544","14057.04880","99.0063","6.8379"
"179.6610","41.2044","14615.58628","99.0063","7.0247"
"179.6660","41.2566","14856.27079","99.0063","7.2036"
"179.6710","41.3101","14700.71602","99.0063","7.3750"
"179.6760","41.3640","14264.84776","99.0063","7.5302"
"179.6810","41.4175","14095.01171","99.0063","7.6995"
"179.6860","41.4705","14325.64735","99.0063","7.8803"
"179.6910","41.5226","14645.69092","99.0063","8.0106"
"179.6960","41.5740","14804.99649","99.0063","8.0817"
"179.7010","41.6247","14676.55468","99.0063","8.1548"
"179.7060","41.6748","14278.38802","99.0063","8.2613"
"179.7110","41.7244","14105.94463","99.0063","8.4056"
"179.7160","41.7738","14387.32910","99.0063","8.6073"
"179.7210","41.8229","14785.93636","99.0063","8.7837"
"179.7260","41.8720","15036.50475","99.0063","8.8920"
"179.7310","41.9209","15007.47585","99.0063","8.9396"
"179.7350","41.9601","14760.38933","99.0063","8.9836"
"179.7360","41.9699","14690.98759","99.0063","9.0001"
"181.5170","46.0753","14718.70327","99.0063","11.8720"
"181.5220","46.0753","14717.49115","99.0063","11.8717"
"181.5270","46.0754","14732.85866","99.0063","11.8591"
"181.5320","46.0759","14838.83858","99.0063","11.8534"
"181.5370","46.0775","15196.15364","99.0063","11.8513"
"181.5420","46.0815","15879.81701","99.0063","11.9211"
"181.5470","46.0894","16706.50673","99.0063","12.0700"
"181.5520","46.1028","17412.85706","99.0063","12.2276"
"181.5570","46.1231","17783.92029","99.0063","12.4008"
"181.5620","46.1508","17737.85973","99.0063","12.5790"
"181.5670","46.1857","17597.94235","99.0063","12.7659"
"181.5720","46.2269","17786.52191","99.0063","12.9883"
"181.5770","46.2733","18105.23605","99.0063","13.1845"
"181.5820","46.3233","18288.22708","99.0063","13.3482"
"181.5870","46.3757","18191.29372","99.0063","13.5076"
"181.5920","46.4293","17809.82208","99.0063","13.6873"
"181.5970","46.4832","17543.52760","99.0063","13.9017"
"181.6020","46.5368","17689.03351","99.0063","14.1236"
"181.6070","46.5898","18026.59988","99.0063","14.2635"
"181.6120","46.6420","18291.25977","99.0063","14.3346"
"181.6170","46.6934","18333.33588","99.0063","14.3861"
"181.6220","46.7441","18082.01981","99.0063","14.4508"
"181.6270","46.7943","17812.54768","99.0063","14.5535"
"181.6320","46.8439","17939.35585","99.0063","14.7290"
"181.6370","46.8932","18288.07449","99.0063","14.9136"
"181.6420","46.9423","18579.60701","99.0063","15.0461"
"181.6470","46.9914","18657.43637","99.0063","15.1390"
"181.6520","47.0403","18440.99045","99.0063","15.2154"
"181.6560","47.0795","18192.31606","99.0063","15.2686"
"181.6570","47.0893","18162.84752","99.0063","15.2846"
"183.4430","51.1929","20596.26007","99.0063","17.9394"
"183.4480","51.1929","20595.19196","99.0063","17.9145"
"183.4530","51.1930","20610.11696","99.0063","17.8999"
"183.4580","51.1935","20713.00888","99.0063","17.9006"
"183.4630","51.1952","21037.58430","99.0063","17.9354"
"183.4680","51.1992","21555.51147","99.0063","18.0062"
"183.4730","51.2072","22064.88419","99.0063","18.0708"
"183.4780","51.2207","22373.16704","99.0063","18.1238"
"183.4830","51.2411","22341.06636","99.0063","18.1945"
"183.4880","51.2688","22003.91579","99.0063","18.2851"
"183.4930","51.3037","21830.81436","99.0063","18.4182"
"183.4980","51.3449","21942.83485","99.0063","18.5752"
"183.5030","51.3913","22104.06494","99.0063","18.7350"
"183.5080","51.4413","22110.03685","99.0063","18.8806"
"183.5130","51.4937","21871.17386","99.0063","19.0136"
"183.5180","51.5472","21481.99272","99.0063","19.1561"
"183.5230","51.6010","21384.24110","99.0063","19.3434"
"183.5280","51.6545","21627.77710","99.0063","19.5357"
"183.5330","51.7074","21954.25797","99.0063","19.6594"
"183.5380","51.7595","22146.44623","99.0063","19.7380"
"183.5430","51.8109","22091.27045","99.0063","19.8056"
"183.5480","51.8615","21828.60947","99.0063","19.9058"
"183.5530","51.9116","21793.55240","99.0063","20.0322"
"183.5580","51.9612","22074.23592","99.0063","20.1827"
"183.5630","52.0105","22436.70464","99.0063","20.3237"
"183.5680","52.0596","22672.27364","99.0063","20.4108"
"183.5730","52.1086","22668.39218","99.0063","20.4661"
"183.5780","52.1576","22418.10417","99.0063","20.5168"
"183.5820","52.1967","22320.33920","99.0063","20.5723"
"183.5830","52.2065","22333.93669","99.0063","20.5918"
"197.0620","0.0008","-2031.08358","89.0163","-65.8608"
"197.0670","0.0008","-2034.33800","89.0163","-65.8477"
"197.0720","0.0010","-1972.36097","89.0163","-65.8498"
"197.0770","0.0018","-1642.76540","89.0163","-65.8628"
"197.0820","0.0044","-1181.79739","89.0163","-65.8990"
"197.0870","0.0106","-813.54463","89.0163","-66.0137"
"197.0920","0.0221","-776.58641","89.0163","-66.1908"
"197.0970","0.0404","-1254.46451","89.0163","-66.3375"
"197.1020","0.0663","-2318.23874","89.0163","-66.3855"
"197.1070","0.0997","-3473.29307","89.0163","-66.3047"
"197.1120","0.1398","-3908.85949","89.0163","-66.2285"
"197.1170","0.1853","-4017.16328","89.0163","-66.2286"
"197.1220","0.2349","-4225.68846","89.0163","-66.2187"
"197.1270","0.2870","-4748.58665","89.0163","-66.1259"
"197.1320","0.3404","-5642.85946","89.0163","-65.8734"
"197.1370","0.3942","-6309.24988","89.0163","-65.4972"
"197.1420","0.4478","-6167.16003","89.0163","-65.2076"
"197.1470","0.5008","-5683.42543","89.0163","-65.0937"
"197.1520","0.5530","-5299.42465","89.0163","-65.0683"
"197.1570","0.6044","-5250.28610","89.0163","-64.9791"
"197.1620","0.6551","-5661.63731","89.0163","-64.7670"
"197.1670","0.7052","-6152.16637","89.0163","-64.4240"
"197.1720","0.7549","-5958.54712","89.0163","-64.1034"
"197.1770","0.8042","-5379.40788","89.0163","-63.9293"
"197.1820","0.8533","-4878.47424","89.0163","-63.8702"
"197.1870","0.9022","-4710.16932","89.0163","-63.8102"
"197.1920","0.9511","-4995.46623","89.0163","-63.6797"
"197.1970","0.9999","-5418.74599","89.0163","-63.4537"
"197.1980","1.0096","-5443.83955","89.0163","-63.4012"
"197.1990","1.0194","-5442.24501","89.0163","-63.3486"
"198.9920","5.1218","-6267.87567","89.0163","-53.2432"
"198.9970","5.1218","-6263.82828","89.0163","-53.2475"
"199.0020","5.1218","-6222.36586","89.0163","-53.2596"
"199.0070","5.1224","-5959.56564","89.0163","-53.2608"
"199.0120","5.1240","-5213.75608","89.0163","-53.2312"
"199.0170","5.1280","-4204.14829","89.0163","-53.2324"
"199.0220","5.1359","-3295.90869","89.0163","-53.2876"
"199.0270","5.1494","-2761.79481","89.0163","-53.3399"
"199.0320","5.1697","-2766.01267","89.0163","-53.3129"
"199.0370","5.1974","-3129.62103","89.0163","-53.1818"
"199.0420","5.2323","-3097.02468","89.0163","-53.0756"
"199.0470","5.2736","-2773.49353","89.0163","-53.1110"
"199.0520","5.3200","-2538.16199","89.0163","-53.1595"
"199.0570","5.3700","-2619.95530","89.0163","-53.1359"
"199.0620","5.4224","-3107.12242","89.0163","-52.9901"
"199.0670","5.4759","-3584.14769","89.0163","-52.7211"
"199.0720","5.5297","-3497.44153","89.0163","-52.4822"
"199.0770","5.5832","-3104.38824","89.0163","-52.3690"
"199.0820","5.6361","-2772.99356","89.0163","-52.3381"
"199.0870","5.6882","-2713.98139","89.0163","-52.2840"
"199.0920","5.7396","-3042.15741","89.0163","-52.1573"
"199.0970","5.7904","-3492.88106","89.0163","-51.9186"
"199.1020","5.8405","-3446.96832","89.0163","-51.6791"
"199.1070","5.8902","-3050.12035","89.0163","-51.5832"
"199.1120","5.9396","-2679.86131","89.0163","-51.5835"
"199.1170","5.9888","-2562.66165","89.0163","-51.5561"
"199.1220","6.0379","-2829.75602","89.0163","-51.4433"
"199.1270","6.0868","-3334.21397","89.0163","-51.2471"
"199.1310","6.1260","-3426.37229","89.0163","-51.0770"
"199.1320","6.1358","-3397.09425","89.0163","-51.0524"
"200.9110","10.2377","-4042.28401","89.0163","-43.2442"
"200.9160","10.2377","-4033.67615","89.0163","-43.2577"
"200.9210","10.2378","-3992.77115","89.0163","-43.2837"
"200.9260","10.2383","-3743.68906","89.0163","-43.2972"
"200.9310","10.2401","-3039.51359","89.0163","-43.2804"
"200.9360","10.2442","-2123.69370","89.0163","-43.2267"
"200.9410","10.2523","-1336.08413","89.0163","-43.1561"
"200.9460","10.2660","-920.16232","89.0163","-43.0175"
"200.9510","10.2866","-1018.42797","89.0163","-42.7906"
"200.9560","10.3146","-1256.72638","89.0163","-42.5286"
"200.9610","10.3497","-1083.61495","89.0163","-42.4314"
"200.9660","10.3911","-739.09104","89.0163","-42.4341"
"200.9710","10.4376","-551.21624","89.0163","-42.4148"
"200.9760","10.4877","-714.36143","89.0163","-42.3058"
"200.9810","10.5401","-1218.83655","89.0163","-42.0766"
"200.9860","10.5936","-1480.76594","89.0163","-41.8385"
"200.9910","10.6475","-1292.22131","89.0163","-41.7575"
"200.9960","10.7011","-909.58959","89.0163","-41.7463"
"201.0010","10.7540","-636.59215","89.0163","-41.7317"
"201.0060","10.8062","-664.94739","89.0163","-41.6187"
"201.0110","10.8576","-1070.15240","89.0163","-41.4118"
"201.0160","10.9082","-1363.92725","89.0163","-41.1461"
"201.0210","10.9583","-1181.79941","89.0163","-41.0031"
"201.0260","11.0079","-797.59735","89.0163","-40.9460"
"201.0310","11.0572","-508.27026","89.0163","-40.8722"
"201.0360","11.1062","-507.14427","89.0163","-40.7262"
"201.0410","11.1552","-892.40009","89.0163","-40.5149"
"201.0460","11.2041","-1255.19454","89.0163","-40.2616"
"201.0500","11.2432","-1184.86595","89.0163","-40.1384"
"201.0510","11.2530","-1127.10750","89.0163","-40.1221"
"202.8350","15.3550","-2337.52704","89.0163","-32.8187"
"202.8400","15.3551","-2334.01799","89.0163","-32.8447"
"202.8450","15.3551","-2302.27470","89.0163","-32.8728"
"202.8500","15.3557","-2086.31134","89.0163","-32.8901"
"202.8550","15.3574","-1470.27707","89.0163","-32.8800"
"202.8600","15.3614","-678.64472","89.0163","-32.8365"
"202.8650","15.3695","-24.98942","89.0163","-32.7271"
"202.8700","15.3831","263.97040","89.0163","-32.5476"
"202.8750","15.4036","147.52612","89.0163","-32.2988"
"202.8800","15.4314","205.39089","89.0163","-32.1006"
"202.8850","15.4664","594.88165","89.0163","-32.0427"
"202.8900","15.5077","977.24819","89.0163","-32.0130"
"202.8950","15.5540","1095.84117","89.0163","-31.9429"
"202.9000","15.6040","824.94444","89.0163","-31.7725"
"202.9050","15.6563","486.07996","89.0163","-31.5339"
"202.9100","15.7098","579.58144","89.0163","-31.3694"
"202.9150","15.7637","946.53815","89.0163","-31.2864"
"202.9200","15.8173","1280.21812","89.0163","-31.2308"
"202.9250","15.8703","1376.17111","89.0163","-31.1293"
"202.9300","15.9225","1121.63186","89.0163","-30.9598"
"202.9350","15.9740","677.98954","89.0163","-30.7171"
"202.9400","16.0248","642.62074","89.0163","-30.5324"
"202.9450","16.0750","980.66068","89.0163","-30.4613"
"202.9500","16.1247","1348.89328","89.0163","-30.4207"
"202.9550","16.1741","1515.88273","89.0163","-30.3229"
"202.9600","16.2232","1340.14177","89.0163","-30.1525"
"202.9650","16.2722","915.73679","89.0163","-29.9221"
"202.9700","16.3212","867.34796","89.0163","-29.7347"
"202.9740","16.3604","1136.71851","89.0163","-29.6604"
"202.9750","16.3702","1221.48108","89.0163","-29.6476"
"204.7530","20.4719","-922.28156","89.0163","-22.8098"
"204.7580","20.4719","-915.14593","89.0163","-22.8143"
"204.7630","20.4720","-878.84647","89.0163","-22.8257"
"204.7680","20.4725","-677.15013","89.0163","-22.8335"
"204.7730","20.4742","-115.11456","89.0163","-22.8187"
"204.7780","20.4782","592.56959","89.0163","-22.7903"
"204.7830","20.4861","1150.63453","89.0163","-22.7376"
"204.7880","20.4996","1369.52281","89.0163","-22.6109"
"204.7930","20.5200","1432.39355","89.0163","-22.4101"
"204.7980","20.5477","1869.77291","89.0163","-22.2872"
"204.8030","20.5826","2498.86560","89.0163","-22.2650"
"204.8080","20.6238","2971.75336","89.0163","-22.2464"
"204.8130","20.6700","3099.51401","89.0163","-22.1494"
"204.8180","20.7199","2895.27178","89.0163","-21.9595"
"204.8230","20.7722","2892.12823","89.0163","-21.7678"
"204.8280","20.8256","3260.74886","89.0163","-21.6558"
"204.8330","20.8794","3719.25426","89.0163","-21.5823"
"204.8380","20.9328","4003.34787","89.0163","-21.4918"
"204.8430","20.9857","3977.77367","89.0163","-21.3474"
"204.8480","21.0378","3615.63373","89.0163","-21.1537"
"204.8530","21.0891","3351.29976","89.0163","-20.9241"
"204.8580","21.1398","3486.04226","89.0163","-20.7778"
"204.8630","21.1899","3869.48442","89.0163","-20.7187"
"204.8680","21.2396","4186.90062","89.0163","-20.6577"
"204.8730","21.2890","4235.34155","89.0163","-20.5080"
"204.8780","21.3381","3937.08992","89.0163","-20.3022"
"204.8830","21.3872","3658.34475","89.0163","-20.0949"
"204.8880","21.4363","3772.30906","89.0163","-19.9834"
"204.8920","21.4755","4064.34870","89.0163","-19.9441"
"204.8930","21.4853","4141.05988","89.0163","-19.9394"
"206.6760","25.5908","327.77697","89.0163","-13.9844"
"206.6810","25.5908","333.04420","89.0163","-14.0092"
"206.6860","25.5908","362.28251","89.0163","-14.0414"
"206.6910","25.5913","536.16697","89.0163","-14.0500"
"206.6960","25.5930","1045.15982","89.0163","-14.0295"
"206.7010","25.5970","1714.73193","89.0163","-13.9714"
"206.7060","25.6049","2263.41867","89.0163","-13.8556"
"206.7110","25.6184","2593.06860","89.0163","-13.6717"
"206.7160","25.6388","3127.79975","89.0163","-13.5117"
"206.7210","25.6666","3971.35282","89.0163","-13.4529"
"206.7260","25.7015","4763.09681","89.0163","-13.4248"
"206.7310","25.7428","5243.81351","89.0163","-13.3525"
"206.7360","25.7892","5324.41425","89.0163","-13.1901"
"206.7410","25.8392","5356.54783","89.0163","-12.9737"
"206.7460","25.8916","5684.97849","89.0163","-12.8260"
"206.7510","25.9451","6175.72594","89.0163","-12.7313"
"206.7560","25.9989","6549.45087","89.0163","-12.6526"
"206.7610","26.0524","6638.99374","89.0163","-12.5373"
"206.7660","26.1054","6374.58229","89.0163","-12.3783"
"206.7710","26.1576","6028.77760","89.0163","-12.1576"
"206.7760","26.2090","6058.10165","89.0163","-11.9977"
"206.7810","26.2597","6381.44207","89.0163","-11.9168"
"206.7860","26.3099","6687.50620","89.0163","-11.8638"
"206.7910","26.3596","6768.69440","89.0163","-11.7346"
"206.7960","26.4090","6531.02684","89.0163","-11.5442"
"206.8010","26.4582","6168.70737","89.0163","-11.3142"
"206.8060","26.5072","6187.60300","89.0163","-11.1321"
"206.8110","26.5562","6536.36074","89.0163","-11.0535"
"206.8150","26.5954","6823.98987","89.0163","-11.0369"
"206.8160","26.6052","6879.81653","89.0163","-11.0361"
"208.6090","30.7079","1368.44826","89.0163","-5.7931"
"208.6140","30.7079","1369.92443","89.0163","-5.7794"
"208.6190","30.7080","1393.80229","89.0163","-5.8048"
"208.6240","30.7085","1547.61720","89.0163","-5.8444"
"208.6290","30.7102","2000.45609","89.0163","-5.8610"
"208.6340","30.7143","2600.78955","89.0163","-5.8315"
"208.6390","30.7223","3153.70274","89.0163","-5.7191"
"208.6440","30.7359","3908.90980","89.0163","-5.4916"
"208.6490","30.7562","5032.37391","89.0163","-5.2878"
"208.6540","30.7840","6176.49078","89.0163","-5.1725"
"208.6590","30.8189","7027.58265","89.0163","-5.1082"
"208.6640","30.8602","7452.09885","89.0163","-4.9987"
"208.6690","30.9065","7683.44021","89.0163","-4.8049"
"208.6740","30.9564","8170.23563","89.0163","-4.6094"
"208.6790","31.0087","8785.78377","89.0163","-4.4883"
"208.6840","31.0621","9243.45398","89.0163","-4.4034"
"208.6890","31.1159","9382.79343","89.0163","-4.3242"
"208.6940","31.1694","9168.88332","89.0163","-4.2072"
"208.6990","31.2223","8843.16730","89.0163","-4.0147"
"208.7040","31.2745","8860.17704","89.0163","-3.8148"
"208.7090","31.3259","9174.15714","89.0163","-3.7055"
"208.7140","31.3767","9460.17075","89.0163","-3.6506"
"208.7190","31.4269","9522.01557","89.0163","-3.6010"
"208.7240","31.4767","9277.58884","89.0163","-3.4748"
"208.7290","31.5261","8894.74487","89.0163","-3.2761"
"208.7340","31.5753","8864.89296","89.0163","-3.0636"
"208.7390","31.6242","9203.25756","89.0163","-2.9428"
"208.7440","31.6731","9549.71123","89.0163","-2.8977"
"208.7480","31.7122","9675.94242","89.0163","-2.8747"
"208.7490","31.7220","9678.65849","89.0163","-2.8641"
"210.5400","35.8245","1967.76092","89.0163","1.7597"
"210.5450","35.8245","1969.54262","89.0163","1.7143"
"210.5500","35.8245","1990.46052","89.0163","1.6668"
"210.5550","35.8251","2124.56870","89.0163","1.6345"
"210.5600","35.8267","2548.56873","89.0163","1.6137"
"210.5650","35.8307","3212.46362","89.0163","1.6481"
"210.5700","35.8386","4190.82308","89.0163","1.7809"
"210.5750","35.8520","5649.56903","89.0163","2.0243"
"210.5800","35.8722","7281.12841","89.0163","2.2284"
"210.5850","35.8998","8657.20081","89.0163","2.3481"
"210.5900","35.9345","9543.12038","89.0163","2.3997"
"210.5950","35.9755","10012.94708","89.0163","2.4671"
"210.6000","36.0216","10605.51262","89.0163","2.6543"
"210.6050","36.0714","11389.35852","89.0163","2.8686"
"210.6100","36.1236","12050.43221","89.0163","3.0097"
"210.6150","36.1770","12370.47577","89.0163","3.1101"
"210.6200","36.2307","12273.76556","89.0163","3.1911"
"210.6250","36.2842","11874.76444","89.0163","3.2897"
"210.6300","36.3372","11714.13994","89.0163","3.4578"
"210.6350","36.3894","11971.54236","89.0163","3.6478"
"210.6400","36.4409","12318.55202","89.0163","3.7835"
"210.6450","36.4917","12479.58660","89.0163","3.8545"
"210.6500","36.5419","12330.13344","89.0163","3.9024"
"210.6550","36.5917","11927.90985","89.0163","3.9734"
"210.6600","36.6412","11771.46530","89.0163","4.1493"
"210.6650","36.6904","12055.33791","89.0163","4.3648"
"210.6700","36.7395","12458.67252","89.0163","4.5043"
"210.6750","36.7885","12683.08640","89.0163","4.5428"
"210.6790","36.8276","12644.76204","89.0163","4.5545"
"210.6800","36.8374","12599.56741","89.0163","4.5657"
"212.4660","40.9428","5177.08445","89.0163","7.6647"
"212.4710","40.9428","5178.99323","89.0163","7.6455"
"212.4760","40.9429","5201.13993","89.0163","7.6243"
"212.4810","40.9434","5330.25455","89.0163","7.6065"
"212.4860","40.9451","5730.88169","89.0163","7.6108"
"212.4910","40.9490","6527.85158","89.0163","7.6485"
"212.4960","40.9567","7838.34124","89.0163","7.8202"
"212.5010","40.9700","9491.03642","89.0163","8.0760"
"212.5060","40.9901","11062.15668","89.0163","8.2908"
"212.5110","41.0176","12234.60293","89.0163","8.4565"
"212.5160","41.0524","12911.68308","89.0163","8.5947"
"212.5210","41.0934","13459.47456","89.0163","8.8096"
"212.5260","41.1397","14199.08428","89.0163","9.0774"
"212.5310","41.1895","14942.17110","89.0163","9.2719"
"212.5360","41.2418","15421.42773","89.0163","9.4330"
"212.5410","41.2952","15510.86140","89.0163","9.5696"
"212.5460","41.3489","15212.27169","89.0163","9.7065"
"212.5510","41.4025","14862.60033","89.0163","9.9022"
"212.5560","41.4554","14913.53130","89.0163","10.1288"
"212.5610","41.5076","15231.45199","89.0163","10.2835"
"212.5660","41.5590","15490.99350","89.0163","10.3597"
"212.5710","41.6097","15512.87746","89.0163","10.3897"
"212.5760","41.6599","15228.07217","89.0163","10.4319"
"212.5810","41.7096","14902.81963","89.0163","10.5330"
"212.5860","41.7590","14992.04159","89.0163","10.7398"
"212.5910","41.8081","15378.10898","89.0163","10.9464"
"212.5960","41.8571","15715.94715","89.0163","11.0521"
"212.6010","41.9060","15815.86170","89.0163","11.0654"
"212.6050","41.9452","15663.43784","89.0163","11.0770"
"212.6060","41.9550","15598.12546","89.0163","11.0830"
"214.3970","46.0607","11900.81024","89.0163","13.0413"
"214.4020","46.0607","11900.03490","89.0163","13.0145"
"214.4070","46.0608","11916.16917","89.0163","12.9968"
"214.4120","46.0613","12027.12345","89.0163","12.9852"
"214.4170","46.0629","12398.99349","89.0163","12.9810"
"214.4220","46.0668","13174.93534","89.0163","13.0502"
"214.4270","46.0746","14309.05056","89.0163","13.2463"
"214.4320","46.0879","15528.75900","89.0163","13.4728"
"214.4370","46.1081","16493.16978","89.0163","13.6979"
"214.4420","46.1358","17026.17836","89.0163","13.9269"
"214.4470","46.1707","17233.02460","89.0163","14.1327"
"214.4520","46.2119","17588.70697","89.0163","14.3865"
"214.4570","46.2583","18141.88766","89.0163","14.6408"
"214.4620","46.3083","18602.64397","89.0163","14.8295"
"214.4670","46.3607","18777.50587","89.0163","14.9595"
"214.4720","46.4143","18606.73523","89.0163","15.0942"
