rotation in degrees,displacement in mm,Force in MilliNewtons,Fit spring constant in Newtons per Meter,Raw spring constant in Newtons per Meter,Spring Potential Energy in Joules,Fit Torque in Nmm
-110.8053,36.0327,23412.2923338461,3281.32790980768,3761.45890609871,NaN,32.6603769230769
-110.8053,41.1497,52916.2776646153,13551.3008878613,14760.8334086873,NaN,84.4450076923077
-110.8053,46.2679,141259.239783845,55412.6630572784,57255.7473998709,NaN,242.604107692306
-110.8053,51.3847,302293.694129232,81016.7197006845,84489.3416114974,NaN,487.756969230771
-120.7962,0.2345,-10575.3848730769,7174.17843364505,7405.12759178392,NaN,16.1222307692308
-120.7962,5.3228,2562.40264153846,1953.75163801861,2198.5357431015,NaN,41.1692769230769
-120.7962,10.4402,5713.60192,1220.79049053848,1401.71879237972,NaN,19.4038076923077
-120.7962,15.5574,7898.05925692307,1492.73714443127,1606.76274604711,NaN,17.3525230769231
-120.7962,20.6732,11783.16065,2053.36960924129,2081.31325573877,NaN,20.4347384615385
-120.7962,25.7904,15750.5641353846,1929.02080393258,1850.80354895952,NaN,23.7279769230769
-120.7962,30.9078,19686.9900038462,2393.9015722223,2691.0882523802,NaN,26.7612538461538
-120.7962,36.0234,28862.6155861538,5174.94787835117,6251.44979828955,NaN,41.7889153846154
-120.7962,41.1389,70662.4955400001,25186.0472976546,26389.074531351,NaN,116.243907692308
-120.7962,46.2581,187516.385592307,58363.9439352704,59748.5617770598,NaN,317.549761538461
-120.7962,51.3766,330163.301908461,73427.3825384286,79446.9182009385,NaN,524.746707692308
