rotation in degrees,displacement in mm,Force in MilliNewtons,Fit spring constant in Newtons per Meter,Raw spring constant in Newtons per Meter,Spring Potential Energy in Joules,Fit Torque in Nmm
-90.819,25.7954,11146.6363030769,952.756659833386,1183.90843684466,NaN,20.8938230769231
-90.819,30.9155,13583.9509969231,682.360140332796,898.143320425946,NaN,22.6569692307692
-90.819,36.0324,16606.3751061538,1014.50934855114,1231.21830940475,NaN,24.7605230769231
-90.819,41.1511,26281.6414484616,5084.67184213288,5529.71900226026,NaN,37.3938615384616
-90.819,46.2672,63014.91312,18865.8306453658,19271.5860161291,NaN,98.5001153846155
-90.819,51.3869,178973.489615384,65670.5535895698,68336.9384988675,NaN,291.685715384615
-100.8099,0.2344,-9365.32662461539,7092.24732338866,7997.14911855086,NaN,17.1354615384615
-100.8099,5.3201,1663.16784692308,1727.09319169042,1970.79439961265,NaN,33.2542769230769
-100.8099,10.439,4946.69151384615,929.729790118971,1102.74615012106,NaN,16.6312846153846
-100.8099,15.5561,7177.34479923077,1334.33201454325,1432.03068236813,NaN,17.5094153846154
-100.8099,20.6736,9532.03634153846,1077.64712665945,1290.76713523994,NaN,19.4218153846154
-100.8099,25.7936,11656.5109407692,824.015905876452,1214.38068731849,NaN,21.1847615384615
-100.8099,30.9137,14938.8387384615,860.450080788047,1286.53235436501,NaN,23.4850692307692
-100.8099,36.0328,18518.7568653846,2017.11731671014,2323.93412391094,NaN,26.1684384615384
-100.8099,41.1512,37673.1238707692,10446.8505298619,10986.2726949783,NaN,57.2190846153846
-100.8099,46.2688,95587.8143315389,29204.3954804229,30212.685555197,NaN,159.271276923078
-100.8099,51.3885,257895.604061537,76309.5417340397,78663.636984307,NaN,418.014807692306
-110.8053,0.234,-10462.5382061538,7259.56316636909,7855.17302280446,NaN,16.0157153846154
-110.8053,5.3211,1977.11888692308,2039.54228070878,2233.50682478219,NaN,37.3128
-110.8053,10.4415,5368.29332153846,920.191843905517,1173.58660426081,NaN,17.5547923076923
-110.8053,15.5599,7674.71416153846,1646.71051898643,1767.66256857051,NaN,17.4928769230769
-110.8053,20.6789,10227.8675661538,976.050108054509,1244.58582969785,NaN,19.2098
-110.8053,25.7961,13297.2695992308,1295.05723634795,1784.41677148846,NaN,21.9504846153846
-110.8053,30.9153,17174.1109246154,1044.96757348227,1572.29586830212,NaN,24.5377
