,x_deg,x_moteus_deg,y,l,mode,u_ff,q_current,d_current,torque,t_s
0,-19.389404296875,-25.389404296875,0.15792408762629184,0.14507591237370815,2,0.0,-3.1,-0.4,-1.3013956546783447,10251.672331269
1,-16.571411132812504,-22.5714111328125,0.154123533665609,0.148876466334391,2,-0.527414100281772,-4.0,-0.6000000000000001,-1.6661893129348755,10251.677349579
2,-15.264038085937502,-21.2640380859375,0.1523675909900575,0.1506324090099425,2,-0.42837465342440195,-2.7,-0.1,-1.1263940334320068,10251.679653883
3,-14.000610351562502,-20.0006103515625,0.1506768088693964,0.15232319113060358,2,-0.33182776784276236,-2.1,0.7000000000000001,-0.9041669368743896,10251.681849243
4,-12.907470703125002,-18.907470703125,0.14921970150787053,0.15378029849212946,2,-0.23623994727869135,-2.7,0.0,-1.1644032001495361,10251.686794072
5,-10.693725585937502,-16.6937255859375,0.1462884836574352,0.1567115163425648,2,-0.03450481693946328,-2.4000000000000004,0.2,-1.0319616794586182,10251.688810026
6,-9.9356689453125,-15.9356689453125,0.14529161609176736,0.15770838390823264,2,0.04534002341201515,-2.7,-0.30000000000000004,-1.1313892602920532,10251.690692369
7,-9.210571289062502,-15.2105712890625,0.144341726993509,0.158658273006491,2,0.11930661421319755,-2.6,0.30000000000000004,-1.0957322120666504,10251.692855951
8,-8.5074462890625,-14.5074462890625,0.14342420843282033,0.15957579156717966,2,0.20297209819546636,-2.7,-0.5,-1.125657320022583,10251.696076585
9,-7.441772460937499,-13.4417724609375,0.14204072426433811,0.16095927573566188,2,0.3307214245048369,-2.5,-0.30000000000000004,-1.0503253936767578,10251.698525721
10,-6.821044921875,-12.821044921875,0.14123904745620636,0.16176095254379363,2,0.4170289663250253,-2.8000000000000003,0.2,-1.203882098197937,10251.700580471
11,-6.249755859375,-12.249755859375,0.1405040566606936,0.1624959433393064,2,0.48894936653590104,-2.9000000000000004,0.0,-1.2196543216705322,10251.702423426
12,-5.6729736328125,-11.6729736328125,0.1397648490239596,0.16323515097604038,2,0.5508475393966101,-2.9000000000000004,-0.4,-1.2275816202163696,10251.704184603
13,-5.041259765625001,-11.041259765625,0.13895863264825886,0.16404136735174113,2,0.6106271271278563,-2.5,-0.30000000000000004,-1.0485426187515259,10251.705967372
14,-4.426025390624999,-10.426025390625,0.13817696345896782,0.16482303654103217,2,0.6709190939694767,-2.6,0.30000000000000004,-1.0953621864318848,10251.707729364
15,-3.772338867187501,-9.7723388671875,0.1373503587984837,0.1656496412015163,2,0.7263802340302203,-3.0,-0.5,-1.2566152811050415,10251.709485578
16,-3.124145507812501,-9.1241455078125,0.1365348055010692,0.1664651944989308,2,0.7832913021664436,-2.3000000000000003,0.0,-0.994356095790863,10251.711270959
17,-2.4704589843750004,-8.470458984375,0.1357165994441496,0.1672834005558504,2,0.837571564731163,-2.9000000000000004,0.5,-1.2212492227554321,10251.713147283
18,-1.8277587890624998,-7.8277587890625,0.13491642707586027,0.16808357292413972,2,0.8935146734838988,-2.6,-0.6000000000000001,-1.1148725748062134,10251.715026182
19,-1.2344970703125009,-7.2344970703125,0.1341816692458341,0.16881833075416589,2,0.9467848538090295,-2.4000000000000004,-0.1,-1.0391788482666016,10251.716834174
20,-0.6357421875,-6.6357421875,0.13344395483494145,0.16955604516505854,2,0.9968035589608917,-2.6,0.4,-1.1044732332229614,10251.718806905
21,-0.05895996093750058,-6.0589599609375,0.13273704433860642,0.17026295566139357,2,1.0492651438411547,-2.8000000000000003,0.0,-1.2005060911178589,10251.720760489
22,0.5068359375000001,-5.4931640625,0.13204722783757686,0.17095277216242313,2,1.0986947974955223,-3.0,0.0,-1.2783901691436768,10251.722739017
23,1.0341796874999998,-4.9658203125,0.13140758726195578,0.1715924127380442,2,1.1452762157004481,-2.8000000000000003,-0.4,-1.1761479377746582,10251.724580564
24,1.5450439453124996,-4.4549560546875,0.13079101824455241,0.17220898175544758,2,1.1887631778128427,-2.8000000000000003,-0.2,-1.1767702102661133,10251.726403444
25,2.0064697265624996,-3.9935302734375,0.13023676421787894,0.17276323578212105,2,1.2286164912397022,-3.0,-0.2,-1.265572190284729,10251.740319435
26,5.384765624999999,-0.615234375,0.12625847693811915,0.17674152306188085,2,1.46297541143327,-3.1,0.0,-1.3186209201812744,10251.7447926
27,6.1922607421875,0.1922607421875,0.12532913087783584,0.17767086912216415,2,1.5087699464939366,-3.2,-0.4,-1.3596105575561523,10251.750514684
28,7.0052490234375,1.0052490234375,0.12440218104728737,0.17859781895271262,2,1.5453520784314292,-3.4000000000000004,-0.1,-1.3838962316513062,10251.752066399
29,7.197509765624999,1.197509765625,0.12418426438570379,0.1788157356142962,2,1.5508762746676656,-3.3000000000000003,0.0,-1.404942512512207,10251.753467189
30,7.373291015625,1.373291015625,0.12398546286241201,0.17901453713758797,2,1.5542889869586658,-3.4000000000000004,0.1,-1.4330198764801025,10251.754912756
31,7.5545654296875,1.5545654296875,0.12378088704906129,0.1792191129509387,2,1.5561114785864487,-3.4000000000000004,-0.1,-1.4346357583999634,10251.756288102
32,7.708374023437501,1.7083740234375,0.12360765763081438,0.1793923423691856,2,1.5562523135317023,-3.4000000000000004,0.0,-1.4247833490371704,10251.757663262
33,7.856689453125,1.856689453125,0.12344092021827682,0.17955907978172317,2,1.5548040862321617,-3.4000000000000004,0.0,-1.4191956520080566,10251.759035867
34,7.9775390625,1.9775390625,0.12330528224337005,0.17969471775662993,2,1.55176260478683,-3.5,0.0,-1.4720218181610107,10251.760488008
35,8.098388671875,2.098388671875,0.12316984419705845,0.17983015580294154,2,1.5467723122078536,-3.5,0.0,-1.4913684129714966,10251.761901798
36,8.1917724609375,2.1917724609375,0.12306532472609293,0.17993467527390705,2,1.540150781586639,-3.6,0.0,-1.5048497915267944,10251.763256736
37,8.26318359375,2.26318359375,0.12298547891117263,0.18001452108882737,2,1.5321467532165727,-3.5,0.0,-1.4766616821289062,10251.7646366
38,8.3126220703125,2.3126220703125,0.12293024213108297,0.18006975786891702,2,1.5223218055711494,-3.4000000000000004,0.0,-1.434587001800537,10251.765963261
39,8.373046875,2.373046875,0.12286277621553719,0.18013722378446279,2,1.5112928316788208,-3.7,0.0,-1.579128384590149,10251.767289699
40,8.406005859375,2.406005859375,0.12282599783265394,0.18017400216734605,2,1.498608471533365,-3.7,0.0,-1.5049545764923096,10251.768781655
41,8.427978515625,2.427978515625,0.12280148723277097,0.18019851276722904,2,1.4823916562365325,-3.6,-0.1,-1.5010844469070435,10251.770258315
42,8.427978515625,2.427978515625,0.12280148723277097,0.18019851276722904,2,1.4621604197667009,-3.7,0.0,-1.5718374252319336,10251.771924789
43,8.4224853515625,2.4224853515625,0.12280761425841533,0.18019238574158467,2,1.4402912466686049,-3.7,0.0,-1.5738126039505005,10251.773845483
44,8.4005126953125,2.4005126953125,0.12283212652304026,0.18016787347695973,2,1.411554916775537,-3.9000000000000004,0.0,-1.6264197826385498,10251.775711975
45,8.3345947265625,2.3345947265625,0.12290570325158776,0.18009429674841224,2,1.3796414227401437,-3.9000000000000004,0.0,-1.6327762603759766,10251.777401448
46,8.2906494140625,2.2906494140625,0.12295478765810264,0.18004521234189735,2,1.3474980830359555,-3.8000000000000003,-0.1,-1.598816990852356,10251.779040478
47,8.2357177734375,2.2357177734375,0.12301618054225527,0.17998381945774472,2,1.313763335773564,-4.1000000000000005,0.0,-1.7438347339630127,10251.780544397
48,8.142333984375,2.142333984375,0.12312064364981647,0.17987935635018354,2,1.2802743005720767,-4.0,0.0,-1.6914499998092651,10251.782265944
49,8.04345703125,2.04345703125,0.1232313821338799,0.17976861786612008,2,1.2392417024750046,-4.1000000000000005,-0.2,-1.7264167070388794,10251.784037955
50,7.906127929687499,1.9061279296875,0.12338540781801963,0.17961459218198036,2,1.1936807358464883,-4.2,0.0,-1.7611163854599,10251.785713928
51,7.774291992187499,1.7742919921875,0.12353351506678528,0.1794664849332147,2,1.1477972444535016,-4.4,0.0,-1.8547883033752441,10251.787421532
52,7.604003906249999,1.60400390625,0.1237251710687859,0.1792748289312141,2,1.0936998642933187,-4.1000000000000005,-0.4,-1.7325489521026611,10251.789252171
53,7.42822265625,1.42822265625,0.12392342313256235,0.17907657686743764,2,1.0408424921262371,-4.4,0.2,-1.85967218875885,10251.791015404
54,7.230468749999999,1.23046875,0.12414695729036526,0.17885304270963473,2,0.9826470441353757,-4.6000000000000005,0.0,-1.9183353185653687,10251.792690674
55,7.032714843749999,1.03271484375,0.12437101961721685,0.17862898038278313,2,0.9241539124766462,-4.7,0.2,-1.9716800451278687,10251.794422314
56,6.780029296875,0.780029296875,0.12465808697759488,0.1783419130224051,2,0.8555698456056173,-4.7,0.0,-1.9596388339996338,10251.796360675
57,6.516357421875,0.516357421875,0.12495854703324219,0.1780414529667578,2,0.7851160227302703,-4.6000000000000005,0.1,-1.9264556169509888,10251.798034816
58,6.24169921875,0.24169921875,0.12527251105098514,0.17772748894901486,2,0.7157334778931538,-4.800000000000001,0.0,-2.026768922805786,10251.799721401
59,5.945068359374999,-0.054931640625,0.12561271461306045,0.17738728538693954,2,0.644473892779007,-5.0,-0.2,-2.102038621902466,10251.80129343
60,5.626464843749999,-0.37353515625,0.1259794088710119,0.1770205911289881,2,0.5670895850840654,-5.0,0.0,-2.109635591506958,10251.803171607
61,5.307861328124999,-0.692138671875,0.1263474309368448,0.17665256906315518,2,0.48641645275914874,-5.1000000000000005,0.0,-2.1442458629608154,10251.804921302
62,4.9508056640625,-1.0491943359375,0.12676143608058224,0.17623856391941775,2,0.4009113777308876,-5.2,0.2,-2.1959197521209717,10251.806440869
63,4.621215820312499,-1.3787841796875,0.12714505343578678,0.17585494656421322,2,0.3157568952177605,-5.4,0.6000000000000001,-2.2659945487976074,10251.808164861
64,4.275146484375,-1.724853515625,0.12754934709110435,0.17545065290889564,2,0.2326731547347446,-5.4,-0.1,-2.2489945888519287,10251.80951517
65,3.962036132812499,-2.0379638671875,0.12791644646936112,0.17508355353063887,2,0.15971131011598583,-5.6000000000000005,0.0,-2.3411142826080322,10251.810799405
66,3.626953125,-2.373046875,0.12831067472831933,0.17468932527168066,2,0.08762224626195492,-5.7,0.30000000000000004,-2.374891757965088,10251.812128658
67,3.264404296875,-2.735595703125,0.12873879607733701,0.17426120392266298,2,0.010401519246086788,-5.6000000000000005,-0.1,-2.3435380458831787,10251.813458078
68,2.8908691406249996,-3.109130859375,0.1291815921894173,0.1738184078105827,2,-0.06823573232387192,-5.800000000000001,-0.1,-2.4232285022735596,10251.814767053
69,2.5228271484375,-3.4771728515625,0.12961954935896372,0.17338045064103627,2,-0.1482291092842135,-6.1000000000000005,0.0,-2.5706005096435547,10251.816100991
70,2.1218261718749996,-3.878173828125,0.13009859742988694,0.17290140257011305,2,-0.23229226078564524,-6.1000000000000005,0.0,-2.551798105239868,10251.817386745
71,1.7263183593749996,-4.273681640625,0.13057297393231598,0.172427026067684,2,-0.31448141206718316,-6.1000000000000005,0.1,-2.556739091873169,10251.818688498
72,1.330810546875,-4.669189453125,0.13104920699120784,0.17195079300879215,2,-0.4013963558749659,-6.1000000000000005,0.2,-2.564311981201172,10251.819972584
73,0.8803710937499996,-5.11962890625,0.13159381742199386,0.17140618257800613,2,-0.4899389479740004,-6.1000000000000005,0.0,-2.5789430141448975,10251.82129993
