,Fx,Fy,Fz,Mx,My,Mz,t
0,-0.525647,-16.171802,-58.50702,-0.798683,-0.67291,-0.032372,8684.077830695
1,-0.597538,-16.253197,-52.904384,-0.898603,-0.786461,-0.039011,8684.078512282
2,-1.22736,-16.245011,-49.400353,-0.982162,-0.776385,-0.050102,8684.078899835
3,-2.230582,-15.699251,-46.24394,-1.001062,-0.718344,-0.076295,8684.079317516
4,-2.647068,-15.23847,-42.800448,-1.064667,-0.679114,-0.09442,8684.079743717
5,-2.861311,-14.615741,-39.506089,-1.070106,-0.646775,-0.094972,8684.08020499
6,-3.01283,-13.68666,-37.362874,-1.025818,-0.623075,-0.108656,8684.080602876
7,-3.059058,-11.990705,-35.426293,-0.904924,-0.598456,-0.090946,8684.081031373
8,-3.106955,-9.828298,-33.627067,-0.743417,-0.557685,-0.04256,8684.081471628
9,-2.539281,-7.497263,-31.462164,-0.591705,-0.589098,-0.016553,8684.081892106
10,-2.246436,-5.373521,-29.352341,-0.468964,-0.597332,-0.006555,8684.08231264
11,-1.949774,-3.765178,-28.66922,-0.413369,-0.616752,-0.034873,8684.082761803
12,-1.03083,-2.632409,-27.215909,-0.40941,-0.686544,-0.090371,8684.083327816
13,-0.026422,-1.12958,-26.140464,-0.363188,-0.747011,-0.095093,8684.083740572
14,0.843373,-0.291996,-24.953747,-0.305391,-0.803093,-0.076594,8684.084057551
15,2.807437,1.54937,-24.179491,-0.155823,-0.937468,-0.061947,8684.084624009
16,3.34093,2.822176,-24.127098,-0.1004,-0.948392,-0.043224,8684.085025284
17,4.02294,3.818043,-23.742849,-0.018115,-0.98714,-0.021229,8684.085470854
18,4.533898,4.834434,-22.93383,0.049063,-1.015384,-0.019477,8684.085896665
19,5.064193,5.329386,-22.062346,0.061682,-1.048818,-0.020915,8684.086309514
20,5.745803,5.621217,-21.461,0.075427,-1.093849,-0.021445,8684.086784769
21,5.907525,5.85337,-21.022441,0.088406,-1.081837,-0.028392,8684.087186747
22,6.051347,5.808271,-21.001434,0.089472,-1.068138,-0.036792,8684.087599022
23,6.079725,5.564293,-21.160415,0.093678,-1.048517,-0.026971,8684.08805161
24,6.006178,5.026653,-21.36316,0.067802,-1.048998,-0.021543,8684.088490848
25,6.620409,3.867973,-21.377033,-0.015814,-1.134557,-0.037793,8684.088883826
26,6.603384,2.654805,-21.499994,-0.124726,-1.166617,-0.059738,8684.089319896
27,6.805665,1.562487,-21.669006,-0.196654,-1.215564,-0.047353,8684.089761504
28,5.438674,1.221908,-22.80103,-0.197047,-1.074596,-0.045666,8684.090174574
29,3.604169,0.360251,-24.122116,-0.23098,-0.929126,-0.031899,8684.09060546
30,2.554994,-0.191437,-24.609073,-0.264461,-0.875219,-0.019166,8684.091045123
