,hop_energy
0,1.8581487238000411
1,1.3679680538554813
2,0.41479434097329015
3,1.6108219575987208
4,1.8211567579551682
5,2.154121059027288
6,2.737288836853101
7,0.5392761595760334
8,2.117963939288116
9,0.10656727306096325
10,1.4815567845291007
11,3.7593954623687633
12,1.6422951071548395
13,1.0144117661673349
14,0.7974494763832034
15,1.9191658030600118
16,1.9063782103305247
17,2.7878255451521694
18,1.9681666728400335
19,2.039746117729523
20,0.9093771340194392
21,1.9720572460369947
22,1.735016689377768
23,2.7302322248552233
24,0.7512811889523459
25,1.7200729685341454
26,0.9822789271161172
27,2.5333843697022074
28,0.9886854811181216
29,2.3427310991855155
30,2.5305962312310566
31,1.562874966301166
32,0.9825774063951309
33,2.396858443188628
34,1.2413838020182215
35,0.7641738729187697
36,1.768015562885303
37,2.856569428604365
38,3.2047794012019786
39,3.740667742280986
40,1.9726062112135354
41,1.626749525077516
42,0.31447829269902083
43,1.5025765936747053
44,0.9366441823682985
45,0.36705268384655465
46,0.911000941486126
47,0.9760809813372457
48,2.52634492937296
49,-0.14327634249198962
50,2.3747951845584154
51,2.38106878211373
52,1.9725027253099254
53,1.281495461913324
54,0.9253811402454826
55,0.5307458877553879
56,2.2131048053591007
