,hop_energy
0,2.0465715440045207
1,0.15984479351973047
2,0.3820094785367365
3,2.2663005112449204
4,0.42563599103640026
5,1.5523278120683797
6,0.8942587321970015
7,0.9236857290710851
8,0.7896134115820974
9,1.9793981256930815
10,1.0052759664046516
11,1.1281333268317093
12,1.2879127392564023
13,0.8172827524802706
14,1.7102263528063961
15,2.305998541486443
16,1.5861516870903785
17,1.5401272606051783
18,0.8541095485921577
19,1.470133831297237
20,1.6399849255903414
21,1.690259723927892
22,1.4244320303655815
23,2.699182156785545
24,2.0733864527101247
25,1.849811105333126
26,1.5262751776866592
27,1.6406235675440275
28,2.5755994129519744
29,1.2829659168580552
30,1.5280067732600893
31,1.2688765808703337
32,1.9102341989133897
33,0.4125198643348629
34,0.5978637083961873
35,1.5759161240933297
36,1.622690619072194
