,x_deg,x_moteus_deg,y,l,mode,u_ff,q_current,d_current,torque,t_s
0,-19.713500976562504,-25.7135009765625,0.1583620975991694,0.1446379024008306,2,0.0,-3.1,0.0,-1.3172574043273926,9874.297849217
1,-18.4610595703125,-24.4610595703125,0.15667025891133335,0.14632974108866664,2,-0.9488982930499112,-4.0,-0.1,-1.6886305809020996,9874.30059691
2,-17.6370849609375,-23.6370849609375,0.1555587115292098,0.1474412884707902,2,-0.8826481942948603,-3.8000000000000003,-0.30000000000000004,-1.5955088138580322,9874.30192346
3,-16.8240966796875,-22.8240966796875,0.15446355203241352,0.14853644796758647,2,-0.8223306835867863,-3.3000000000000003,-0.30000000000000004,-1.4087791442871094,9874.303211714
4,-16.0166015625,-22.0166015625,0.15337765894991937,0.14962234105008063,2,-0.7632490139689385,-3.1,0.30000000000000004,-1.32981276512146,9874.304506357
5,-15.209106445312502,-21.2091064453125,0.15229394438380855,0.15070605561619144,2,-0.7040959625069618,-2.9000000000000004,-0.1,-1.215443730354309,9874.305770444
6,-14.4345703125,-20.4345703125,0.15125680016650653,0.15174319983349346,2,-0.6471750293678076,-3.0,-0.1,-1.2860348224639893,9874.307046624
7,-13.70947265625,-19.70947265625,0.15028817568182654,0.15271182431817346,2,-0.590254434916206,-2.6,0.0,-1.0897741317749023,9874.308340082
8,-13.006347656250002,-19.00634765625,0.14935125808558106,0.15364874191441893,2,-0.5319027885376664,-3.4000000000000004,-0.30000000000000004,-1.386788010597229,9874.30962841
9,-12.358154296875002,-18.358154296875,0.14848976352897186,0.15451023647102813,2,-0.4760460541053999,-2.9000000000000004,0.0,-1.2616854906082153,9874.31087172
10,-11.726440429687502,-17.7264404296875,0.14765237639782697,0.15534762360217302,2,-0.4218295964078935,-3.2,0.6000000000000001,-1.3695297241210938,9874.312152807
11,-11.100219726562502,-17.1002197265625,0.14682455759569865,0.15617544240430134,2,-0.36644325395239763,-3.3000000000000003,-0.2,-1.366454005241394,9874.313472765
12,-10.517944335937502,-16.5179443359375,0.14605699162998095,0.15694300837001904,2,-0.3102077478486369,-3.1,-0.30000000000000004,-1.3039501905441284,9874.314744204
13,-9.99609375,-15.99609375,0.14537093691219774,0.15762906308780225,2,-0.2568060061891293,-3.0,-0.5,-1.2543725967407227,9874.315971847
14,-9.5072021484375,-15.5072021484375,0.14472987506612123,0.15827012493387876,2,-0.2042279627263457,-3.0,-0.2,-1.2865287065505981,9874.317264305
15,-9.040283203125002,-15.040283203125,0.1441191844852677,0.1588808155147323,2,-0.15205440488372535,-3.2,0.0,-1.3618078231811523,9874.318505577
16,-8.611816406250002,-14.61181640625,0.1435601723623604,0.1594398276376396,2,-0.10155230439476481,-3.3000000000000003,-0.1,-1.3749064207077026,9874.319758406
17,-8.1778564453125,-14.1778564453125,0.14299538807795753,0.16000461192204246,2,-0.051296124760929374,-3.5,-0.5,-1.4250154495239258,9874.321079808
18,-7.754882812500001,-13.7548828125,0.14244629193220854,0.16055370806779146,2,0.001328331193693355,-3.5,0.0,-1.4812887907028198,9874.322338154
19,-7.364868164062501,-13.3648681640625,0.1419412310769978,0.1610587689230022,2,0.05033644573302354,-3.4000000000000004,0.1,-1.451008915901184,9874.323557779
20,-6.9693603515625,-12.9693603515625,0.1414303108395562,0.16156968916044379,2,0.0975749783607407,-3.4000000000000004,0.5,-1.4182573556900024,9874.324812218
