,Fx,Fy,Fz,Mx,My,Mz,t
0,-3.927021,-3.248397,-43.51465,-0.423182,-0.357627,0.099102,9862.599630797
1,-6.530608,-6.14223,-47.383081,-0.753525,-0.068469,0.108061,9862.600274943
2,-5.729986,-6.379946,-45.167357,-0.820903,-0.115399,0.076689,9862.600694774
3,-3.608521,-5.163799,-40.280614,-0.764893,-0.305968,0.039993,9862.601126347
4,-0.989424,-3.330928,-32.99213,-0.629849,-0.52925,-0.002707,9862.601524993
5,1.851991,-1.204404,-25.815029,-0.426974,-0.764725,-0.031084,9862.601966954
6,4.165394,0.936433,-19.606364,-0.23167,-0.94533,-0.046169,9862.602411379
7,5.303927,2.218977,-15.461499,-0.077102,-1.052374,-0.037301,9862.602816284
8,5.690103,2.709571,-13.69211,0.029786,-1.081763,-0.029797,9862.603248486
9,5.223037,2.760204,-13.513798,0.056274,-1.043893,-0.019146,9862.603691022
10,4.911221,2.242984,-13.66299,0.010204,-1.003252,-0.007803,9862.60410202
11,4.49388,1.698913,-14.357624,-0.043555,-0.985502,0.000191,9862.604532
12,7.394333,1.434497,-14.638847,-0.105378,-1.303815,0.031495,9862.604974757
13,4.816348,1.089177,-14.769587,-0.112159,-0.989066,-0.004526,9862.605436626
14,-0.926833,0.74148,-18.365191,-0.152435,-0.439786,-0.073972,9862.60581518
15,0.44646,-0.119049,-16.246576,-0.274103,-0.601995,-0.058763,9862.606261548
16,3.211697,-0.095573,-13.826871,-0.259964,-0.881536,-0.031498,9862.606695232
17,3.988122,-0.148599,-14.361454,-0.239261,-0.951228,-0.011059,9862.6072436
18,3.670155,-0.367035,-15.13164,-0.259298,-0.900022,-0.006421,9862.607691357
19,3.37567,-0.269451,-15.354944,-0.254171,-0.869221,-0.011932,9862.608114467
20,3.441318,0.209074,-14.190871,-0.209845,-0.854694,-0.021909,9862.608524928
21,3.850389,0.452903,-12.960545,-0.170774,-0.908139,-0.030018,9862.608976222
22,4.521752,0.532364,-12.154455,-0.155546,-0.960435,-0.027741,9862.60940298
23,5.079098,0.23782,-11.367373,-0.152892,-1.019012,-0.023488,9862.609810571
24,5.166508,-0.251241,-11.268744,-0.192583,-1.036949,-0.022061,9862.610264625
