,hop_energy
0,0.8964902288112846
1,2.4185252783114555
2,1.5675089820412724
3,0.5537875438504605
4,1.2528506656046172
5,1.8398430872544322
6,1.4443501876349067
7,1.1306553199055056
8,1.4417768419391255
9,1.8456798178823606
10,2.0196108465553397
11,2.0474471728763124
12,0.09808006609088604
13,0.5202344609230112
14,1.724499914878539
15,1.3699728537735592
16,1.7870896491613095
17,1.2395158535642077
18,0.882184896204997
19,0.6236607917236947
20,1.4519067528248568
21,1.5459888309746335
22,0.864525620042147
23,1.3652419397035205
24,0.5555113291214946
25,0.6789766073660575
26,2.260615774688029
27,1.6191808849515636
28,1.1505467219729617
29,1.3384084387351107
30,2.006501696636863
31,1.7464793605884115
32,0.9678130394831737
33,1.2363378756328975
34,1.2154464682674053
35,1.1602487942865505
36,2.171209019657338
37,1.2222224314710717
38,1.454727024864848
