,Fx,Fy,Fz,Mx,My,Mz,t
0,-1.170777,-15.531238,-74.530437,-1.101963,-0.677088,-0.103059,9826.322450297
1,-1.538335,-16.251623,-71.376522,-1.150982,-0.670532,-0.127089,9826.3230652
2,-1.959591,-16.531558,-68.480248,-1.186038,-0.652771,-0.143528,9826.323591769
3,-2.217833,-16.58756,-66.224091,-1.198732,-0.64488,-0.149893,9826.324030358
4,-2.66401,-16.319062,-64.087346,-1.230407,-0.604775,-0.163685,9826.324444837
5,-2.847179,-15.952232,-61.586416,-1.222595,-0.581984,-0.164135,9826.324881
6,-3.041653,-15.421959,-59.341497,-1.231847,-0.574202,-0.155636,9826.325284182
7,-3.060242,-14.30368,-57.219925,-1.152789,-0.569311,-0.151908,9826.3257229
8,-3.044688,-13.07992,-55.418882,-1.074561,-0.555335,-0.148531,9826.326163471
9,-2.872952,-11.627515,-53.650557,-0.948312,-0.556242,-0.132514,9826.326569467
10,-2.615644,-10.135033,-52.152176,-0.861836,-0.56761,-0.123199,9826.327003427
11,-1.990462,-8.80593,-50.562812,-0.757542,-0.62652,-0.112631,9826.327445627
12,-1.316939,-7.353734,-49.411758,-0.663397,-0.671387,-0.115756,9826.327862272
13,-0.523777,-6.476785,-47.734508,-0.593505,-0.733344,-0.111415,9826.328315138
14,-0.139938,-5.459722,-46.400128,-0.540156,-0.742357,-0.102606,9826.328729302
15,0.021848,-4.362954,-45.182219,-0.46237,-0.735193,-0.090824,9826.32914515
16,0.605584,-3.65336,-43.440911,-0.410885,-0.770534,-0.090463,9826.329575628
17,1.248336,-3.172326,-41.888765,-0.386235,-0.812934,-0.095529,9826.33001531
18,1.881849,-3.048415,-40.351243,-0.36869,-0.862538,-0.092889,9826.330436899
19,2.558142,-2.777662,-39.162964,-0.376374,-0.899035,-0.099885,9826.33085797
20,3.244665,-2.731288,-37.79821,-0.385249,-0.944394,-0.097637,9826.331338447
21,3.822859,-2.646195,-36.240953,-0.40361,-0.972628,-0.092943,9826.331863091
22,4.498215,-2.515789,-35.037464,-0.376487,-1.016012,-0.090021,9826.332296013
23,4.74591,-2.292805,-33.99539,-0.372455,-1.025371,-0.085416,9826.332734177
24,4.908437,-1.753718,-32.725905,-0.345634,-1.021219,-0.081666,9826.333288302
25,5.094032,-1.450243,-32.163434,-0.328548,-1.035958,-0.081016,9826.33372578
26,5.076938,-1.146003,-31.570631,-0.297216,-1.024302,-0.07567,9826.334162369
27,4.781368,-0.911149,-31.298378,-0.294579,-1.005259,-0.074331,9826.334430329
28,4.719788,-0.520309,-30.697309,-0.268608,-1.010489,-0.072407,9826.334863789
29,4.893168,-0.04292,-29.800165,-0.222066,-1.032793,-0.062602,9826.335307785
30,4.555924,0.429326,-29.114905,-0.205555,-1.015211,-0.059947,9826.335717449
31,4.20742,0.986795,-28.545758,-0.154242,-0.992066,-0.049389,9826.336168371
32,4.075839,1.562836,-28.193239,-0.125059,-0.986757,-0.051992,9826.336611478
33,3.912055,2.039025,-27.845368,-0.083043,-0.979877,-0.044398,9826.337008734
34,3.46749,2.412729,-27.866989,-0.068366,-0.936262,-0.045997,9826.337435972
35,3.069634,2.758551,-27.62873,-0.049404,-0.900796,-0.039839,9826.337877172
36,2.606544,2.70519,-27.047587,-0.032131,-0.873443,-0.026362,9826.338295261
37,2.558051,2.727878,-26.793244,-0.050982,-0.873114,-0.039215,9826.338725146
38,2.595984,2.605267,-26.580309,-0.074844,-0.881576,-0.049679,9826.339162735
39,2.500616,2.073983,-26.158724,-0.113997,-0.887651,-0.048616,9826.33958638
40,2.633985,1.633673,-26.142034,-0.135632,-0.909298,-0.048825,9826.340033895
41,2.786815,1.110713,-26.166235,-0.166516,-0.930118,-0.052145,9826.340459095
42,2.811131,0.585295,-26.110468,-0.210136,-0.942353,-0.05551,9826.340869296
43,2.470998,0.519662,-26.614757,-0.225746,-0.896141,-0.05027,9826.341292959
44,1.911713,0.529608,-26.647872,-0.220069,-0.837031,-0.040015,9826.341596827
45,1.280808,0.600695,-26.468575,-0.187274,-0.787327,-0.025517,9826.342165359
46,1.055133,0.631793,-26.255869,-0.180955,-0.77072,-0.028218,9826.342579541
47,1.153878,0.500721,-26.449541,-0.201946,-0.782318,-0.041615,9826.343024315
48,1.174944,0.342129,-26.569344,-0.214589,-0.788803,-0.047203,9826.343298794
49,1.207117,0.352192,-27.010144,-0.226002,-0.779335,-0.056256,9826.343720809
50,1.57428,0.318848,-26.734134,-0.245625,-0.788727,-0.04699,9826.344165287
51,1.950069,0.781916,-27.05755,-0.242398,-0.806926,-0.042939,9826.344592487
52,2.073029,1.217134,-27.145055,-0.206559,-0.821288,-0.035682,9826.344865967
53,2.17144,1.607966,-27.118172,-0.190787,-0.850276,-0.03341,9826.345156742
54,2.368848,2.311927,-27.241655,-0.148899,-0.872557,-0.041977,9826.345594442
55,2.763805,2.935348,-27.270292,-0.086045,-0.903806,-0.046607,9826.346016772
56,3.007881,3.329332,-27.33084,-0.058749,-0.91935,-0.049527,9826.346438472
57,2.995292,3.818175,-28.037723,-0.034201,-0.917073,-0.050579,9826.346889821
58,3.018258,3.996467,-28.204668,-0.013054,-0.924976,-0.038613,9826.347305132
59,2.960713,4.293539,-28.305235,0.025308,-0.927569,-0.030803,9826.34772824
60,2.824042,4.299125,-28.122548,0.042468,-0.920224,-0.020777,9826.348182588
61,2.74739,4.301868,-27.870733,0.057932,-0.901477,-0.013711,9826.348593436
62,2.568511,4.016166,-27.557817,0.045133,-0.891917,-0.013351,9826.349010303
63,2.492297,3.65018,-27.469746,0.027058,-0.887225,-0.015963,9826.349452318
64,2.547521,3.237238,-27.554909,-0.022961,-0.876247,-0.024334,9826.349880037
65,2.611592,2.621085,-27.205872,-0.080684,-0.879102,-0.026816,9826.350298423
66,2.884296,2.234511,-27.194073,-0.10284,-0.883802,-0.033695,9826.350734752
67,3.081512,1.611587,-26.854746,-0.142534,-0.912413,-0.036456,9826.351163915
68,3.124051,1.178128,-26.908572,-0.178407,-0.913737,-0.04117,9826.351582616
69,3.146005,0.873102,-27.029238,-0.203652,-0.922335,-0.044386,9826.352050223
70,3.047064,0.613532,-27.075354,-0.217361,-0.921052,-0.042176,9826.352601626
71,2.813246,0.528514,-27.187718,-0.236568,-0.899053,-0.047702,9826.353017623
72,2.586863,0.653497,-27.332473,-0.220934,-0.890449,-0.046327,9826.353462452
73,2.242597,0.554461,-27.339168,-0.213803,-0.877772,-0.040461,9826.353877005
74,1.805795,0.748884,-27.518533,-0.198901,-0.853612,-0.041554,9826.354307223
75,1.438264,0.784145,-27.666928,-0.182994,-0.837753,-0.036381,9826.354747331
76,1.044232,0.935123,-27.846641,-0.166739,-0.807472,-0.033355,9826.355164624
77,0.685604,0.991464,-28.019932,-0.175025,-0.77892,-0.031764,9826.355588731
78,0.456648,1.094234,-28.273829,-0.165631,-0.767825,-0.031861,9826.356064894
79,0.249937,1.11636,-28.532017,-0.15773,-0.75042,-0.030268,9826.356462298
80,-0.025363,1.075997,-29.112512,-0.169256,-0.733958,-0.030109,9826.356874276
81,-0.026548,1.004033,-29.626344,-0.172117,-0.736597,-0.029878,9826.357316588
82,0.011862,1.032031,-29.953266,-0.171491,-0.736573,-0.030409,9826.357743288
83,0.109744,0.976066,-30.384536,-0.185388,-0.74315,-0.029214,9826.358020304
84,0.361803,0.98427,-31.051543,-0.164473,-0.7583,-0.028771,9826.358453412
85,0.491967,1.128863,-31.623411,-0.177394,-0.759309,-0.03603,9826.358917519
86,0.82865,1.011918,-32.100597,-0.170685,-0.789667,-0.029343,9826.359303405
87,1.196684,1.073792,-32.974635,-0.162849,-0.811409,-0.030136,9826.359740642
88,1.355578,1.080232,-33.293344,-0.174941,-0.820573,-0.02971,9826.360074824
89,1.810511,1.044348,-34.317368,-0.16551,-0.85338,-0.027304,9826.360599468
90,2.123781,0.895538,-35.163514,-0.160968,-0.875958,-0.022736,9826.36102702
91,2.28641,0.780002,-35.932471,-0.168889,-0.889668,-0.023022,9826.361469017
92,2.558184,0.552902,-36.63965,-0.175539,-0.919079,-0.025862,9826.362024179
93,2.618181,0.231161,-37.302003,-0.201368,-0.921046,-0.023015,9826.362459749
94,2.743206,-0.053756,-37.863648,-0.216849,-0.928139,-0.025042,9826.362890431
95,2.757981,-0.394337,-38.935348,-0.244584,-0.919147,-0.028274,9826.363455982
96,2.702302,-1.01704,-39.13809,-0.286299,-0.923717,-0.026003,9826.363899108
97,2.704445,-1.476406,-39.410479,-0.319913,-0.924815,-0.027495,9826.364325827
98,2.786325,-1.615531,-39.749881,-0.327912,-0.92508,-0.031987,9826.364591899
99,2.78281,-1.923502,-40.34316,-0.35463,-0.917022,-0.033128,9826.365029673
100,2.847741,-2.219845,-40.654193,-0.367571,-0.91373,-0.036082,9826.36546291
101,2.938967,-2.660982,-40.817211,-0.389203,-0.933547,-0.033836,9826.365878888
102,2.945017,-2.929242,-41.127028,-0.395112,-0.938903,-0.034653,9826.366311848
103,2.928284,-3.109677,-41.248951,-0.398812,-0.934589,-0.03464,9826.366602549
104,2.971519,-3.403026,-41.439236,-0.421521,-0.946324,-0.034638,9826.367032416
105,2.798946,-3.473256,-41.989736,-0.435272,-0.929006,-0.039106,9826.367456246
106,2.693217,-3.267472,-42.263675,-0.418421,-0.918154,-0.02778,9826.367907001
107,2.552126,-3.040503,-42.548081,-0.383962,-0.907654,-0.017438,9826.36833085
108,2.253718,-3.016759,-42.666889,-0.397158,-0.880667,-0.032568,9826.368744995
109,2.001917,-3.409885,-42.757757,-0.440642,-0.867846,-0.043876,9826.369188491
110,2.07467,-3.50211,-42.762175,-0.427086,-0.886759,-0.035392,9826.369600895
111,1.886891,-3.689795,-42.760619,-0.450328,-0.878542,-0.033141,9826.369884004
112,1.868827,-3.560263,-42.538773,-0.435869,-0.881031,-0.031765,9826.370173798
113,1.704227,-3.417922,-42.784603,-0.417166,-0.86854,-0.022189,9826.37046661
114,1.379336,-3.168373,-43.057351,-0.426568,-0.848373,-0.026862,9826.370883959
115,1.133026,-3.130218,-42.801476,-0.423238,-0.838915,-0.026501,9826.371316548
116,0.895584,-2.897795,-42.985944,-0.41824,-0.813224,-0.039914,9826.371761137
117,0.735136,-3.074866,-43.033448,-0.422611,-0.80947,-0.039392,9826.372176578
118,0.692954,-3.100472,-43.071317,-0.426651,-0.808324,-0.041011,9826.372460261
119,0.673379,-3.16152,-42.963504,-0.430955,-0.806062,-0.040281,9826.372902313
120,0.751441,-2.987529,-43.173799,-0.422938,-0.808511,-0.040808,9826.373322809
121,0.801503,-3.041744,-43.031371,-0.411444,-0.82131,-0.034717,9826.373743473
122,0.756912,-2.89178,-42.952762,-0.403485,-0.807078,-0.0346,9826.374036637
123,0.820259,-2.735384,-42.912336,-0.387361,-0.815099,-0.033853,9826.374327042
124,0.837757,-2.574255,-42.910087,-0.378196,-0.810723,-0.037725,9826.374761131
125,0.917059,-2.42363,-42.86846,-0.371587,-0.809664,-0.039948,9826.375179313
126,1.037534,-2.467585,-42.826967,-0.38555,-0.815191,-0.040562,9826.375623624
127,1.241527,-2.245365,-43.115153,-0.368483,-0.832518,-0.045077,9826.37605412
128,1.242974,-2.344924,-42.780721,-0.381003,-0.834801,-0.03967,9826.376473635
129,1.386476,-2.113898,-42.773233,-0.364214,-0.849013,-0.041209,9826.376905947
130,1.429902,-2.042012,-42.768201,-0.353741,-0.853986,-0.036447,9826.377323869
131,1.42823,-1.848898,-42.723328,-0.340999,-0.854774,-0.03566,9826.377609997
132,1.385213,-1.776769,-42.679864,-0.339213,-0.850785,-0.033271,9826.377895661
133,1.41485,-1.695245,-42.501384,-0.312517,-0.855639,-0.027952,9826.378186547
134,1.160679,-1.57907,-42.205189,-0.319385,-0.837433,-0.034565,9826.378607081
135,1.015073,-1.640231,-42.136276,-0.326016,-0.822464,-0.036229,9826.379045411
136,0.807165,-1.743819,-41.967352,-0.339769,-0.813467,-0.047709,9826.379481074
137,0.892344,-1.893643,-41.893876,-0.352884,-0.830845,-0.04545,9826.379893311
138,0.830692,-1.884569,-41.926792,-0.351781,-0.82975,-0.042326,9826.380178661
139,0.730611,-1.777889,-41.846246,-0.334723,-0.820124,-0.032878,9826.380623009
140,0.517063,-1.435327,-42.084136,-0.312506,-0.791523,-0.027053,9826.381044061
141,0.380141,-1.385199,-41.755963,-0.295416,-0.791454,-0.021183,9826.381465058
142,0.21032,-1.260287,-41.753498,-0.290041,-0.766021,-0.022673,9826.381772852
143,0.132651,-1.268254,-41.76591,-0.279379,-0.772457,-0.027777,9826.382337329
144,0.363207,-1.520999,-41.63129,-0.299153,-0.794388,-0.032578,9826.382753121
145,0.457684,-1.643911,-41.623346,-0.330762,-0.787503,-0.033753,9826.383193007
146,0.83222,-1.855494,-41.5506,-0.348722,-0.815536,-0.031149,9826.383761687
