,hop_energy
0,0.3938261324687744
1,0.9147384959033484
2,1.6854842066458495
3,1.1829976103719213
4,1.4383228292876273
5,2.7123385643818185
6,1.2816023199581918
7,1.4413021904474936
8,1.064452947586986
9,1.2553493874813126
10,2.415659307501908
11,1.6345703188146405
12,3.4736983739409872
13,2.0491369510105883
14,0.5844521804835399
15,1.582244327499498
16,1.0754023790157063
17,1.8333464246463587
18,1.3640869200762689
19,0.9257960741860671
20,2.7052521359651998
21,0.3863911924454211
22,1.0262895457675834
23,2.486074518927274
24,2.1767114719254606
25,1.4234457818611697
26,1.8803990411355098
27,0.83154906642224
28,1.3632354105579365
29,1.26871064055611
30,2.5567775301985085
31,2.230876336470672
32,1.6188992739365844
33,1.4927240449659784
34,2.110794277231544
