,Fx,Fy,Fz,Mx,My,Mz,t
0,4.397814,-1.183381,-11.470592,-0.271506,-0.957388,-0.042912,11116.660438813
1,4.310415,-1.156279,-11.46617,-0.278462,-0.943284,-0.043591,11116.660945161
2,4.398279,-1.158238,-11.545891,-0.266144,-0.956001,-0.043674,11116.661364787
3,4.368816,-1.068698,-11.463132,-0.278845,-0.945598,-0.047462,11116.661795487
4,4.329419,-1.192561,-11.533937,-0.286339,-0.946123,-0.041123,11116.662350408
5,4.372661,-1.144679,-11.353484,-0.279817,-0.950304,-0.042831,11116.662787312
6,4.378607,-1.243503,-11.437393,-0.273163,-0.953705,-0.042139,11116.663223364
7,4.368719,-1.092915,-11.462447,-0.28156,-0.945564,-0.046657,11116.66377623
8,4.344578,-1.029546,-11.715141,-0.279429,-0.94002,-0.047249,11116.664215856
9,4.307946,-1.15493,-11.535952,-0.283349,-0.94157,-0.043491,11116.664647852
10,4.33181,-1.122185,-11.391594,-0.275956,-0.949358,-0.043681,11116.665046256
11,4.310896,-1.181563,-11.392481,-0.281312,-0.944769,-0.042849,11116.665501141
12,4.391394,-1.132097,-11.278106,-0.284768,-0.951712,-0.044414,11116.66593473
13,4.287813,-1.144545,-11.498484,-0.282167,-0.942228,-0.04276,11116.666487226
14,4.331168,-1.169015,-11.576899,-0.278617,-0.94776,-0.044362,11116.666923222
15,4.363249,-1.067381,-11.894603,-0.287429,-0.94715,-0.047177,11116.66736033
16,4.308197,-1.083518,-11.534281,-0.276621,-0.943857,-0.04353,11116.667911492
17,4.370337,-1.118532,-11.387632,-0.281937,-0.947182,-0.043537,11116.668358636
18,4.375347,-1.194818,-11.503209,-0.276549,-0.954147,-0.041255,11116.668794614
19,4.415257,-1.145493,-11.540918,-0.274848,-0.957945,-0.045197,11116.669340683
20,4.351566,-1.181467,-11.390387,-0.28389,-0.949343,-0.042825,11116.669815772
21,4.35498,-1.182957,-11.322214,-0.276491,-0.951155,-0.042943,11116.670218843
22,4.32519,-0.969338,-11.790963,-0.268847,-0.938614,-0.048061,11116.670773153
23,4.33232,-1.145086,-11.426467,-0.276007,-0.946497,-0.040436,11116.671216557
24,4.33132,-1.144872,-11.50122,-0.277211,-0.947096,-0.042792,11116.671634701
25,4.330472,-1.195203,-11.500612,-0.285356,-0.951299,-0.043623,11116.671909847
26,4.352745,-1.157511,-11.466308,-0.277394,-0.950206,-0.043626,11116.672208493
27,4.309054,-1.157647,-11.426264,-0.283674,-0.946049,-0.043616,11116.672502379
28,4.311032,-1.181682,-11.466107,-0.280042,-0.945501,-0.042827,11116.672922709
29,4.32648,-0.994643,-11.645259,-0.270455,-0.939466,-0.04736,11116.673340521
30,4.328523,-1.143212,-11.500114,-0.28333,-0.944615,-0.045111,11116.673795739
31,4.37417,-1.170149,-11.431395,-0.277577,-0.953316,-0.04446,11116.674207439
32,4.33179,-1.192552,-11.394254,-0.281306,-0.944919,-0.043621,11116.674646028
33,4.405256,-0.994268,-11.78349,-0.280607,-0.949783,-0.047212,11116.675081543
34,4.28278,-1.042749,-11.641153,-0.280841,-0.934531,-0.045718,11116.675494836
35,4.352745,-1.157511,-11.466308,-0.277394,-0.950206,-0.043626,11116.675916184
36,4.332843,-1.14608,-11.429827,-0.274835,-0.948712,-0.042873,11116.676363847
37,4.29109,-1.145915,-11.356685,-0.276038,-0.943309,-0.042901,11116.676783603
38,4.308717,-1.107564,-11.464318,-0.278056,-0.943155,-0.045163,11116.677199451
39,4.374826,-1.145199,-11.503956,-0.272254,-0.951964,-0.042824,11116.67765154
40,4.310144,-1.132989,-11.392241,-0.278394,-0.944738,-0.04444,11116.678071907
41,4.331569,-1.145627,-11.357328,-0.278578,-0.947848,-0.045274,11116.678491589
42,4.375964,-1.194647,-11.433931,-0.275269,-0.953479,-0.043693,11116.678934937
43,4.287494,-1.121837,-11.460874,-0.282154,-0.945124,-0.043608,11116.679368156
44,4.374778,-1.243522,-11.46727,-0.283263,-0.954756,-0.042064,11116.679772004
45,4.332457,-1.19432,-11.431195,-0.280225,-0.948611,-0.043661,11116.680226315
46,4.37247,-1.144487,-11.356221,-0.279779,-0.95027,-0.045228,11116.68064746
47,4.26614,-1.180266,-11.60839,-0.286104,-0.939748,-0.042691,11116.681209714
48,4.373328,-1.146448,-11.390425,-0.278737,-0.953997,-0.042871,11116.681654211
49,4.334059,-1.169511,-11.505366,-0.27239,-0.947356,-0.042043,11116.682067911
50,4.290704,-1.145041,-11.426951,-0.275941,-0.941825,-0.040441,11116.682496426
51,4.308427,-1.180214,-11.462264,-0.286199,-0.943055,-0.042749,11116.68294083
52,4.37489,-1.097302,-11.391655,-0.269457,-0.952044,-0.042081,11116.683354937
53,4.352695,-1.181145,-11.429304,-0.280055,-0.948731,-0.042822,11116.683780823
54,4.311448,-1.180173,-11.504402,-0.277341,-0.942638,-0.042783,11116.684224782
55,4.418234,-1.192795,-11.432685,-0.272619,-0.953881,-0.041248,11116.684640556
56,4.352176,-1.206214,-11.430369,-0.284108,-0.950815,-0.044435,11116.685067867
57,4.331375,-1.194061,-11.355959,-0.284007,-0.947781,-0.043664,11116.685515456
58,4.308203,-1.156342,-11.352016,-0.286079,-0.943067,-0.043598,11116.685928508
59,4.397725,-1.18268,-11.360647,-0.272723,-0.955215,-0.042935,11116.686356005
60,4.311891,-1.158069,-11.431096,-0.276139,-0.946342,-0.043672,11116.686798409
61,4.28681,-1.167383,-11.499914,-0.285977,-0.93991,-0.044312,11116.687210553
62,4.349236,-1.157186,-11.607118,-0.2849,-0.951278,-0.043507,11116.687639105
63,4.37574,-1.170775,-11.323683,-0.275148,-0.953491,-0.044541,11116.688099731
64,4.325199,-1.019109,-11.682021,-0.275697,-0.940742,-0.048933,11116.688498302
65,4.349899,-1.081744,-11.501203,-0.275219,-0.9449,-0.045901,11116.688926409
66,4.306569,-1.105871,-11.645034,-0.280349,-0.941462,-0.04502,11116.689370332
67,4.328796,-1.14345,-11.647366,-0.280789,-0.946079,-0.045067,11116.689644089
68,4.354161,-1.230905,-11.430167,-0.281838,-0.951012,-0.041271,11116.6900614
69,4.394609,-1.158311,-11.321931,-0.278828,-0.95563,-0.046102,11116.690520618
70,4.356783,-1.11037,-11.357711,-0.264589,-0.950712,-0.040561,11116.690935504
71,4.325509,-0.775507,-11.701419,-0.252316,-0.936044,-0.037685,11116.691203687
72,4.299635,-0.613681,-11.834852,-0.246816,-0.926117,-0.03425,11116.691497647
73,4.310567,-0.49857,-11.550932,-0.213809,-0.933244,-0.031482,11116.691943884
74,4.227336,-0.645335,-11.409998,-0.230119,-0.926633,-0.033979,11116.692363622
75,4.229795,-0.795239,-11.356149,-0.239224,-0.936808,-0.04617,11116.69278497
76,4.321999,-1.087429,-11.689049,-0.287089,-0.933753,-0.055985,11116.69323317
77,4.471631,-1.413545,-11.597231,-0.307354,-0.947941,-0.060835,11116.693641852
78,4.620206,-1.571461,-11.525269,-0.316435,-0.963718,-0.056881,11116.694078959
79,4.59375,-1.729719,-11.699698,-0.345438,-0.965682,-0.055131,11116.694516474
80,4.620756,-1.791127,-11.560396,-0.337235,-0.967173,-0.052093,11116.694930952
81,4.468966,-1.606997,-11.588533,-0.334093,-0.947478,-0.054359,11116.695356689
82,4.413589,-1.676492,-11.438292,-0.33049,-0.954991,-0.044329,11116.695808037
83,4.373845,-1.267745,-11.312249,-0.291106,-0.95323,-0.036491,11116.696211367
84,4.40012,-1.063357,-11.311949,-0.258193,-0.956397,-0.032618,11116.696496995
85,4.256572,-0.831796,-11.236181,-0.23086,-0.935482,-0.029475,11116.696818047
86,4.181728,-0.477664,-11.473399,-0.22517,-0.926811,-0.034752,11116.697374561
87,4.202963,-0.417943,-11.583445,-0.21722,-0.931421,-0.03554,11116.697781688
88,4.225363,-0.477454,-11.589805,-0.217582,-0.931665,-0.037137,11116.698245628
89,4.269919,-0.768641,-11.608941,-0.236261,-0.938434,-0.044385,11116.698803124
90,4.307959,-0.960593,-11.577127,-0.262821,-0.941029,-0.049889,11116.699224065
91,4.434292,-1.252048,-11.510234,-0.288042,-0.956318,-0.049922,11116.699665913
92,4.478109,-1.397742,-11.586836,-0.295552,-0.96178,-0.047519,11116.70013402
93,4.391703,-1.444888,-11.548023,-0.308291,-0.950599,-0.048261,11116.70065733
94,4.433712,-1.397348,-11.506126,-0.304329,-0.956117,-0.045093,11116.701083623
95,4.437422,-1.37547,-11.395856,-0.295616,-0.958742,-0.041245,11116.701496731
96,4.374457,-1.243866,-11.356338,-0.285857,-0.954734,-0.042108,11116.701938153
97,4.24744,-1.170387,-11.389583,-0.283763,-0.939849,-0.042063,11116.702368094
98,4.247905,-1.145244,-11.464882,-0.278401,-0.938462,-0.042824,11116.702781331
99,4.266487,-1.084637,-11.607404,-0.276662,-0.942069,-0.043535,11116.703080662
100,4.311297,-1.060434,-11.245916,-0.270318,-0.943507,-0.04452,11116.70365962
101,4.249909,-1.073995,-11.392806,-0.26792,-0.940213,-0.042923,11116.704092468
102,4.311555,-1.035819,-11.61137,-0.262426,-0.944983,-0.042777,11116.704520298
103,4.269946,-1.108597,-11.429589,-0.271816,-0.939521,-0.04285,11116.704945313
104,4.310278,-1.15616,-11.392544,-0.279732,-0.942552,-0.043613,11116.705354551
105,4.350756,-1.155872,-11.393186,-0.282272,-0.947092,-0.045986,11116.705808491
106,4.372976,-1.218368,-11.504779,-0.28421,-0.953849,-0.045207,11116.706237154
107,4.349648,-1.250897,-11.429869,-0.292902,-0.943963,-0.045102,11116.706646688
108,4.331984,-1.169693,-11.464839,-0.278737,-0.947871,-0.042028,11116.707093832
109,4.356069,-1.158299,-11.28819,-0.271211,-0.949844,-0.043767,11116.70751007
110,4.308621,-1.131781,-11.463634,-0.28077,-0.943122,-0.044359,11116.707929418
111,4.329957,-1.169292,-11.387992,-0.28503,-0.946943,-0.042013,11116.708381081
112,4.333283,-1.147028,-11.283198,-0.276241,-0.949499,-0.042958,11116.708796318
113,4.311667,-1.134196,-11.320847,-0.276019,-0.946354,-0.044521,11116.709217167
114,4.310184,-1.157324,-11.465182,-0.279839,-0.945436,-0.043613,11116.709663385
115,4.334002,-1.19249,-11.508407,-0.273689,-0.945136,-0.043614,11116.710083937
116,4.310905,-1.133593,-11.356544,-0.277207,-0.945546,-0.04448,11116.710502452
117,4.312603,-1.182307,-11.358395,-0.277612,-0.945675,-0.042908,11116.71094806
118,4.291892,-1.170855,-11.39393,-0.276295,-0.944815,-0.042114,11116.711362649
119,4.374466,-1.195896,-11.3204,-0.281751,-0.955511,-0.04374,11116.711641776
120,4.3711,-1.193825,-11.352254,-0.289097,-0.952257,-0.043621,11116.71193894
121,4.331616,-1.170619,-11.390225,-0.281385,-0.949291,-0.042072,11116.712388214
122,4.373986,-1.170612,-11.394088,-0.278901,-0.954026,-0.044482,11116.712789081
123,4.372374,-1.070962,-11.428541,-0.271538,-0.948886,-0.045183,11116.713231318
124,4.309623,-1.108943,-11.462203,-0.27696,-0.94544,-0.042807,11116.713684296
125,4.289433,-1.121536,-11.427775,-0.277077,-0.943878,-0.043646,11116.714221829
126,4.288341,-1.169246,-11.388477,-0.284964,-0.942271,-0.042018,11116.714667658
127,4.334349,-1.194602,-11.434416,-0.275202,-0.948807,-0.043698,11116.715085618
128,4.325621,-1.115997,-11.607266,-0.285313,-0.939974,-0.045754,11116.715356171
129,4.364864,-1.090477,-11.677249,-0.287553,-0.942965,-0.046454,11116.715808204
130,4.334636,-1.095889,-11.432045,-0.264178,-0.944607,-0.042061,11116.716240682
131,4.32924,-1.191158,-11.314047,-0.288772,-0.941776,-0.041168,11116.71664629
132,4.439284,-1.133537,-11.505424,-0.265993,-0.959201,-0.042058,11116.717087527
133,4.329284,-1.143815,-11.464418,-0.282142,-0.945424,-0.045152,11116.717665485
134,4.310424,-1.108309,-11.430232,-0.274356,-0.944061,-0.045222,11116.718085259
135,4.288093,-1.217606,-11.463471,-0.289084,-0.942902,-0.042783,11116.718525385
136,4.323499,-1.01902,-11.676062,-0.280758,-0.94058,-0.046499,11116.719087603
137,4.330999,-1.145216,-11.390287,-0.279804,-0.947074,-0.042836,11116.719514748
138,4.304398,-1.006955,-11.60761,-0.275595,-0.937708,-0.048161,11116.71995004
139,4.331142,-1.218158,-11.281648,-0.287991,-0.947016,-0.042881,11116.720365426
140,4.372712,-1.195734,-11.390805,-0.285505,-0.956047,-0.04368,11116.720804866
141,4.32824,-1.190944,-11.3888,-0.289975,-0.942375,-0.043524,11116.721239659
142,4.286778,-1.143703,-11.386928,-0.285895,-0.939957,-0.042764,11116.721664841
143,4.289336,-1.145753,-11.427091,-0.279791,-0.943844,-0.042841,11116.721940672
144,4.351624,-1.109863,-11.391453,-0.277124,-0.951595,-0.045261,11116.722233392
145,4.332505,-1.193738,-11.394876,-0.280172,-0.947169,-0.043661,11116.722664536
146,4.350955,-1.131147,-11.281189,-0.280812,-0.944986,-0.044416,11116.723076218
147,4.312139,-1.109709,-11.356102,-0.272019,-0.945712,-0.042907,11116.723530585
148,4.311129,-1.157465,-11.466792,-0.277327,-0.945534,-0.043631,11116.723946322
149,4.351669,-1.230074,-11.208806,-0.290633,-0.948586,-0.043697,11116.724370207
