,Fx,Fy,Fz,Mx,My,Mz,t
0,3.320149,-1.104141,-22.398749,-0.321756,-0.873926,0.002335,5370.025793134
1,4.031602,-0.315249,-21.716752,-0.284021,-0.900413,-0.011378,5370.026437314
2,4.303094,-0.425631,-21.640498,-0.294274,-0.93223,-0.009002,5370.026856496
3,4.04028,-0.04187,-22.899419,-0.2784,-0.923446,-0.011675,5370.027289085
4,3.675693,0.185324,-24.566115,-0.265909,-0.90374,-0.010211,5370.027686971
5,3.310649,0.421686,-25.991868,-0.249891,-0.865095,-0.018232,5370.028138912
6,3.409428,0.77967,-26.866454,-0.21354,-0.869984,-0.023275,5370.028565501
7,3.634876,0.558428,-26.953526,-0.236029,-0.880476,-0.033348,5370.028981979
8,4.01518,0.439578,-26.532533,-0.234782,-0.914272,-0.0415,5370.029411568
9,4.288981,0.572046,-26.236634,-0.217928,-0.942277,-0.040045,5370.029852824
10,4.260508,0.46075,-25.103214,-0.218017,-0.954996,-0.030608,5370.030266635
11,4.033984,0.80446,-24.286044,-0.194617,-0.93732,-0.027177,5370.030694391
12,3.44026,0.999383,-23.367973,-0.169686,-0.882594,-0.016822,5370.031135369
13,3.148189,1.141833,-23.190687,-0.16089,-0.855759,-0.024214,5370.031550255
14,3.273326,0.799804,-23.314971,-0.191655,-0.878053,-0.032224,5370.03197801
15,3.615873,0.535432,-24.168846,-0.22524,-0.89941,-0.047346,5370.032434673
16,3.732196,0.254949,-25.194803,-0.255273,-0.902649,-0.048948,5370.032838115
17,3.662631,0.105785,-26.437015,-0.267777,-0.889517,-0.046566,5370.033262074
18,3.60596,-0.079765,-26.624105,-0.270742,-0.890171,-0.039469,5370.03355535
19,3.684996,-0.214968,-26.945719,-0.285981,-0.88151,-0.031798,5370.033995439
20,3.940166,-0.117173,-27.157799,-0.260277,-0.905915,-0.02053,5370.034403787
21,4.107582,-0.068585,-27.804931,-0.246145,-0.926927,-0.009855,5370.034845302
22,4.306669,-0.036802,-28.749048,-0.250224,-0.94346,-0.01235,5370.035415409
23,4.581814,-0.122711,-28.496349,-0.250203,-0.972796,-0.010898,5370.035840683
24,4.846848,-0.199227,-28.236716,-0.270604,-0.985823,-0.013864,5370.036283198
25,5.087341,-0.290672,-27.510506,-0.262442,-1.016366,-0.008033,5370.036700084
26,5.040299,-0.14116,-27.356801,-0.262116,-1.003324,-0.010319,5370.03712034
27,4.910121,-0.503142,-26.670436,-0.27233,-0.999938,0.004142,5370.037566243
