,hop_energy
0,1.7577348986207362
1,2.025167075536608
2,1.0936545811669256
3,1.1570478433989644
4,2.0915185135630026
5,2.024484208555502
6,1.0518105183447735
7,-0.22552724471926533
8,-0.3688952507839791
9,0.7352285487570955
10,2.301289946352339
11,2.923123311035064
12,2.8538839859948606
13,2.604540448198234
14,3.7185040636157694
15,0.04476821459254543
16,2.1333053186866904
17,1.647473168495992
18,1.380679502367411
19,2.645778464726145
20,-0.10472098544183162
21,1.7410516487204903
22,1.3997249832208842
23,0.9015848157007627
24,2.0671538495771333
25,0.3484349836619791
26,0.24611985662413005
27,1.8465824620532878
28,2.4373834782470096
29,1.2082960031673275
30,1.6683914679578988
31,1.8085835850956
32,1.2682459511091482
33,3.306741467662104
34,2.8293697012827166
35,1.749777807357209
36,1.4965569782020562
