,x_deg,x_moteus_deg,y,l,mode,u_ff,t_s
0,-34.7955322265625,-94.7955322265625,0.18108865845608524,0.11891134154391475,2,0.0,3929.234464476
1,-34.39453125000001,-94.39453125,0.1805717619566371,0.11942823804336289,2,0.6334055888475882,3929.236664685
2,-34.14733886718751,-94.1473388671875,0.18025242076717463,0.11974757923282536,2,0.6600580387876853,3929.237936325
3,-33.94958496093751,-93.9495849609375,0.17999656824295995,0.12000343175704004,2,0.6827616682869229,3929.239141707
4,-33.7353515625,-93.7353515625,0.17971902044379362,0.12028097955620637,2,0.7036623017907786,3929.240354773
5,-33.50463867187501,-93.504638671875,0.17941969494326615,0.12058030505673384,2,0.7236622213416197,3929.24155971
6,-33.27392578125001,-93.27392578125,0.17911993378409383,0.12088006621590616,2,0.7424791613639636,3929.24276524
7,-33.03771972656251,-93.0377197265625,0.17881259273712632,0.12118740726287366,2,0.7602073200144339,3929.243953695
8,-32.77404785156251,-92.7740478515625,0.178468996075691,0.12153100392430899,2,0.7771225319118689,3929.245199447
9,-32.53784179687501,-92.537841796875,0.17816073618566242,0.12183926381433757,2,0.7930381896517942,3929.246370847
10,-32.27416992187501,-92.274169921875,0.17781613601099777,0.12218386398900222,2,0.8073518255870153,3929.247532007
11,-32.02697753906251,-92.0269775390625,0.17749260860683821,0.12250739139316177,2,0.8206600704870288,3929.248713296
12,-31.768798828125007,-91.768798828125,0.17715423329162316,0.12284576670837682,2,0.8333228531424797,3929.249914862
13,-31.494140625000007,-91.494140625,0.17679374640696957,0.12320625359303042,2,0.8451494635121677,3929.251073022
14,-31.19750976562501,-91.197509765625,0.17640384215754507,0.12359615784245492,2,0.8557330698210337,3929.252264588
15,-30.9228515625,-90.9228515625,0.17604229903283558,0.12395770096716441,2,0.8657428067988646,3929.253453711
16,-30.648193359375004,-90.648193359375,0.17568026958452312,0.12431973041547686,2,0.8748037641509459,3929.25465237
17,-30.3680419921875,-90.3680419921875,0.17531051300084025,0.12468948699915974,2,0.8831033775093315,3929.255839807
18,-30.0494384765625,-90.0494384765625,0.1748894270457342,0.12511057295426578,2,0.8903072511495906,3929.257086188
19,-29.741821289062507,-89.7418212890625,0.17448229673037527,0.12551770326962472,2,0.8970288928987811,3929.258268514
20,-29.47265625,-89.47265625,0.17412561828672254,0.12587438171327744,2,0.9025356578853367,3929.259444581
21,-29.165039062500007,-89.1650390625,0.17371750116261092,0.12628249883738907,2,0.9072049293806326,3929.260646981
22,-28.87939453125,-88.87939453125,0.1733380887610028,0.1266619112389972,2,0.91115114952609,3929.26182727
23,-28.61572265625,-88.61572265625,0.17298749418692155,0.12701250581307844,2,0.9141973111769752,3929.26298854
24,-28.29711914062501,-88.297119140625,0.17256340605543857,0.12743659394456142,2,0.9164362048333357,3929.264185014
25,-27.978515625000007,-87.978515625,0.17213884258689174,0.12786115741310825,2,0.9179607798107197,3929.265372266
26,-27.681884765625007,-87.681884765625,0.17174315107341992,0.12825684892658007,2,0.9186956894194516,3929.266551778
27,-27.341308593750004,-87.34130859375,0.1712883761940669,0.1287116238059331,2,0.9186702577009367,3929.267730511
28,-26.929321289062504,-86.9293212890625,0.17073762086847896,0.12926237913152103,2,0.9179087524601584,3929.268978948
29,-26.489868164062507,-86.4898681640625,0.17014944450663255,0.12985055549336744,2,0.9162956034786167,3929.270175533
30,-26.083374023437507,-86.0833740234375,0.16960478232266613,0.13039521767733386,2,0.9140232739518765,3929.271338137
31,-25.594482421875004,-85.594482421875,0.16894901770106938,0.1310509822989306,2,0.9111116141007762,3929.272537148
32,-25.023193359375007,-85.023193359375,0.1681818632865289,0.1318181367134711,2,0.9073894610311899,3929.273715604
33,-24.39697265625,-84.39697265625,0.1673400088125584,0.1326599911874416,2,0.903068852685466,3929.274891615
34,-23.7103271484375,-83.7103271484375,0.16641598458502027,0.13358401541497972,2,0.8980871012551046,3929.2761197
