,x_deg,x_moteus_deg,y,l,mode,u_ff,t_s
0,-34.46594238281251,-94.4659423828125,0.18066391661607922,0.11933608338392077,2,0.0,3922.691082242
1,-32.801513671875,-92.801513671875,0.1785048125616126,0.12149518743838739,2,0.6594699991764852,3922.695444864
2,-31.77429199218751,-91.7742919921875,0.17716143767700246,0.12283856232299753,2,0.699164806487699,3922.696883132
3,-31.10412597656251,-91.1041259765625,0.17628097292667944,0.12371902707332055,2,0.7227403586095271,3922.698173828
4,-30.4779052734375,-90.4779052734375,0.17545557321207889,0.1245444267879211,2,0.7425452252684854,3922.699416506
5,-29.8626708984375,-89.8626708984375,0.17464230565334513,0.12535769434665486,2,0.76093767135756,3922.700659276
6,-29.225463867187507,-89.2254638671875,0.17379770695969177,0.12620229304030822,2,0.7780389116126092,3922.701872101
7,-28.63220214843751,-88.6322021484375,0.17300941644789714,0.12699058355210285,2,0.793817444142709,3922.703057557
8,-27.994995117187507,-87.9949951171875,0.17216081407880596,0.12783918592119403,2,0.808491900103256,3922.704287735
9,-27.363281250000007,-87.36328125,0.17131773094557423,0.12868226905442576,2,0.8223207713590683,3922.705515246
10,-26.726074218750004,-86.72607421875,0.1704656763531896,0.1295343236468104,2,0.8352027276748155,3922.706669979
11,-26.083374023437507,-86.0833740234375,0.16960478232266613,0.13039521767733386,2,0.846468943912563,3922.707864157
12,-25.424194335937504,-85.4241943359375,0.1687204395393784,0.13127956046062159,2,0.8572739946790724,3922.70910176
13,-24.76501464843751,-84.7650146484375,0.16783489278462915,0.13216510721537084,2,0.8675044588978786,3922.71029629
14,-24.083862304687504,-84.0838623046875,0.1669187634835246,0.13308123651647538,2,0.8763651293817973,3922.711481597
15,-23.380737304687504,-83.3807373046875,0.16597216439213047,0.13402783560786952,2,0.8843668210182767,3922.712656886
16,-22.705078125,-82.705078125,0.16506187262636166,0.13493812737363833,2,0.8914471284261629,3922.714188377
17,-21.77124023437501,-81.771240234375,0.16380304174693844,0.13619695825306155,2,0.8995101139950952,3922.715479962
18,-21.035156250000004,-81.03515625,0.1628105204046203,0.1371894795953797,2,0.9050842935325036,3922.716749028
19,-20.293579101562504,-80.2935791015625,0.1618106360249576,0.1381893639750424,2,0.9095698582108442,3922.717957724
20,-19.590454101562507,-79.5904541015625,0.16086287197658045,0.13913712802341954,2,0.913036257095674,3922.719140587
21,-18.87084960937501,-78.870849609375,0.1598934032321174,0.1401065967678826,2,0.9156301942116662,3922.720384357
22,-18.11279296875,-78.11279296875,0.15887294046864409,0.1411270595313559,2,0.9175213350157094,3922.721589553
23,-17.415161132812507,-77.4151611328125,0.15793477978751855,0.14206522021248144,2,0.9185307106850218,3922.722765787
24,-16.701049804687504,-76.7010498046875,0.15697563393953584,0.14302436606046415,2,0.9187625884634703,3922.723947742
25,-15.959472656250004,-75.95947265625,0.15598109078576525,0.14401890921423474,2,0.9182268269829081,3922.72518629
26,-15.223388671875009,-75.223388671875,0.15499565557713074,0.14500434442286925,2,0.9169173760421703,3922.726365542
27,-14.520263671874998,-74.520263671875,0.1540561804985497,0.1459438195014503,2,0.914930585708156,3922.727551905
28,-13.800659179687502,-73.8006591796875,0.15309675809380782,0.14690324190619217,2,0.9122033688408473,3922.728731842
29,-13.048095703125009,-73.048095703125,0.15209586453031013,0.14790413546968986,2,0.9087694533637389,3922.729907446
30,-12.339477539062507,-72.3394775390625,0.15115593991196033,0.14884406008803966,2,0.9047037995516036,3922.731089272
31,-11.592407226562505,-71.5924072265625,0.15016788363704076,0.14983211636295923,2,0.8999347110585312,3922.732316394
32,-10.817871093750009,-70.81787109375,0.14914685375779488,0.1508531462422051,2,0.8942584037705135,3922.733534442
33,-10.048828125000005,-70.048828125,0.14813668508877884,0.15186331491122115,2,0.8879226433541475,3922.734735027
34,-9.307250976562507,-69.3072509765625,0.1471662350702266,0.15283376492977338,2,0.8810779609538697,3922.735941779
35,-8.532714843749998,-68.53271484375,0.14615670227864713,0.15384329772135286,2,0.8732888522803508,3922.737185883
36,-7.774658203125001,-67.774658203125,0.1451728775506157,0.1548271224493843,2,0.8650152520533525,3922.738350968
37,-7.027587890624999,-67.027587890625,0.1442076160567472,0.1557923839432528,2,0.8564853931910947,3922.739529331
38,-6.269531250000002,-66.26953125,0.14323273691380442,0.15676726308619557,2,0.8472679405243608,3922.740699564
39,-5.505981445312501,-65.5059814453125,0.1422556631453954,0.1577443368546046,2,0.8374295279265805,3922.74189639
40,-4.758911132812499,-64.7589111328125,0.14130460549249488,0.1586953945075051,2,0.8269749624005476,3922.743076772
41,-4.022827148437504,-64.0228271484375,0.14037248648765968,0.1596275135123403,2,0.8160494243253795,3922.744311542
42,-3.248291015625009,-63.248291015625,0.13939717669090526,0.16060282330909473,2,0.8040078080123049,3922.745497016
43,-2.490234374999999,-62.490234375,0.13844827016526226,0.16155172983473773,2,0.7919456582631411,3922.746697472
44,-1.7431640625000095,-61.7431640625,0.13751876471749336,0.16248123528250663,2,0.7791794057252797,3922.74786902
45,-0.935668945312504,-60.9356689453125,0.1365205812656942,0.1634794187343058,2,0.7662110849542099,3922.749153808
46,-0.16113281250000847,-60.1611328125,0.13556967454852362,0.16443032545147637,2,0.7512949275365943,3922.750357245
47,0.6079101562499961,-59.39208984375,0.1346320196437427,0.1653679803562573,2,0.7370305912642937,3922.751556886
48,1.371459960937497,-58.6285400390625,0.13370764345032463,0.16629235654967536,2,0.7222043795895685,3922.75275636
49,2.1405029296875013,-57.8594970703125,0.1327834066137583,0.1672165933862417,2,0.7069440802560728,3922.753941408
50,2.876586914062496,-57.1234130859375,0.1319053060536313,0.1680946939463687,2,0.6914043295745989,3922.755113086
51,3.6071777343749933,-56.392822265625,0.13104020282228956,0.16895979717771042,2,0.6755855716515686,3922.756300116
