,x_deg,x_moteus_deg,y,l,mode,u_ff,t_s
0,-34.647216796875,-94.647216796875,0.1808976448706049,0.1191023551293951,2,0.0,3925.378342305
1,-34.07592773437501,-94.075927734375,0.1801600681766649,0.11983993182333508,2,0.643656516417878,3925.383677587
2,-33.36181640625,-93.36181640625,0.17923417935608651,0.12076582064391347,2,0.7192665005386041,3925.385854999
3,-33.1036376953125,-93.1036376953125,0.17889840688603492,0.12110159311396507,2,0.7493848841250641,3925.387459508
4,-32.7685546875,-92.7685546875,0.17846183208163738,0.12153816791836261,2,0.772954178417395,3925.389289274
5,-32.4664306640625,-92.4664306640625,0.1780674581760796,0.12193254182392038,2,0.7963716723190006,3925.390970634
6,-32.098388671875,-92.098388671875,0.17758611765651539,0.1224138823434846,2,0.8163986121020221,3925.392759382
7,-31.77978515625,-91.77978515625,0.17716864185055226,0.12283135814944773,2,0.8355862036067991,3925.394259651
8,-31.4996337890625,-91.4996337890625,0.1768009612415023,0.12319903875849769,2,0.8496923621305625,3925.395829307
9,-31.098632812500004,-91.0986328125,0.17627374353559797,0.12372625646440202,2,0.8644881101604058,3925.397516927
10,-30.71411132812501,-90.714111328125,0.17576720025854312,0.12423279974145687,2,0.8768617561449694,3925.399251916
11,-30.32958984375,-90.32958984375,0.175259724563018,0.12474027543698199,2,0.8887011840055528,3925.400974313
12,-29.928588867187507,-89.9285888671875,0.17472954803050586,0.12527045196949413,2,0.8979003004949957,3925.402696709
13,-29.50561523437501,-89.505615234375,0.1741693147588752,0.12583068524112478,2,0.9054566751572726,3925.404477309
14,-29.093627929687507,-89.0936279296875,0.17362268772251485,0.12637731227748514,2,0.9113411160599934,3925.40617154
15,-28.566284179687504,-88.5662841796875,0.17292171943793735,0.12707828056206263,2,0.9152814677488528,3925.407945695
16,-27.9840087890625,-87.9840087890625,0.17214616655254383,0.12785383344745616,2,0.9179664379694608,3925.409665981
17,-27.160034179687507,-87.1600341796875,0.1710461256532202,0.1289538743467798,2,0.9187753593603223,3925.411736672
18,-26.319580078125004,-86.319580078125,0.1699213425687578,0.1300786574312422,2,0.9176790305247298,3925.413555012
19,-25.369262695312504,-85.3692626953125,0.16864668735240712,0.13135331264759287,2,0.9147729226664605,3925.415366742
20,-24.402465820312504,-84.4024658203125,0.16734739730749484,0.13265260269250514,2,0.9104514513198776,3925.417532191
21,-23.001708984375,-83.001708984375,0.16546158049411078,0.1345384195058892,2,0.9027023813148597,3925.419349217
22,-21.963500976562504,-81.9635009765625,0.16406225786538753,0.13593774213461246,2,0.8952042316577624,3925.42074532
23,-21.0845947265625,-81.0845947265625,0.16287718377427754,0.13712281622572245,2,0.8881329059054652,3925.422010497
24,-20.216674804687504,-80.2166748046875,0.16170695717732916,0.13829304282267083,2,0.8809510749776601,3925.423314415
25,-19.3377685546875,-79.3377685546875,0.1605223774954437,0.13947762250455628,2,0.8727249394739405,3925.424548148
26,-18.436889648437507,-78.4368896484375,0.15930910689641653,0.14069089310358346,2,0.8640119704044449,3925.425866881
27,-17.546997070312507,-77.5469970703125,0.15811198935449117,0.14188801064550882,2,0.8544963829474598,3925.427077429
28,-16.706542968750007,-76.70654296875,0.15698300689180034,0.14301699310819965,2,0.8449054350410901,3925.428344347
29,-15.794677734375005,-75.794677734375,0.1557603118566232,0.1442396881433768,2,0.8339094632786519,3925.429625357
30,-14.904785156250007,-74.90478515625,0.15456972106764785,0.14543027893235214,2,0.8226830197313373,3925.430875461
31,-14.036865234374998,-74.036865234375,0.15341143896792586,0.14658856103207413,2,0.8108564373195271,3925.432154638
32,-13.12500000000001,-73.125,0.1521980228439496,0.1478019771560504,2,0.7978055943081689,3925.433423149
