,x_deg,x_moteus_deg,y,l,mode,u_ff,t_s
0,-34.92736816406251,-94.9273681640625,0.18125828122354282,0.11874171877645717,2,0.0,3927.304708864
1,-34.53735351562501,-94.537353515625,0.18075602624418258,0.11924397375581741,2,0.6338028469593209,3927.306873739
2,-34.29565429687501,-94.295654296875,0.18044408931090508,0.11955591068909491,2,0.6593547145005514,3927.308191305
3,-34.07592773437501,-94.075927734375,0.1801600681766649,0.11983993182333508,2,0.6831069947781503,3927.309440686
4,-33.85070800781251,-93.8507080078125,0.1798685172420618,0.1201314827579382,2,0.7045421272198344,3927.310617808
5,-33.62548828125001,-93.62548828125,0.17957653934806125,0.12042346065193874,2,0.7238594323479528,3927.311782634
6,-33.38378906250001,-93.3837890625,0.17926273100395923,0.12073726899604076,2,0.742057733320866,3927.313029849
7,-33.1365966796875,-93.1365966796875,0.17894130107552075,0.12105869892447924,2,0.7606202906799342,3927.314226842
8,-32.8948974609375,-92.8948974609375,0.17862654501561964,0.12137345498438035,2,0.7770950474259708,3927.315417908
9,-32.63671875,-92.63671875,0.17828982687211564,0.12171017312788435,2,0.7926645840021513,3927.316581086
10,-32.39501953125,-92.39501953125,0.1779741419906456,0.1220258580093544,2,0.8070412506978011,3927.317777301
11,-32.13134765625,-92.13134765625,0.1776292632446297,0.1223707367553703,2,0.8206975764221671,3927.318952683
12,-31.8896484375,-91.8896484375,0.17731268066546155,0.12268731933453844,2,0.8331959533564592,3927.320128786
13,-31.6094970703125,-91.6094970703125,0.17694521447155423,0.12305478552844576,2,0.8449386823190528,3927.321352186
14,-31.301879882812504,-91.3018798828125,0.17654109812917573,0.12345890187082426,2,0.8561708169356834,3927.322562364
15,-31.010742187500007,-91.0107421875,0.17615804641251986,0.12384195358748012,2,0.8661359906971422,3927.323718264
16,-30.708618164062507,-90.7086181640625,0.17575995707963993,0.12424004292036006,2,0.8749031679178492,3927.324995923
17,-30.395507812500007,-90.3955078125,0.17534678496081163,0.12465321503918836,2,0.8838019564387591,3927.326231675
18,-30.1043701171875,-90.1043701171875,0.1749620711096294,0.12503792889037058,2,0.8911714682967511,3927.327419463
19,-29.796752929687504,-89.7967529296875,0.17455503836350472,0.12544496163649527,2,0.8974700724209406,3927.328600438
20,-29.500122070312507,-89.5001220703125,0.17416203242727538,0.1258379675727246,2,0.9029228617948621,3927.329771338
21,-29.1925048828125,-89.1925048828125,0.17375396073492677,0.12624603926507322,2,0.9074985695788831,3927.330945923
