,hop_energy
0,0.4599331856469373
1,1.930965983509072
2,1.2423458897290223
3,1.4095975900759505
4,1.3651386896954758
5,2.6796418285423087
6,1.1266975956802714
7,1.993607838968968
8,2.240150780389884
9,0.671375378267995
10,0.6254909563319107
11,0.4166953030736904
12,1.564755741423081
13,1.3062632795689204
14,0.9412885813410732
15,1.6713367450684906
16,1.1766250436617325
17,1.0375948367064032
18,1.2480746671388925
19,1.0140599214542894
20,1.447514378811328
21,0.4678600184995325
22,1.618650601634534
23,2.40027820266401
24,1.870829264963061
25,0.6493573164592314
26,1.681399682132331
27,1.597643935969268
28,-0.661469780545179
29,1.3317550450854458
30,1.5616152128343348
31,1.2340544145848824
32,1.8789773825589062
33,2.481783060765615
34,2.074460648404173
35,0.9219740515528949
36,0.9448163232936171
37,1.2132032303266902
38,0.8130304073671386
39,1.8369982644989022
40,1.7362104374475802
41,1.1090463889971813
42,1.7772977789197322
43,1.1990021091293386
44,1.1115175030596252
45,0.9687559753584205
46,1.4984966872630814
47,1.0104484489878462
48,2.2372005056902644
49,0.9697365655994403
50,1.4325097168211496
51,1.5375713211806383
52,1.0229141520704124
53,0.7645637269185679
54,0.48696007726505997
55,0.1084063883996107
56,1.2475691145715206
57,1.870668934165737
58,1.7438412038668947
59,1.2341933729590373
60,1.7960332350382364
61,0.8758347957368082
62,1.3983821781061234
