,Fx,Fy,Fz,Mx,My,Mz,t
0,-1.88006,-4.037228,-30.26509,-0.45336,-0.655938,-0.066237,8495.737981232
1,-1.007351,-2.443179,-28.736669,-0.362774,-0.680632,-0.068027,8495.738656467
2,-0.262391,-1.848716,-27.64294,-0.325565,-0.727417,-0.060747,8495.739062001
3,0.473892,-1.051787,-27.243346,-0.276856,-0.763973,-0.061688,8495.739482997
4,1.517411,-0.398286,-26.496713,-0.203083,-0.822463,-0.055708,8495.740071715
5,2.133533,-0.114957,-26.218368,-0.192675,-0.855791,-0.05198,8495.74048897
6,2.778522,0.223227,-26.024291,-0.157169,-0.901778,-0.049295,8495.740910152
7,3.682902,0.443883,-25.34025,-0.160657,-0.944966,-0.045377,8495.741473943
8,4.098509,0.580282,-24.982697,-0.194211,-0.939731,-0.046836,8495.74192394
9,4.521738,0.810701,-24.777207,-0.198278,-0.939034,-0.044432,8495.742342029
10,4.944071,0.721731,-24.271807,-0.192605,-0.963868,-0.041255,8495.742748766
11,5.06215,0.779997,-24.420598,-0.196306,-0.961211,-0.049655,8495.743200985
12,5.303122,0.792867,-24.559223,-0.209116,-0.965823,-0.051515,8495.743633425
13,5.559113,0.847741,-24.6765,-0.181882,-0.979338,-0.048179,8495.744042181
14,5.763006,0.778096,-24.675771,-0.197536,-0.997798,-0.052811,8495.744474196
15,5.824186,0.840243,-24.887934,-0.191915,-1.002573,-0.048658,8495.744919878
16,5.813518,0.846044,-24.969064,-0.167233,-1.010757,-0.043341,8495.745338707
17,5.51819,0.785636,-25.664162,-0.180877,-1.009389,-0.048959,8495.745760778
18,5.196866,0.617386,-26.003358,-0.175076,-1.018738,-0.044811,8495.746198404
19,4.842634,0.571207,-26.365929,-0.182134,-1.00212,-0.042552,8495.746634622
20,4.417289,0.494411,-26.867405,-0.210173,-0.970268,-0.042371,8495.747072341
21,3.999643,0.439459,-26.974898,-0.221983,-0.938568,-0.040921,8495.747481893
22,3.377289,0.354698,-27.793782,-0.220145,-0.900399,-0.045844,8495.748100795
23,2.846251,-0.146458,-28.287345,-0.244944,-0.876387,-0.039871,8495.748615458
24,2.53968,-0.453545,-28.556379,-0.258562,-0.85172,-0.03599,8495.749055843
25,2.347818,-0.514039,-29.183703,-0.267364,-0.837298,-0.04212,8495.749339229
