,Fx,Fy,Fz,Mx,My,Mz,t
0,-1.781905,-11.930471,-51.493879,-0.975611,-0.634299,-0.127379,9689.324918909
1,-1.283796,-10.791077,-49.400773,-0.898776,-0.669327,-0.122483,9689.325573719
2,-0.17724,-9.997674,-47.484792,-0.884241,-0.744733,-0.126346,9689.326122881
3,0.344848,-8.596361,-46.559554,-0.755178,-0.7725,-0.111278,9689.326537767
4,0.737643,-7.782527,-45.167314,-0.703067,-0.798901,-0.103659,9689.326968115
5,1.170791,-6.943404,-44.146646,-0.645528,-0.831249,-0.101464,9689.327403556
6,1.518269,-6.272889,-43.232604,-0.609247,-0.85381,-0.095961,9689.327814627
7,2.034447,-5.569983,-42.120254,-0.559472,-0.877855,-0.103179,9689.328268993
8,2.45245,-4.959527,-41.358687,-0.551388,-0.890107,-0.113926,9689.328835859
9,2.766031,-4.629022,-40.457121,-0.52785,-0.908438,-0.102142,9689.329242559
10,2.854836,-4.342832,-39.381098,-0.503884,-0.91597,-0.093122,9689.329681352
11,2.962965,-4.113146,-38.821729,-0.479815,-0.921921,-0.085387,9689.32996835
12,3.088835,-3.67629,-37.749094,-0.449112,-0.92506,-0.085786,9689.330390494
13,3.254989,-3.284605,-37.1518,-0.418363,-0.929733,-0.084295,9689.330821602
14,3.545422,-2.866771,-37.05321,-0.426406,-0.931738,-0.095533,9689.331258265
15,4.073864,-2.80823,-36.249991,-0.410743,-0.985355,-0.094337,9689.331675762
16,4.1907,-2.852849,-35.617032,-0.442606,-0.989102,-0.09753,9689.332107166
17,4.366058,-2.708446,-35.172156,-0.413005,-1.002473,-0.085821,9689.332547218
18,4.775351,-2.14687,-34.6595,-0.383858,-1.034725,-0.077736,9689.332969307
19,4.593,-1.776838,-33.759792,-0.352629,-1.014836,-0.063096,9689.333389026
20,4.240358,-1.427212,-33.229852,-0.325846,-0.972869,-0.052197,9689.333867244
21,4.307219,-1.125394,-32.531867,-0.294896,-0.974966,-0.051759,9689.334400314
22,4.479086,-0.905745,-31.875274,-0.266966,-0.983658,-0.05204,9689.33482431
23,4.51656,-0.955925,-31.684792,-0.286576,-0.991486,-0.052875,9689.335111826
24,4.669642,-1.096167,-31.177104,-0.291247,-1.016505,-0.050119,9689.335401472
25,4.577107,-1.210809,-30.49413,-0.283904,-1.008894,-0.045899,9689.335819895
26,4.301937,-1.490846,-30.648265,-0.321053,-0.985642,-0.052241,9689.336255965
27,4.2413,-1.527859,-30.107574,-0.326473,-0.97663,-0.057306,9689.336728943
28,3.878669,-1.855672,-29.243739,-0.345133,-0.952985,-0.052563,9689.337269476
29,3.675103,-2.152218,-28.889331,-0.369229,-0.939222,-0.052927,9689.337685009
30,3.394743,-2.357387,-28.314124,-0.374227,-0.923486,-0.047217,9689.338124357
31,3.401049,-2.555343,-27.963619,-0.382532,-0.92901,-0.05075,9689.338679723
32,3.379766,-2.620975,-27.531616,-0.397462,-0.935252,-0.059844,9689.33913296
33,3.201396,-2.41886,-27.921892,-0.399765,-0.905334,-0.063346,9689.339567346
34,3.124419,-2.575065,-27.591417,-0.409641,-0.913957,-0.056622,9689.339964046
35,3.044859,-2.52876,-27.409176,-0.399351,-0.906539,-0.053611,9689.340263322
36,2.929159,-2.415244,-27.153345,-0.372675,-0.903118,-0.046049,9689.340701744
37,2.749081,-2.070856,-27.361334,-0.36916,-0.878972,-0.056888,9689.341115278
38,2.706491,-2.098627,-27.320863,-0.377264,-0.881434,-0.056175,9689.341539644
39,2.64451,-2.014552,-27.282573,-0.369045,-0.875305,-0.055426,9689.341832087
40,2.541522,-1.906064,-27.353647,-0.355489,-0.864593,-0.053046,9689.342116992
41,2.486047,-1.899513,-27.133189,-0.343393,-0.86492,-0.04537,9689.342398674
42,2.477187,-1.774684,-27.379059,-0.349559,-0.86119,-0.049057,9689.342822856
43,2.57131,-1.636894,-27.740226,-0.354357,-0.868995,-0.059063,9689.343265019
44,2.642788,-1.507121,-27.81373,-0.319753,-0.880044,-0.050448,9689.343689257
45,2.531201,-1.589662,-28.025634,-0.343935,-0.867455,-0.051002,9689.344116327
46,2.57637,-1.593838,-28.173141,-0.335586,-0.880473,-0.048695,9689.344553713
47,2.620779,-1.447731,-28.892124,-0.351953,-0.871122,-0.058239,9689.344978357
48,2.767974,-1.362971,-29.257836,-0.335016,-0.889148,-0.05731,9689.345395669
49,2.958624,-1.350798,-29.585174,-0.32125,-0.910535,-0.051603,9689.345987719
50,2.926897,-1.188627,-30.225452,-0.324403,-0.905011,-0.050279,9689.346401679
51,2.660519,-1.042623,-30.507312,-0.303845,-0.897773,-0.040145,9689.346829972
52,2.394766,-0.717313,-30.903483,-0.256907,-0.871196,-0.030557,9689.347272635
53,2.093731,-0.501202,-31.287972,-0.258722,-0.847127,-0.030354,9689.347689705
54,2.110696,-0.414977,-31.505309,-0.256606,-0.849116,-0.034185,9689.348137628
55,2.450565,-0.245774,-32.375278,-0.258139,-0.874356,-0.044528,9689.348565828
56,2.412712,-0.421308,-32.779518,-0.263729,-0.883649,-0.038969,9689.34899188
57,2.201256,-0.566623,-33.513125,-0.276951,-0.866946,-0.038664,9689.349399358
58,2.156119,-0.690777,-33.873258,-0.295735,-0.871894,-0.03694,9689.349843781
59,1.96975,-0.685906,-34.281628,-0.290964,-0.869044,-0.041017,9689.350284351
