,hop_energy
0,2.877644297565201
1,0.793020270320814
2,-0.14369461069335632
3,1.9318335292619162
4,1.4908947490235978
5,2.127373056241608
6,0.43995464840453824
7,2.052789686266661
8,1.5956782284541964
9,2.1764519689437574
10,2.4361182330970337
11,1.9029363564971442
12,1.8541554965091995
13,2.51134613621195
14,1.4953006465310938
15,0.7902129266924813
16,2.660328256588792
17,2.734501370718804
18,2.1499489139852086
19,0.05184822680730061
20,0.5572166756843284
21,2.2741511830382644
22,1.8947527584063986
23,1.6765265419756554
24,0.7673446726481163
25,2.403568372300904
26,1.0811956229085782
27,2.475688408818211
28,1.0794968906522753
29,1.9243081810768814
30,2.1969928488640136
31,1.1473066364570377
32,2.2608858890216714
33,1.738421547438338
34,1.7249831241327493
35,0.4646733497796598
36,1.9754106390898674
37,2.3780020438564815
38,2.8697421446987903
39,1.896575974229946
40,1.176322333267314
41,3.0414768676990818
42,1.4008327178032474
43,1.6565282008810822
44,1.8456565800208908
45,1.906436655805165
46,0.9266963426290769
47,-0.7663678514687682
48,2.1944515470203525
49,2.0223985099063064
50,3.2620172509937957
51,1.7843488491153652
52,0.3150543085901063
53,3.0916444620131243
54,0.8985299194903291
55,0.49855922171802103
56,2.075730092519641
57,1.8378920338006024
58,1.044827180766637
