,hop_energy
0,0.29539721950256315
1,1.4996050487626125
2,1.0955560266762348
3,1.0236910563069372
4,1.0097210246599513
5,1.954729673182383
6,2.502560871223378
7,2.316098513900717
8,0.9732408099396164
9,0.9472038168593073
10,1.150479298413508
11,1.8640934050631799
12,2.0231413084921046
13,1.7513367821411805
14,1.09132379798731
15,0.7360248651223378
16,1.675751932057536
17,1.5604219849328524
18,1.6546333198537493
19,0.9409794135322711
20,2.015615141709832
21,1.5507633320739131
22,0.8072716826547728
23,2.886209679918255
24,2.4861268511842685
25,1.7016935266179019
26,1.016548014454755
27,2.3107734773012787
28,2.0040860021162583
29,0.886584968927953
30,0.8299308867157347
31,1.248042713637835
32,1.3615054363229664
33,2.003302053267457
34,1.9089283818049587
35,1.179657496689023
36,1.3732567045840174
37,0.6118036393481523
38,1.9847177106907736
39,1.4642829434666353
40,1.867784623842918
41,2.1413908835579756
42,0.5658339364959968
43,1.0815114371302794
44,2.2368815847538652
45,0.4240016087647849
46,1.651847409924594
47,1.5117090021057802
48,1.7613503772301504
49,2.414811773404697
50,1.51070735746295
51,1.9364071772821196
52,1.6818058427987799
53,1.7284966211327806
54,0.22417826303110022
55,1.322113103242235
56,2.3534757965437434
57,1.607907512636312
