,Fx,Fy,Fz,Mx,My,Mz,t
0,4.393126,-1.181439,-11.466266,-0.282648,-0.954712,-0.045194,10810.672977842
1,4.415559,-1.169374,-11.24734,-0.280131,-0.955083,-0.044499,10810.673508189
2,4.437447,-1.205496,-11.283619,-0.28042,-0.956774,-0.042088,10810.674083351
3,4.461942,-1.220033,-11.397064,-0.271944,-0.963828,-0.040559,10810.674614995
4,4.395697,-1.182279,-11.283801,-0.279016,-0.954287,-0.04292,10810.675051324
5,4.438378,-1.229899,-11.434534,-0.278044,-0.958267,-0.043655,10810.675501246
6,4.437081,-1.18337,-11.282328,-0.28046,-0.961111,-0.042936,10810.676046742
7,4.458316,-1.123649,-11.392374,-0.27251,-0.965722,-0.043725,10810.676487812
8,4.417877,-1.122699,-11.395457,-0.268554,-0.958996,-0.043727,10810.676920123
9,4.367439,-1.045213,-11.641429,-0.278706,-0.948375,-0.045788,10810.677469878
10,4.374032,-1.120915,-11.426667,-0.27336,-0.951202,-0.041236,10810.677911874
11,4.438482,-1.206338,-11.395175,-0.276692,-0.959045,-0.042084,10810.678348352
12,4.457745,-1.195405,-11.283112,-0.281831,-0.963413,-0.043729,10810.678752682
13,4.438763,-1.181658,-11.433166,-0.272653,-0.958368,-0.042867,10810.679193049
14,4.397956,-1.181635,-11.361635,-0.271345,-0.953063,-0.042913,10810.679631841
15,4.36928,-1.16687,-11.534642,-0.287299,-0.948446,-0.044261,10810.680039745
16,4.437633,-1.181981,-11.394249,-0.276489,-0.958981,-0.04287,10810.680478279
17,4.436647,-1.157504,-11.319697,-0.277556,-0.958184,-0.043679,10810.680767017
18,4.445637,-0.943508,-11.78313,-0.277513,-0.950022,-0.048735,10810.681193828
19,4.433466,-1.082802,-11.531078,-0.275482,-0.955755,-0.041096,10810.681613954
20,4.41584,-1.170268,-11.354547,-0.278953,-0.957291,-0.04208,10810.68209708
21,4.460902,-1.195483,-11.398876,-0.271703,-0.963729,-0.043742,10810.682483503
22,4.395072,-1.181794,-11.393123,-0.278934,-0.954211,-0.042857,10810.682901703
23,4.326007,-1.142445,-11.606216,-0.288271,-0.944343,-0.045011,10810.683347347
24,4.372356,-1.241591,-11.500734,-0.288097,-0.9516,-0.041965,10810.683770232
25,4.396916,-1.182658,-11.432663,-0.273964,-0.955849,-0.042894,10810.684191803
26,4.409613,-1.116692,-11.570601,-0.284259,-0.950126,-0.045785,10810.684632188
27,4.392563,-1.15611,-11.389964,-0.282377,-0.951798,-0.043584,10810.68504887
28,4.37231,-1.118859,-11.540842,-0.274335,-0.948806,-0.045927,10810.685472514
29,4.434565,-1.182604,-11.38843,-0.285401,-0.960839,-0.042836,10810.68606888
30,4.415313,-1.220256,-11.464872,-0.284504,-0.961516,-0.042867,10810.686470154
31,4.42848,-1.127281,-11.495526,-0.290546,-0.949349,-0.046541,10810.68691041
32,4.351038,-1.156766,-11.500394,-0.281094,-0.9493,-0.043567,10810.687366647
33,4.437747,-1.11045,-11.318952,-0.271031,-0.960536,-0.042932,10810.687908957
34,4.394143,-1.108765,-11.246315,-0.275842,-0.95275,-0.045297,10810.688352601
35,4.39537,-1.1098,-11.355133,-0.272152,-0.955056,-0.042896,10810.688762968
36,4.391571,-1.156551,-11.424673,-0.284942,-0.953142,-0.043565,10810.689044392
37,4.438202,-1.133277,-11.430188,-0.269774,-0.958372,-0.042061,10810.689497073
