,hop_energy
0,0.2598576956691985
1,2.2208888106806084
2,0.2347200731715522
3,0.8824005335942884
4,1.2600076114486614
5,1.689818780181854
6,1.4160083809489459
7,2.6342395967695333
8,1.4240892091421244
9,1.3617511778539324
10,1.033499975993955
11,1.4529426874298323
12,1.8656411187558
13,2.079420875364204
14,2.669068652620397
15,2.456221446460331
16,0.39970639478158754
17,1.384984199021143
18,1.995746780619669
19,0.3569714403221971
20,1.4252318669497992
21,1.5497697130967998
22,2.535504072464442
23,1.1514328038155401
24,3.4047568381303783
25,1.7790313514879648
26,2.1330863931107826
27,3.108748109124315
28,1.3913872235174791
29,-0.13928546683715526
30,2.484979316362505
31,-0.14734242464904934
32,2.233967103116652
33,1.5625954816532763
34,2.643170762183227
35,2.187003621945988
36,1.7378013887529793
37,2.748346751117732
38,0.09243854697887732
39,1.1200081589813689
40,1.9895504348279918
41,-0.1301482865398662
