,Fx,Fy,Fz,Mx,My,Mz,t
0,-4.315662,-4.442407,-48.43417,-0.547303,-0.306461,0.088594,5079.727834591
1,-8.599225,-8.989758,-56.74419,-1.03216,0.062689,0.075299,5079.72850679
2,-8.09559,-9.300345,-54.562557,-1.121127,0.045527,0.041584,5079.728920675
3,-5.07624,-7.066471,-46.035932,-0.999025,-0.190733,-0.006555,5079.729499152
4,-3.075451,-4.892689,-40.946799,-0.786531,-0.353493,-0.035784,5079.729904482
5,-0.754178,-2.42041,-35.493664,-0.535085,-0.550552,-0.035689,5079.730348923
6,1.523552,0.451064,-30.251845,-0.259201,-0.766543,-0.013362,5079.7309094
7,1.153019,2.094471,-29.823894,-0.11668,-0.771268,0.004834,5079.731333341
8,-0.868942,3.905947,-32.067293,0.049078,-0.642103,0.02596,5079.731771986
9,-3.269214,5.778939,-34.145887,0.167853,-0.427899,0.04077,5079.732347444
10,-3.432348,6.39775,-33.935652,0.242312,-0.379785,0.035281,5079.732755423
11,-2.40177,6.911824,-31.710705,0.302746,-0.438141,0.029209,5079.7332009
12,-0.825853,6.433751,-28.657979,0.268837,-0.549383,0.026932,5079.733618453
13,0.259666,5.813857,-27.268377,0.255671,-0.657411,0.026155,5079.733929339
14,1.000306,4.731532,-25.947345,0.166062,-0.737862,0.021516,5079.734335391
15,0.99909,3.377206,-26.056357,0.037394,-0.738997,0.013686,5079.734773314
16,0.263532,1.863091,-27.704787,-0.10387,-0.676991,0.007971,5079.7351777
17,-0.277075,0.6298,-29.282233,-0.197632,-0.627731,0.006179,5079.735468753
18,-0.540838,-0.366892,-31.286194,-0.290515,-0.579375,-0.001951,5079.73576338
19,-0.334492,-1.705315,-32.863738,-0.390871,-0.581202,-0.004003,5079.736071581
20,1.267557,-4.043287,-33.695195,-0.575058,-0.673294,-0.006167,5079.736616059
21,2.853267,-5.564203,-33.443212,-0.694588,-0.789991,-0.009305,5079.737041944
22,4.560787,-6.167362,-32.955421,-0.738172,-0.923611,-0.021397,5079.7374897
23,6.235566,-6.784089,-30.900325,-0.787365,-1.067413,-0.036957,5079.738046269
24,6.429671,-7.281966,-31.62517,-0.806454,-1.096431,-0.043193,5079.738470396
25,5.921349,-7.953242,-34.648176,-0.849662,-1.052811,-0.045805,5079.738915948
26,5.305479,-8.587752,-37.91671,-0.896152,-0.998644,-0.043464,5079.739186575
27,4.107455,-9.886091,-43.608838,-0.980063,-0.917339,-0.028494,5079.739605887
28,3.477461,-11.03955,-47.627316,-1.047782,-0.861606,-0.019502,5079.740073309
29,3.706558,-11.63229,-46.977186,-1.112065,-0.882344,-0.020462,5079.740487972
30,4.10899,-11.270755,-43.967029,-1.105779,-0.931084,-0.028405,5079.740898025
31,3.538293,-10.554192,-42.027627,-1.049116,-0.919434,-0.040705,5079.741346947
32,2.572594,-10.081484,-40.205219,-1.007823,-0.843585,-0.045547,5079.741777573
33,1.595162,-9.505496,-38.982826,-0.977602,-0.76079,-0.045811,5079.742202496
34,0.262999,-8.880823,-38.808914,-0.939894,-0.669382,-0.037193,5079.742618363
35,-0.903956,-8.222391,-38.379624,-0.90001,-0.575547,-0.029197,5079.743067304
36,-1.641139,-7.544133,-36.863461,-0.838602,-0.525645,-0.020271,5079.743473615
37,-2.329458,-6.60586,-36.605858,-0.769358,-0.482232,-0.010519,5079.74389889
38,-3.301532,-5.503295,-37.728709,-0.697381,-0.407815,-0.003929,5079.744347849
39,-3.91353,-4.57029,-38.214132,-0.624855,-0.343129,-0.002138,5079.744913493
40,-3.503216,-3.663873,-37.973704,-0.550669,-0.366342,-0.007483,5079.745330693
41,-2.746639,-2.758945,-37.621861,-0.491076,-0.408857,-0.020453,5079.745777338
42,-2.051512,-1.956725,-36.720074,-0.410195,-0.49225,-0.015477,5079.746336093
43,-2.473278,-1.537576,-37.654601,-0.382591,-0.487414,-0.017937,5079.7467642
44,-3.314447,-1.044989,-37.95667,-0.36531,-0.430626,-0.015814,5079.747211623
45,-3.910667,-0.106003,-37.892041,-0.269565,-0.393858,-0.001299,5079.74776434
