,hop_energy
0,3.2614234443998003
1,2.0511479325778286
2,3.1634761126908337
3,3.9500239312989613
4,3.1609325401771207
5,3.137045048820533
6,2.75028158195199
7,3.485344774795033
8,3.192698846211302
9,3.1447452083430205
10,5.484575168428915
11,3.6971969529691773
12,2.169203082281361
13,2.8647038159151084
14,2.657961599805958
15,2.1961649539685464
16,3.415151698265758
17,3.461317549975048
18,3.3882174939516387
19,2.8095166266750073
20,3.5920067966340445
21,2.6009378199919944
22,3.509501033809279
23,2.835919618204713
24,3.319261736087844
25,3.448071297429081
26,2.0839842269530164
27,2.8086216100453623
28,2.9000173362554333
29,2.498415972911448
30,3.727208721865903
31,3.052315509837457
32,3.282510793958312
33,1.8216822029423572
34,2.3199475230863102
35,2.502254607292368
36,2.703635503004456
37,1.7893480882317734
38,2.9680682680052604
39,2.8379820002195864
40,2.636292057995746
41,2.632363772359259
42,3.2949010721190675
43,3.039729778065259
44,2.5853883043597587
45,3.2593945738287706
46,3.6752288048738864
47,2.99363184569597
48,3.566090722394332
49,2.424402370071367
50,1.199723508580516
51,4.044502662813852
52,2.593360814650582
53,4.308161616933846
54,3.277831612213749
55,3.323940599630638
56,1.6089838390709001
57,2.9200119892338092
58,1.4573663103937715
59,2.949934669561933
60,1.4448947235856675
61,3.152048079079777
62,3.194694371942922
63,1.8000655702613475
64,3.499537205129606
65,4.042316953065328
66,2.39034675545191
67,2.898997034047774
68,3.1452302953251268
69,2.743840896474601
70,3.7404826295359515
71,2.557714948786918
72,4.3139965173996195
73,2.6114729223616697
74,4.145761845110504
75,2.555647716841083
