,Fx,Fy,Fz,Mx,My,Mz,t
0,-8.848837,-8.329294,-50.338804,-1.026258,0.032191,0.051147,5525.789106196
1,-9.500545,-6.290799,-47.059794,-0.943304,0.127944,0.023812,5525.78975258
2,-7.492617,-3.649185,-42.336174,-0.708879,-2.5e-05,0.00823,5525.790169226
3,-3.643628,0.070033,-36.309396,-0.355759,-0.291733,-0.006692,5525.790740036
4,-0.578099,2.085327,-32.774632,-0.119464,-0.531718,-0.005804,5525.791146848
5,2.320513,3.794291,-30.928572,0.049111,-0.779476,-1.5e-05,5525.791592919
6,3.702554,5.60001,-30.836973,0.184457,-0.926061,0.016334,5525.792161896
7,3.140494,6.899497,-32.540672,0.269209,-0.897112,0.01455,5525.79258243
8,1.445119,8.086528,-34.659306,0.362175,-0.798036,0.018311,5525.793019742
9,-0.210499,8.928825,-35.285866,0.408485,-0.656752,0.022024,5525.793435702
10,-0.401988,8.837391,-34.082006,0.433642,-0.611879,0.014989,5525.793858513
11,0.351769,8.520115,-31.447437,0.443063,-0.649046,0.016356,5525.794304973
12,1.265484,7.374245,-28.919043,0.353262,-0.718506,0.02103,5525.794727822
13,1.97704,6.122971,-27.247356,0.276247,-0.787494,0.024088,5525.795183818
14,1.752376,4.438394,-27.728583,0.132496,-0.771113,0.025832,5525.795594056
15,0.907351,2.626452,-29.78507,-0.043073,-0.692821,0.017272,5525.796034979
16,0.564278,0.27789,-33.222616,-0.232348,-0.638867,0.00898,5525.796431532
17,0.659437,-1.454082,-35.803202,-0.371198,-0.627642,-0.00205,5525.796721881
18,1.194138,-3.239594,-38.748916,-0.500222,-0.651883,-0.007135,5525.797013564
19,2.037382,-5.032756,-41.103886,-0.64461,-0.69849,-0.015429,5525.797291322
20,3.869288,-7.38578,-42.931647,-0.815346,-0.829282,-0.022888,5525.797716226
21,5.70748,-9.232135,-42.763649,-0.962706,-0.996372,-0.032654,5525.798162186
22,7.004839,-10.282818,-42.443249,-1.036686,-1.108741,-0.047508,5525.79858859
23,7.510851,-11.148446,-42.335208,-1.097595,-1.152098,-0.057002,5525.798999068
24,7.407582,-11.687869,-42.834864,-1.136151,-1.134703,-0.061492,5525.79929414
25,7.064978,-12.283933,-45.010033,-1.18406,-1.098264,-0.064323,5525.799737081
26,6.424577,-12.890071,-47.489913,-1.254096,-1.05241,-0.057596,5525.800147856
27,5.963001,-13.163179,-48.614299,-1.281196,-1.023473,-0.046105,5525.800581427
28,5.615478,-12.94588,-48.975041,-1.247445,-1.010071,-0.038432,5525.800868332
29,4.929608,-12.856319,-49.442645,-1.242577,-0.975968,-0.034041,5525.801156256
30,3.720512,-12.201104,-49.86467,-1.193861,-0.891055,-0.033021,5525.801571698
31,3.002676,-11.457874,-49.277885,-1.113539,-0.842521,-0.034045,5525.802022713
32,2.160644,-10.610938,-49.817323,-1.050193,-0.757642,-0.045106,5525.802448173
33,1.533135,-10.273778,-50.632423,-1.015044,-0.699796,-0.056139,5525.802879244
34,1.601406,-10.044699,-49.938342,-0.987175,-0.701954,-0.055721,5525.803304166
35,1.575923,-9.775809,-49.66336,-0.983637,-0.717617,-0.056797,5525.803733367
36,0.992127,-9.3935,-49.082615,-0.976771,-0.70708,-0.049795,5525.804145197
37,-0.33565,-8.852479,-48.917865,-0.940771,-0.637774,-0.046318,5525.80459249
38,-2.221637,-8.102323,-49.506187,-0.911991,-0.486499,-0.043604,5525.805022228
