,x_deg,x_moteus_deg,y,l,mode,u_ff,q_current,d_current,torque,t_s
0,-19.547607421874996,37.452392578125,0.15813788059130857,0.14486211940869143,2,0.0,-4.0,0.2,-1.6980178356170654,1260.11577022
1,-17.734863281249996,39.26513671875,0.15569053816065098,0.147309461839349,2,-2.8981076174513394,-4.1000000000000005,-0.2,-1.7589080333709717,1260.118973379
2,-16.757080078124996,40.242919921875,0.1543733550854719,0.1486266449145281,2,-2.8013681678517104,-6.6000000000000005,-0.1,-2.773688554763794,1260.120529311
3,-15.988037109374998,41.011962890625,0.15333928444398365,0.14966071555601634,2,-2.71124985584226,-6.300000000000001,0.2,-2.6424782276153564,1260.121923302
4,-15.284912109375,41.715087890625,0.15239557970371778,0.1506044202962822,2,-2.631231550968943,-5.7,0.2,-2.3712821006774902,1260.123272053
5,-14.658691406249998,42.34130859375,0.1515566582606815,0.1514433417393185,2,-2.553477812895368,-5.9,0.4,-2.461367607116699,1260.124673506
6,-14.0489501953125,42.9510498046875,0.15074137416925554,0.15225862583074445,2,-2.4724236032259066,-6.0,1.2000000000000002,-2.53165864944458,1260.126044387
7,-13.505126953124996,43.494873046875,0.15001563597986395,0.15298436402013604,2,-2.3938316333392256,-5.5,1.2000000000000002,-2.310917615890503,1260.127379101
8,-12.983276367187496,44.0167236328125,0.14932055707592398,0.153679442924076,2,-2.3175923569314283,-5.6000000000000005,1.5,-2.3549444675445557,1260.128723278
9,-12.450439453125,44.549560546875,0.14861228053053901,0.15438771946946098,2,-2.239356728374667,-5.2,1.8,-2.170875310897827,1260.13009101
10,-11.901123046875,45.098876953125,0.14788370624913508,0.15511629375086491,2,-2.1635521559844193,-5.0,1.1,-2.1132166385650635,1260.13141815
11,-11.423217773437498,45.5767822265625,0.14725124515212523,0.15574875484787476,2,-2.0879015450922744,-4.800000000000001,1.3,-1.9972319602966309,1260.132733643
12,-10.939819335937498,46.0601806640625,0.1466129023580875,0.1563870976419125,2,-2.0145052033520097,-4.7,1.0,-1.9686278104782104,1260.134072005
13,-10.500366210937496,46.4996337890625,0.1460338533594817,0.15696614664051828,2,-1.9409262668185914,-4.5,0.9,-1.8633863925933838,1260.135403368
14,-10.0499267578125,46.9500732421875,0.14544162527583973,0.15755837472416026,2,-1.867392048350962,-4.2,0.6000000000000001,-1.7659718990325928,1260.136710027
15,-9.615966796874995,47.384033203125,0.14487235090799747,0.15812764909200253,2,-1.7958699429798837,-4.0,0.1,-1.7018892765045166,1260.138056593
16,-9.176513671875,47.823486328125,0.1442972018323201,0.1587027981676799,2,-1.7211191772898378,-4.0,-0.1,-1.6642335653305054,1260.139369678
17,-8.764526367187498,48.2354736328125,0.14375925518068033,0.15924074481931966,2,-1.6491260223936468,-3.9000000000000004,-0.4,-1.6392922401428223,1260.140737447
18,-8.336059570312498,48.6639404296875,0.14320111896232016,0.15979888103767984,2,-1.5776610219829337,-4.1000000000000005,-0.30000000000000004,-1.7343697547912598,1260.142092494
19,-7.918579101562498,49.0814208984375,0.14265863408112595,0.16034136591887405,2,-1.5069854394311424,-3.9000000000000004,-0.2,-1.6481773853302002,1260.14342019
20,-7.495605468749995,49.50439453125,0.14211039778468865,0.16088960221531134,2,-1.4366797364878914,-3.8000000000000003,0.0,-1.6083608865737915,1260.1447752
21,-7.067138671875001,49.932861328125,0.14155650253223262,0.16144349746776737,2,-1.3659860001059714,-3.5,-0.2,-1.4789373874664307,1260.146077804
22,-6.627685546874999,50.372314453125,0.1409899722893555,0.1620100277106445,2,-1.299127901269102,-3.3000000000000003,0.4,-1.380855917930603,1260.147453221
23,-6.1827392578125,50.8172607421875,0.14041801900572254,0.16258198099427745,2,-1.2304237719036046,-2.9000000000000004,0.4,-1.1460187435150146,1260.14884136
24,-5.743286132812498,51.2567138671875,0.13985480566030298,0.16314519433969701,2,-1.162189277035667,-2.4000000000000004,0.8,-0.9913975596427917,1260.150184741
25,-5.320312499999995,51.6796875,0.13931432567876584,0.16368567432123415,2,-1.0962103784184158,-2.4000000000000004,-0.1,-1.0240094661712646,1260.151481771
26,-4.930297851562496,52.0697021484375,0.13881739348042124,0.16418260651957875,2,-1.0332390605644932,-2.4000000000000004,-0.4,-1.0071187019348145,1260.152797319
27,-4.534790039062498,52.4652099609375,0.13831489426058038,0.1646851057394196,2,-0.9701112722244425,-2.4000000000000004,-0.1,-1.0040390491485596,1260.15412494
28,-4.144775390624999,52.855224609375,0.13782081326054774,0.16517918673945226,2,-0.9078237481849483,-2.4000000000000004,-0.4,-0.9991608262062073,1260.15543884
29,-3.793212890625,53.206787109375,0.13737669095787206,0.16562330904212794,2,-0.8456047005442622,-1.8,0.4,-0.7515251040458679,1260.156829368
30,-3.408691406249998,53.59130859375,0.13689230863111396,0.16610769136888603,2,-0.7831948183543629,-1.5,0.0,-0.6490396857261658,1260.158174934
31,-3.0736083984374973,53.9263916015625,0.13647139519693086,0.16652860480306914,2,-0.7232763915195028,-1.7000000000000002,-0.2,-0.7138750553131104,1260.159503186
32,-2.744018554687501,54.2559814453125,0.13605848047401717,0.16694151952598282,2,-0.6644542283603176,-1.7000000000000002,0.4,-0.7336938977241516,1260.160881325
33,-2.4364013671875004,54.5635986328125,0.13567408962729083,0.16732591037270916,2,-0.6045162753265787,-1.1,0.0,-0.470597505569458,1260.162231131
34,-2.1452636718749982,54.854736328125,0.1353111882957269,0.1676888117042731,2,-0.5485322419464285,-1.5,-0.2,-0.6350545287132263,1260.163555531
35,-1.8760986328124987,55.1239013671875,0.1349764608585931,0.16802353914140689,2,-0.49393756785951526,-1.0,0.2,-0.4572547972202301,1260.164904763
36,-1.6124267578124964,55.3875732421875,0.1346493038050306,0.1683506961949694,2,-0.4384840339238484,-1.0,-0.2,-0.41640564799308777,1260.166230904
37,-1.3707275390624964,55.6292724609375,0.13435005884382176,0.16864994115617823,2,-0.38629206117542725,-1.1,-0.1,-0.45909467339515686,1260.167585636
38,-1.1290283203124964,55.8709716796875,0.1340514404423486,0.1689485595576514,2,-0.3354851459516619,-0.6000000000000001,-0.2,-0.2905580997467041,1260.168913999
39,-0.9093017578124988,56.0906982421875,0.13378051754486278,0.1692194824551372,2,-0.28511809018282774,-0.7000000000000001,0.2,-0.3322339653968811,1260.170233954
40,-0.6785888671874999,56.3214111328125,0.1334966152522051,0.1695033847477949,2,-0.23620379191071939,-0.4,0.0,-0.18937720358371735,1260.171662018
41,-0.48083496093749817,56.5191650390625,0.13325373604606985,0.16974626395393014,2,-0.18730145847934787,-0.6000000000000001,0.0,-0.28519320487976074,1260.17302575
42,-0.27758789062499906,56.722412109375,0.13300456134571034,0.16999543865428965,2,-0.13998332796547164,-0.5,-0.2,-0.24520474672317505,1260.174384427
43,-0.07983398437499736,56.920166015625,0.13276256304859543,0.17023743695140456,2,-0.09613744888829179,-0.2,0.1,-0.11029113829135895,1260.175711105
44,0.10693359375000319,57.10693359375,0.13253441198646262,0.17046558801353737,2,-0.053249677069926116,-0.30000000000000004,0.4,-0.14805632829666138,1260.177075448
45,0.2772216796875052,57.2772216796875,0.13232673509030213,0.17067326490969786,2,-0.011208789488343585,-0.30000000000000004,0.2,-0.13629694283008575,1260.178414458
46,0.4639892578125058,57.4639892578125,0.1320993390620088,0.1709006609379912,2,0.028161496806273445,-0.30000000000000004,0.0,0.006609300151467323,1260.179755561
