,hop_energy
0,2.1459930070940736
1,2.2257147128151455
2,1.1041153291595887
3,0.8065239289077786
4,2.738422987354107
5,3.570007880684485
6,2.0498915694660287
7,0.9797867612615452
8,0.86786971095116
9,1.0301674770152314
10,3.626444368682347
11,-0.5122913719075841
12,0.928726382526718
13,1.1724417822439124
14,0.9822492708308976
15,3.180980508897372
16,4.315561337698131
17,-0.4687628387209335
18,1.8088285149033396
19,1.4248005631200327
20,0.14290374137997652
21,2.645784878723309
22,1.876211988152094
23,1.4230252513172443
24,0.8824437464938404
25,1.8518672899030193
26,2.054348144650797
27,1.5024104671273228
28,2.5828608736335834
29,1.4490405794903731
30,0.6100352310692001
31,-0.4440752446212546
32,3.688756053616342
33,2.1493618959976715
34,1.0393470640967095
35,1.7083765972819585
36,0.8742332660370469
37,2.5266288738438627
38,2.643866302094912
39,2.409038073343363
40,2.4196023245842433
41,1.4961162295929293
42,2.250774235508219
43,3.678325784716699
44,-0.31693082845013354
45,0.7993178700881538
46,1.8098759495896148
47,2.5458776640134575
