,hop_energy
0,1.7238319452360384
1,0.6351379669314801
2,2.3696688032053626
3,0.0029004382505926074
4,3.08432834391027
5,0.9495802086348206
6,0.4782937786952841
7,1.947351288541327
8,3.3163157063648754
9,2.9905881218292665
10,1.0600006502308181
11,2.756916514756406
12,1.4565678050608346
13,3.181198370946478
14,2.3710105413472515
15,2.845964641917549
16,1.6544224250625925
17,2.7783532713867602
18,1.9043327201995766
19,2.45741525009546
20,1.6721931141829485
21,0.3939643617038078
22,2.7394443198487304
23,1.7555143704283385
24,1.5505786578004104
25,1.188130569689834
26,2.6537703795927
27,1.8150162945212323
28,0.9555870648888103
29,2.878497057784309
30,2.7754424948085905
31,1.4664178756247113
32,1.840255806716887
33,1.4882504347713663
34,1.4041886777419466
35,2.232656625153952
36,1.5359666901120796
37,-0.010889586104237736
38,4.054685038257905
39,1.578046797882715
40,3.1196790807786448
41,0.21141862398511968
42,1.459955959201105
43,2.2099658259414996
44,1.4633874800962747
45,0.8671660395621368
46,1.6745285163745462
47,-0.02829903385407828
48,1.092862614096787
49,1.704628507340205
50,2.5972100431718568
51,1.0586708450142988
52,1.5576405648571328
53,0.4926508692640059
54,2.819799721344565
55,1.8747502179718447
56,0.4382542970824366
