,Fx,Fy,Fz,Mx,My,Mz,t
0,-2.231492,-16.612458,-47.967347,-1.020889,-0.73087,-0.032758,7791.484616478
1,-3.185019,-15.183588,-44.155818,-0.934947,-0.64677,-0.061511,7791.485285399
2,-2.842612,-13.891997,-40.362273,-0.940944,-0.6524,-0.090269,7791.48584395
3,-2.359942,-13.040677,-37.483497,-0.941994,-0.681191,-0.090138,7791.486250261
4,-2.155748,-12.094397,-36.391604,-0.875916,-0.691583,-0.09046,7791.48653337
5,-2.05572,-10.538096,-34.755287,-0.765661,-0.699111,-0.079187,7791.486980144
6,-2.003735,-8.391141,-33.001448,-0.616015,-0.679634,-0.046015,7791.487395048
7,-2.211887,-6.220384,-31.277652,-0.491063,-0.636822,-0.020725,7791.4878181
8,-1.69587,-4.473467,-29.171636,-0.419593,-0.676201,-0.018624,7791.488259097
9,-0.483152,-2.41505,-27.535582,-0.322821,-0.76129,-0.056472,7791.48882737
10,-1.195628,-1.011007,-26.810904,-0.262279,-0.659308,-0.053014,7791.489244181
11,-0.669492,0.386186,-25.311586,-0.232507,-0.654536,-0.033828,7791.489846861
12,1.41716,1.473465,-23.814362,-0.167427,-0.810402,-0.052304,7791.490244654
13,2.711801,2.386979,-22.978621,-0.116672,-0.892363,-0.065113,7791.490677614
14,3.823985,2.945598,-22.757941,-0.083824,-0.962875,-0.057825,7791.491121943
15,4.925085,3.428347,-22.649043,-0.073345,-0.995079,-0.056215,7791.491672309
16,5.516379,3.948558,-22.39274,-0.047832,-1.012173,-0.046651,7791.492113898
17,6.482858,4.297695,-21.497467,0.002059,-1.086358,-0.031533,7791.492557654
18,7.413476,4.394008,-20.843353,-0.003795,-1.164827,-0.049705,7791.493102798
19,7.772749,4.268053,-20.567124,0.000474,-1.186829,-0.053673,7791.493549127
20,7.06721,4.394564,-20.780468,0.021924,-1.096935,-0.038378,7791.494023975
21,6.995219,4.221005,-20.970339,0.034189,-1.093693,-0.025765,7791.494532953
22,6.792533,3.549775,-20.364306,-0.033098,-1.102097,-0.028895,7791.494977319
23,7.142466,2.855925,-20.768173,-0.102069,-1.157077,-0.05754,7791.495400779
24,7.048566,1.68755,-20.862725,-0.191955,-1.185594,-0.078904,7791.495819146
25,6.29175,1.243835,-21.853046,-0.246504,-1.128372,-0.078684,7791.496110569
26,5.07874,0.689835,-22.909048,-0.269865,-1.061907,-0.04662,7791.496555325
27,4.242308,0.902547,-23.36894,-0.213293,-0.998029,-0.012812,7791.496963322
