,Fx,Fy,Fz,Mx,My,Mz,t
0,-2.572828,-10.913324,-54.954426,-0.902941,-0.596063,-0.08933,10196.544140597
1,-2.048542,-10.308763,-52.102847,-0.863321,-0.610103,-0.103773,10196.544790685
2,-1.576316,-9.949858,-49.816595,-0.871206,-0.632586,-0.112293,10196.54536418
3,-0.972993,-9.420118,-48.156842,-0.837293,-0.668436,-0.116636,10196.545755918
4,-0.377594,-8.764545,-46.849404,-0.805652,-0.698496,-0.119807,10196.546187673
5,0.439695,-8.168355,-44.804964,-0.761025,-0.763621,-0.107672,10196.546797946
6,0.893121,-7.433747,-43.45722,-0.716571,-0.787277,-0.105472,10196.54718548
7,1.243514,-6.765695,-42.351512,-0.678151,-0.81167,-0.090526,10196.547625403
8,1.745298,-5.69811,-40.983498,-0.590307,-0.847728,-0.070965,10196.548216546
9,2.118211,-4.841259,-40.110234,-0.520602,-0.861721,-0.063014,10196.548612987
10,2.409859,-4.282707,-38.878651,-0.482934,-0.880041,-0.057815,10196.549044039
11,2.841851,-3.513617,-37.861769,-0.433218,-0.907818,-0.057937,10196.549644997
12,3.086898,-2.947898,-37.075292,-0.397064,-0.912154,-0.05954,10196.550040661
13,3.41729,-2.651021,-36.186408,-0.383539,-0.930101,-0.062048,10196.550474787
14,3.726955,-2.390006,-35.409041,-0.37144,-0.945666,-0.064506,10196.550917042
15,3.97559,-2.189596,-34.889114,-0.3584,-0.95574,-0.063692,10196.551193966
16,4.323647,-1.901756,-34.107481,-0.350945,-0.971314,-0.066831,10196.551609648
17,4.682897,-1.886378,-33.413274,-0.342388,-0.997198,-0.063841,10196.552075792
18,5.038816,-1.823415,-32.530058,-0.341177,-1.024254,-0.062491,10196.552492844
19,5.279753,-1.547107,-32.47712,-0.333412,-1.032824,-0.063707,10196.552898063
20,5.363458,-1.423068,-31.848012,-0.32744,-1.030839,-0.060664,10196.553369856
21,5.421933,-1.533799,-30.901263,-0.314925,-1.051831,-0.048788,10196.553784649
22,5.337389,-1.488352,-30.418838,-0.322477,-1.045365,-0.04823,10196.554193757
23,5.139964,-1.549556,-29.688708,-0.317865,-1.039868,-0.040195,10196.554619105
24,4.789918,-1.424641,-29.178863,-0.307266,-1.013075,-0.04151,10196.555067101
25,4.507885,-1.366883,-28.818796,-0.290337,-1.006133,-0.039801,10196.555485542
26,4.013353,-1.383711,-28.233162,-0.296657,-0.979665,-0.038175,10196.555899317
27,3.608213,-1.228622,-28.147165,-0.310294,-0.942414,-0.042179,10196.556197888
28,2.907812,-1.249999,-27.384621,-0.31557,-0.900799,-0.043203,10196.556787606
29,2.431221,-1.199548,-26.87059,-0.31818,-0.864096,-0.042143,10196.557187991
30,2.099466,-1.011987,-26.500894,-0.305637,-0.836542,-0.04171,10196.557630099
31,1.877385,-0.917073,-25.694783,-0.2974,-0.832089,-0.040097,10196.558212298
32,1.745955,-0.698007,-25.536789,-0.295479,-0.816196,-0.042457,10196.558632702
33,1.769038,-0.567601,-25.234735,-0.283567,-0.820445,-0.036264,10196.559066013
34,1.805374,-0.395902,-25.186965,-0.28086,-0.82114,-0.036946,10196.559505028
35,1.985623,0.183283,-25.10015,-0.239106,-0.821765,-0.042238,10196.560058913
36,2.241774,0.277335,-25.024081,-0.216379,-0.852076,-0.035994,10196.560489465
37,2.38104,0.464423,-25.05018,-0.212083,-0.85853,-0.03814,10196.560922609
38,2.585385,0.782106,-25.362125,-0.186916,-0.877508,-0.033871,10196.561477716
39,2.662536,0.904011,-25.276944,-0.192367,-0.885637,-0.035379,10196.561917564
40,2.703093,1.167552,-25.487112,-0.169207,-0.89702,-0.03456,10196.562353801
41,2.662501,1.286828,-26.032898,-0.149358,-0.899085,-0.031225,10196.562906482
42,2.66242,1.531471,-26.097816,-0.124538,-0.893573,-0.027146,10196.563355386
43,2.391353,1.831616,-26.768589,-0.138398,-0.856295,-0.033583,10196.563778512
44,2.373064,1.815564,-26.839876,-0.135106,-0.861476,-0.029686,10196.564191898
45,2.124917,1.807785,-26.911587,-0.135581,-0.84957,-0.027506,10196.564636912
46,2.083674,1.829288,-27.202546,-0.130513,-0.852197,-0.025874,10196.565072742
47,1.996815,1.830996,-27.601888,-0.133886,-0.84316,-0.025637,10196.565487072
48,1.973087,1.872821,-27.819554,-0.131662,-0.831836,-0.02538,10196.56576707
49,1.935932,1.727862,-27.974959,-0.131368,-0.82673,-0.022981,10196.56605816
50,1.974472,1.681708,-28.41587,-0.136458,-0.83096,-0.02591,10196.56634951
51,2.078552,1.479403,-28.600467,-0.151644,-0.836601,-0.022521,10196.566771099
52,2.083253,1.164843,-29.054921,-0.162711,-0.838854,-0.021604,10196.567197521
53,2.146199,0.842043,-29.504587,-0.183643,-0.841134,-0.021317,10196.567644629
54,2.380821,0.250795,-30.107794,-0.215879,-0.865968,-0.017058,10196.568207995
55,2.478789,0.07834,-30.77142,-0.233875,-0.865826,-0.021274,10196.56863088
56,2.591827,-0.345407,-31.11832,-0.246002,-0.877942,-0.01564,10196.569072728
