,Fx,Fy,Fz,Mx,My,Mz,t
0,2.197201,0.111123,-25.800203,-0.328369,-0.810915,-0.027869,4035.23295403
1,4.865202,2.511361,-22.759306,-0.086443,-1.082482,0.024341,4035.233603322
2,0.997721,2.744657,-22.964815,-0.031418,-0.633616,-0.040829,4035.234010356
3,0.405158,1.784773,-22.301238,-0.100006,-0.571624,-0.063824,4035.234596019
4,2.955254,1.273042,-20.203997,-0.154212,-0.837331,-0.030766,4035.234990424
5,4.322378,1.008334,-20.966134,-0.189589,-0.98987,-0.00926,4035.235899936
6,0.099729,0.282329,-27.075838,-0.270273,-0.562261,-0.050725,4035.236445469
7,1.231035,-0.125807,-26.957514,-0.336584,-0.660555,-0.05879,4035.237349148
8,3.774207,-0.819247,-25.288653,-0.342513,-0.88129,-0.070123,4035.237722738
9,5.21828,-0.631861,-24.210387,-0.315209,-1.016882,-0.06069,4035.238685824
10,7.06164,1.625273,-19.822019,-0.124838,-1.168855,-0.050229,4035.239293024
11,6.341214,2.150088,-19.485785,-0.070174,-1.123428,-0.046303,4035.240145592
12,5.320263,2.616105,-20.71285,-0.064189,-1.015148,-0.055943,4035.240734421
13,4.395414,2.758138,-21.969155,-0.063122,-0.929656,-0.041117,4035.241161214
14,4.310347,2.928834,-22.170556,-0.050249,-0.918189,-0.02978,4035.241580952
15,4.458905,3.084156,-22.242326,-0.028019,-0.937924,-0.029037,4035.241856043
16,4.90028,3.412482,-22.993293,-0.022056,-0.97043,-0.038533,4035.242290077
17,5.082367,3.454054,-23.724561,-0.018732,-0.987225,-0.042833,4035.242732537
18,5.010317,3.325764,-24.896482,-0.037698,-0.981802,-0.048536,4035.243142108
19,5.133683,3.252895,-24.905674,-0.047227,-0.997697,-0.058112,4035.243427976
20,5.207513,3.011237,-24.407403,-0.052985,-1.022366,-0.057139,4035.243762511
21,4.783799,2.900282,-25.132097,-0.082201,-1.012368,-0.06115,4035.244309137
22,3.90851,2.890628,-25.240941,-0.045418,-0.951097,-0.034835,4035.24471193
23,2.941948,2.862746,-25.017539,-0.032087,-0.868737,-0.014789,4035.245157853
24,2.349831,2.14228,-24.861646,-0.076489,-0.811554,-0.007213,4035.245722886
25,2.182125,1.270071,-25.554181,-0.152057,-0.802455,-0.018946,4035.246147865
26,1.963397,0.435675,-26.223506,-0.243669,-0.761694,-0.018983,4035.246590177
27,1.844614,-0.314653,-26.859216,-0.29196,-0.750342,-0.005983,4035.247003192
28,2.054882,-0.708069,-27.685344,-0.365122,-0.77425,-0.009967,4035.247430949
29,2.197094,-0.933119,-28.163297,-0.386601,-0.784843,-0.010377,4035.24787589
30,2.544762,-1.104469,-28.576642,-0.406127,-0.809091,-0.021837,4035.248297295
31,2.884967,-1.274973,-28.263216,-0.406796,-0.844857,-0.026046,4035.248572663
32,3.273208,-1.277447,-28.408515,-0.417698,-0.872468,-0.033599,4035.248880161
33,3.52427,-1.372264,-28.743741,-0.417209,-0.898307,-0.035007,4035.249312362
34,3.90697,-1.056592,-29.350175,-0.405055,-0.922769,-0.040631,4035.249717674
35,4.118498,-0.909726,-29.49,-0.38011,-0.941606,-0.03336,4035.250150615
36,4.400514,-0.660042,-29.123856,-0.333768,-0.974272,-0.026556,4035.250593297
37,4.465784,-0.136607,-28.937839,-0.276623,-0.972763,-0.028233,4035.251147275
38,4.624555,0.163596,-28.578104,-0.219386,-0.987273,-0.02303,4035.251586235
39,4.62163,0.481032,-28.20185,-0.200405,-0.979393,-0.023878,4035.252048769
40,4.337862,0.735945,-28.371984,-0.208015,-0.952948,-0.033258,4035.252577172
41,4.446423,0.751773,-28.309251,-0.19252,-0.955678,-0.034856,4035.253016503
42,4.427282,0.690432,-28.094854,-0.196868,-0.953457,-0.036586,4035.253447259
43,4.674248,0.525496,-28.541717,-0.210482,-0.97657,-0.04263,4035.254006403
44,4.650776,0.417151,-29.169942,-0.21858,-0.978813,-0.047146,4035.254448678
45,4.637146,0.402569,-30.006938,-0.238902,-0.96925,-0.055195,4035.254867286
46,4.591736,0.453568,-30.703783,-0.232929,-0.965594,-0.05883,4035.255292728
47,4.392201,0.435147,-30.812444,-0.222016,-0.977969,-0.052191,4035.255736336
48,4.108325,0.839418,-31.159416,-0.211654,-0.943713,-0.056603,4035.256162703
49,4.105314,0.765598,-30.358555,-0.191107,-0.957111,-0.042281,4035.256578182
50,4.268347,1.089406,-29.983069,-0.169152,-0.954809,-0.042943,4035.257023197
51,4.104771,1.206023,-29.895899,-0.155961,-0.942451,-0.030334,4035.257592767
52,3.862303,1.024803,-29.929332,-0.162011,-0.93608,-0.017922,4035.258012301
53,3.405524,0.823354,-30.221603,-0.180019,-0.902707,-0.011659,4035.258454076
54,3.161323,0.459246,-30.271653,-0.200182,-0.876296,-0.006958,4035.258866629
55,3.309677,0.20876,-30.171809,-0.215821,-0.883937,-0.006911,4035.259297996
56,3.388939,0.139576,-30.460939,-0.227405,-0.889127,-0.006637,4035.259743789
57,3.441478,-0.274711,-30.55221,-0.238447,-0.897382,-0.000402,4035.26015699
58,3.227269,-0.474222,-30.474732,-0.278122,-0.887657,-0.003694,4035.260585913
59,3.050139,-0.372064,-31.349801,-0.281333,-0.867835,-0.011114,4035.261026058
60,2.885567,-0.618794,-31.347382,-0.303674,-0.857813,-0.003248,4035.26143837
61,2.993145,-0.678752,-31.279631,-0.300454,-0.8669,-0.002497,4035.261872386
62,3.136442,-0.559821,-31.384335,-0.288648,-0.863553,0.000242,4035.262312401
63,3.285408,-0.716745,-31.059524,-0.298937,-0.875757,0.001714,4035.262723676
64,3.460435,-0.769415,-31.134148,-0.283628,-0.900398,0.010346,4035.263163655
65,3.40092,-0.518646,-31.423883,-0.250362,-0.901226,0.0127,4035.263600337
66,3.081831,-0.629955,-31.752213,-0.276117,-0.876153,0.00803,4035.264072963
67,3.102893,-0.54094,-32.009177,-0.261087,-0.871338,0.009023,4035.264448812
68,2.888296,-0.538599,-32.481504,-0.270487,-0.848688,0.006925,4035.264887976
69,3.05161,-0.581113,-32.405806,-0.280574,-0.85539,0.006319,4035.265299881
70,3.141722,-0.779739,-32.04612,-0.289128,-0.870362,0.009987,4035.265585138
71,3.333776,-0.886862,-31.61211,-0.29142,-0.883111,0.012232,4035.266030079
72,3.417698,-0.963345,-31.320938,-0.302675,-0.898261,0.009633,4035.266448725
73,3.401098,-1.001882,-31.364904,-0.295567,-0.899941,0.009524,4035.266871351
74,3.316362,-1.027958,-31.361602,-0.303415,-0.89477,0.010294,4035.267164479
75,3.308451,-0.973572,-31.284279,-0.316274,-0.884547,0.004123,4035.267453569
76,3.437397,-0.804434,-30.443004,-0.300286,-0.892016,0.00294,4035.267869437
77,3.750229,-0.428818,-29.000339,-0.281866,-0.91467,0.003227,4035.268308175
78,3.921444,0.095362,-28.074621,-0.236331,-0.941819,0.001789,4035.268743079
79,3.752209,0.625244,-27.61969,-0.200925,-0.925684,0.000737,4035.269158002
80,3.502494,1.057718,-27.541423,-0.162282,-0.903956,-0.001845,4035.269589407
81,3.338186,1.321336,-27.793414,-0.129969,-0.891597,0.00131,4035.270030441
82,3.239943,1.404719,-28.272945,-0.101446,-0.884227,0.006949,4035.270443141
83,3.14239,1.535851,-28.51345,-0.118173,-0.859707,0.00349,4035.270727713
84,3.083798,1.397315,-28.657657,-0.123472,-0.863129,0.011369,4035.271020952
85,3.16086,1.57152,-28.942705,-0.116657,-0.866178,0.008485,4035.271342524
86,3.225165,1.577252,-28.79969,-0.1161,-0.884992,0.004247,4035.271872409
