,hop_energy
0,0.917906532489944
1,1.8578911115238075
2,0.6098499169126033
3,1.614897802323929
4,1.4158738770409451
5,2.4931205820903077
6,1.3363673621621306
7,1.7345961598898478
8,1.6709810962937883
9,0.9549380372899998
10,1.1472419662498803
11,1.3439610129231063
12,1.469556043189213
13,1.6681029050414837
14,0.7757447205672303
15,1.5167859748080517
16,1.8576142713302204
17,1.5603976760536487
18,1.1459028263520699
19,0.8818502748175812
20,1.4678367062483035
21,0.39039881544921506
22,0.961874168722268
23,1.7151782656479027
24,1.0361337370022863
25,1.4564124294624259
26,0.8339803096601361
27,1.63086884942207
28,1.8099959424956342
29,1.1994776892590204
30,2.686206458574323
31,1.6312492888546553
32,1.6961801491585886
33,1.090295147185305
34,1.601490807449352
35,0.9338720405030836
36,1.1944122874177046
37,1.5221934673682318
38,3.0324056795433396
39,1.7072638759812122
40,1.7372024770754253
41,1.0776695632370155
42,0.8280835144863117
43,2.0209360741597635
44,0.7329410845212934
45,1.8430604939583919
46,1.722421539575981
47,1.1075726117003812
48,1.2394960430110027
49,0.7806899742620201
50,2.3847007174542476
51,0.5804764883793609
52,1.4745693814604
53,2.4310438896094793
54,1.478933437592696
55,2.701691896156939
56,1.4425106457907164
57,2.3988735245494404
58,0.761551985822579
59,2.870672067816664
60,0.9465855322345105
61,2.3751710472414445
