,hop_energy
0,-0.18202762485590707
1,2.3283677267319804
2,-0.1443687902214993
3,1.5055946150014554
4,0.03609082570599387
5,1.8102353145181826
6,0.07444106247712601
7,2.3575299747621434
8,-0.2195205980817705
9,3.324381787242732
10,0.0964609612400057
11,2.468851559180912
12,-0.295477117361291
13,3.20273356702023
14,-0.12810283525009958
15,2.5535649799564037
16,0.24590136125877693
17,1.5577107766036598
18,-0.24732589588644716
19,2.5109594640581427
20,-0.09348166224399967
21,1.8314451359572361
22,-0.16715443528878038
23,0.8688783621511673
24,-0.495137601668146
25,1.7853832664502827
26,-0.33192781306771824
27,0.8190561756728423
28,-0.47636226142130556
29,2.4212603516386286
30,0.03798612079038621
31,1.4495150441834896
32,-0.3449402994711499
33,2.362770057149148
34,-0.27611015104186976
35,2.6504555964358483
36,-0.16997312077213067
37,2.183367562578886
38,0.09712375068673784
39,3.049571396342275
40,-0.16681186787959157
41,1.4630529546695827
42,-0.2998102749542121
43,1.4830899133033242
44,0.1521522043783058
45,2.984043248152921
46,-0.07690736191131486
47,1.5387265851098526
48,0.06771208407809715
49,1.7114004852061946
50,-0.0896544182423683
51,2.5036548016539184
52,-0.18970599011094313
53,2.2934102099258595
54,-0.10371108207428259
55,2.2292213972399466
56,0.28162637106752175
57,2.497426881747068
58,-0.13955630445135125
59,2.194815112667139
60,-0.3277162810147375
61,2.5750819347252145
62,-0.0280215935577387
63,0.7917324527636582
64,-0.22445995669815288
65,0.19621758667471667
66,-0.30068023494450735
67,2.316072981324993
68,-0.15795762793544443
69,1.8728240416944546
70,0.20137452359525598
71,1.2773928780222636
72,-0.00992474424346601
