,Fx,Fy,Fz,Mx,My,Mz,t
0,1.394693,0.134658,-34.209867,-0.287317,-0.71605,0.011814,5048.0357848
1,3.776698,1.012569,-27.609328,-0.148917,-0.900628,0.013769,5048.036309444
2,5.242368,1.535083,-23.318124,-0.072202,-1.018763,0.000685,5048.036880883
3,5.304951,1.351194,-21.670477,-0.112231,-1.019208,-0.002367,5048.037283898
4,4.035787,0.807765,-21.576249,-0.177388,-0.92616,-0.006322,5048.037705469
5,2.254164,0.519647,-24.301675,-0.270552,-0.80626,-0.020758,5048.038330074
6,0.969244,-0.017029,-27.042451,-0.324283,-0.672169,-0.007418,5048.038845551
7,1.648722,0.185386,-27.767348,-0.302509,-0.712363,-0.00884,5048.039294862
8,2.764901,0.426664,-27.501788,-0.243273,-0.803865,0.008905,5048.039863227
9,2.753444,1.291606,-27.726047,-0.146502,-0.835527,0.025959,5048.040278575
10,2.720391,1.854712,-27.096036,-0.088624,-0.860052,0.025104,5048.040719571
11,2.332098,2.629357,-26.941978,-0.050568,-0.822436,0.00191,5048.041285937
12,2.212515,2.672304,-26.378047,-0.040567,-0.816255,-0.012174,5048.041706748
13,2.16573,2.33618,-26.433144,-0.08178,-0.80983,-0.027218,5048.042150837
14,2.220004,2.061462,-27.308843,-0.116155,-0.817741,-0.028243,5048.042705554
15,1.98792,1.906856,-28.036859,-0.129177,-0.792216,-0.021463,5048.04314555
16,2.432767,1.508717,-27.984332,-0.145304,-0.836537,-0.023893,5048.043579194
17,2.552896,1.438458,-28.139048,-0.159546,-0.849165,-0.035704,5048.043989283
18,2.273518,1.508356,-28.238326,-0.170288,-0.802714,-0.033735,5048.044428946
19,2.072994,1.526685,-27.609235,-0.16186,-0.783941,-0.020638,5048.044874553
20,1.754018,2.102296,-27.689056,-0.122354,-0.735856,-0.009194,5048.045273568
21,1.798334,2.269371,-27.423725,-0.105099,-0.741797,-0.002985,5048.045564214
22,2.024721,2.432606,-27.229247,-0.096114,-0.753675,0.000358,5048.045856674
23,2.405137,2.893972,-27.608606,-0.079095,-0.775918,-0.005311,5048.046142449
24,3.210731,3.253054,-27.556737,-0.056553,-0.850106,-0.01055,5048.046558557
25,4.336708,3.633748,-28.211981,0.004702,-0.942028,-0.009776,5048.04700059
26,5.120408,3.914105,-28.929641,0.03,-1.007082,-0.010555,5048.047437586
27,5.682039,4.155007,-29.78707,0.067576,-1.050818,0.005335,5048.047844712
28,5.953412,4.339629,-30.252183,0.094208,-1.076403,0.012812,5048.048140932
29,6.11671,4.275827,-30.801857,0.092,-1.081563,0.013312,5048.048595965
30,6.061312,3.947975,-31.188282,0.084582,-1.078488,0.013325,5048.048993998
31,5.986493,3.286984,-31.249948,0.041126,-1.083755,0.013063,5048.04942492
32,5.707298,2.474307,-31.271515,-0.058101,-1.062327,-0.002045,5048.049872694
33,5.477886,0.958547,-31.002777,-0.159084,-1.060786,-0.003576,5048.050280413
34,5.158561,-0.187005,-31.12363,-0.233609,-1.039434,-0.004719,5048.050711446
